id;v7502;v7503
3642;1384;Kungsbacka
3643;1961;Hallstahammar
3644;1480;Göteborg
3645;484;Eskilstuna
3646;180;Stockholm
3647;2281;Sundsvall
3648;1490;Borås
3649;180;Stockholm
3650;1489;Alingsås
3651;2083;Hedemora
3652;331;Heby
3653;136;Haninge
3654;1460;Bengtsfors
3655;1480;Göteborg
3656;680;Jönköping
3657;136;Haninge
3658;583;Motala
3659;180;Stockholm
3660;761;Lessebo
3661;160;Täby
3662;182;Nacka
3663;1480;Göteborg
3664;1981;Sala
3665;1446;Karlsborg
3666;2309;Krokom
3667;2482;Skellefteå
3668;1380;Halmstad
3669;183;Sundbyberg
3670;2580;Luleå
3671;1482;Kungälv
3672;1470;Vara
3673;180;Stockholm
3674;187;Vaxholm
3675;1780;Karlstad
3676;580;Linköping
3677;680;Jönköping
3678;1780;Karlstad
3679;2061;Smedjebacken
3680;1290;Kristianstad
3681;1384;Kungsbacka
3682;1283;Helsingborg
3683;1283;Helsingborg
3684;1488;Trollhättan
3685;1281;Lund
3686;1881;Kumla
3687;138;Tyresö
3688;2480;Umeå
3689;2180;Gävle
3690;1231;Burlöv
3691;1380;Halmstad
3692;191;Sigtuna
3693;1493;Mariestad
3694;582;Söderköping
3695;1280;Malmö
3696;509;Ödeshög
3697;1489;Alingsås
3698;1265;Sjöbo
3699;662;Gislaved
3700;126;Huddinge
3701;680;Jönköping
3702;486;Strängnäs
3703;180;Stockholm
3704;1283;Helsingborg
3705;885;Borgholm
3706;581;Norrköping
3707;180;Stockholm
3708;380;Uppsala
3709;126;Huddinge
3710;182;Nacka
3711;180;Stockholm
3712;1267;Höör
3713;138;Tyresö
3714;1283;Helsingborg
3715;136;Haninge
3716;1384;Kungsbacka
3717;1287;Trelleborg
3718;2506;Arjeplog
3719;1980;Västerås
3720;1983;Köping
3721;1452;Tranemo
3722;180;Stockholm
3723;2480;Umeå
3724;1487;Vänersborg
3725;2182;Söderhamn
3726;1382;Falkenberg
3727;2482;Skellefteå
3728;1290;Kristianstad
3729;1283;Helsingborg
3730;1781;Kristinehamn
3731;1983;Köping
3732;2182;Söderhamn
3733;780;Växjö
3734;192;Nynäshamn
3735;1280;Malmö
3736;163;Sollentuna
3737;1082;Karlshamn
3738;115;Vallentuna
3739;483;Katrineholm
3740;115;Vallentuna
3741;1281;Lund
3742;2281;Sundsvall
3743;780;Växjö
3744;180;Stockholm
3745;1280;Malmö
3746;380;Uppsala
3747;2080;Falun
3748;1785;Säffle
3749;1907;Surahammar
3750;2581;Piteå
3751;138;Tyresö
3752;117;Österåker
3753;2081;Borlänge
3754;1441;Lerum
3755;126;Huddinge
3756;180;Stockholm
3757;126;Huddinge
3758;115;Vallentuna
3759;780;Växjö
3760;765;Älmhult
3761;2480;Umeå
3762;181;Södertälje
3763;1490;Borås
3764;1292;Ängelholm
3765;127;Botkyrka
3766;1266;Hörby
3767;1881;Kumla
3768;1441;Lerum
3769;1382;Falkenberg
3770;1383;Varberg
3771;562;Finspång
3772;117;Österåker
3773;1463;Mark
3774;1485;Uddevalla
3775;1290;Kristianstad
3776;1980;Västerås
3777;126;Huddinge
3778;1480;Göteborg
3779;2580;Luleå
3780;1482;Kungälv
3781;2080;Falun
3782;2403;Bjurholm
3783;581;Norrköping
3784;2281;Sundsvall
3785;1383;Varberg
3786;1461;Mellerud
3787;123;Järfälla
3788;2061;Smedjebacken
3789;780;Växjö
3790;180;Stockholm
3791;1280;Malmö
3792;1384;Kungsbacka
3793;180;Stockholm
3794;192;Nynäshamn
3795;1452;Tranemo
3796;330;Knivsta
3797;1283;Helsingborg
3798;140;Nykvarn
3799;1267;Höör
3800;1283;Helsingborg
3801;180;Stockholm
3802;2480;Umeå
3803;126;Huddinge
3804;1290;Kristianstad
3805;2482;Skellefteå
3806;1265;Sjöbo
3807;380;Uppsala
3808;136;Haninge
3809;2480;Umeå
3810;1384;Kungsbacka
3811;2281;Sundsvall
3812;126;Huddinge
3813;2062;Mora
3814;1280;Malmö
3815;2080;Falun
3816;1441;Lerum
3817;885;Borgholm
3818;1283;Helsingborg
3819;126;Huddinge
3820;1480;Göteborg
3821;186;Lidingö
3822;2026;Gagnef
3823;1489;Alingsås
3824;1489;Alingsås
3825;1262;Lomma
3826;1885;Lindesberg
3827;138;Tyresö
3828;686;Eksjö
3829;120;Värmdö
3830;180;Stockholm
3831;2084;Avesta
3832;1081;Ronneby
3833;1496;Skövde
3834;1863;Hällefors
3835;2480;Umeå
3836;2262;Timrå
3837;2380;Östersund
3838;160;Täby
3839;180;Stockholm
3840;127;Botkyrka
3841;1292;Ängelholm
3842;780;Växjö
3843;687;Tranås
3844;1080;Karlskrona
3845;2081;Borlänge
3846;1292;Ängelholm
3847;2480;Umeå
3848;182;Nacka
3849;180;Stockholm
3850;180;Stockholm
3851;1283;Helsingborg
3852;480;Nyköping
3853;163;Sollentuna
3854;180;Stockholm
3855;126;Huddinge
3856;180;Stockholm
3857;160;Täby
3858;184;Solna
3859;180;Stockholm
3860;1761;Hammarö
3861;1883;Karlskoga
3862;182;Nacka
3863;880;Kalmar
3864;1281;Lund
3865;127;Botkyrka
3866;1278;Båstad
3867;381;Enköping
3868;186;Lidingö
3869;380;Uppsala
3870;2281;Sundsvall
3871;686;Eksjö
3872;180;Stockholm
3873;1480;Göteborg
3874;1480;Göteborg
3875;1885;Lindesberg
3876;1480;Göteborg
3877;2121;Ovanåker
3878;305;Håbo
3879;2482;Skellefteå
3880;1402;Partille
3881;182;Nacka
3882;580;Linköping
3883;1293;Hässleholm
3884;1280;Malmö
3885;380;Uppsala
3886;127;Botkyrka
3887;192;Nynäshamn
3888;380;Uppsala
3889;138;Tyresö
3890;2262;Timrå
3891;1282;Landskrona
3892;683;Värnamo
3893;188;Norrtälje
3894;1280;Malmö
3895;2184;Hudiksvall
3896;127;Botkyrka
3897;180;Stockholm
3898;180;Stockholm
3899;1280;Malmö
3900;180;Stockholm
3901;1383;Varberg
3902;2180;Gävle
3903;188;Norrtälje
3904;2580;Luleå
3905;687;Tranås
3906;1480;Göteborg
3907;1490;Borås
3908;1480;Göteborg
3909;186;Lidingö
3910;180;Stockholm
3911;665;Vaggeryd
3912;1401;Härryda
3913;1261;Kävlinge
3914;117;Österåker
3915;980;Gotland
3916;2180;Gävle
3917;180;Stockholm
3918;2081;Borlänge
3919;1292;Ängelholm
3920;139;Upplands-Bro
3921;184;Solna
3922;2380;Östersund
3923;180;Stockholm
3924;683;Värnamo
3925;1081;Ronneby
3926;2460;Vännäs
3927;643;Habo
3928;1495;Skara
3929;1280;Malmö
3930;1480;Göteborg
3931;382;Östhammar
3932;880;Kalmar
3933;1277;Åstorp
3934;188;Norrtälje
3935;180;Stockholm
3936;1419;Tjörn
3937;1280;Malmö
3938;180;Stockholm
3939;580;Linköping
3940;2080;Falun
3941;583;Motala
3942;1264;Skurup
3943;2523;Gällivare
3944;1462;Lilla Edet
3945;2281;Sundsvall
3946;2313;Strömsund
3947;1480;Göteborg
3948;580;Linköping
3949;1384;Kungsbacka
3950;180;Stockholm
3951;180;Stockholm
3952;1880;Örebro
3953;1281;Lund
3954;183;Sundbyberg
3955;680;Jönköping
3956;580;Linköping
3957;1480;Göteborg
3958;1861;Hallsberg
3959;1497;Hjo
3960;1082;Karlshamn
3961;687;Tranås
3962;1861;Hallsberg
3963;380;Uppsala
3964;1443;Bollebygd
3965;180;Stockholm
3966;1780;Karlstad
3967;180;Stockholm
3968;1383;Varberg
3969;2580;Luleå
3970;180;Stockholm
3971;1257;Örkelljunga
3972;882;Oskarshamn
3973;881;Nybro
3974;1293;Hässleholm
3975;330;Knivsta
3976;580;Linköping
3977;1402;Partille
3978;1291;Simrishamn
3979;1480;Göteborg
3980;1284;Höganäs
3981;1283;Helsingborg
3982;683;Värnamo
3983;1280;Malmö
3984;680;Jönköping
3985;1283;Helsingborg
3986;1488;Trollhättan
3987;581;Norrköping
3988;139;Upplands-Bro
3989;1282;Landskrona
3990;1980;Västerås
3991;1384;Kungsbacka
3992;1480;Göteborg
3993;180;Stockholm
3994;180;Stockholm
3995;305;Håbo
3996;2281;Sundsvall
3997;428;Vingåker
3998;180;Stockholm
3999;1256;Östra Göinge
4000;180;Stockholm
4001;1737;Torsby
4002;1291;Simrishamn
4003;1290;Kristianstad
4004;513;Kinda
4005;1462;Lilla Edet
4006;181;Södertälje
4007;123;Järfälla
4008;160;Täby
4009;1907;Surahammar
4010;581;Norrköping
4011;2180;Gävle
4012;1419;Tjörn
4013;117;Österåker
4014;1480;Göteborg
4015;1880;Örebro
4016;484;Eskilstuna
4017;1283;Helsingborg
4018;2062;Mora
4019;1814;Lekeberg
4020;1488;Trollhättan
4021;1480;Göteborg
4022;1493;Mariestad
4023;1283;Helsingborg
4024;1284;Höganäs
4025;1285;Eslöv
4026;562;Finspång
4027;1480;Göteborg
4028;1380;Halmstad
4029;125;Ekerö
4030;2482;Skellefteå
4031;1485;Uddevalla
4032;126;Huddinge
4033;680;Jönköping
4034;580;Linköping
4035;1480;Göteborg
4036;1440;Ale
4037;2026;Gagnef
4038;1275;Perstorp
4039;1427;Sotenäs
4040;1485;Uddevalla
4041;1384;Kungsbacka
4042;980;Gotland
4043;1480;Göteborg
4044;180;Stockholm
4045;1480;Göteborg
4046;1480;Göteborg
4047;2303;Ragunda
4048;2482;Skellefteå
4049;1480;Göteborg
4050;1480;Göteborg
4051;1480;Göteborg
4052;1415;Stenungsund
4053;1880;Örebro
4054;182;Nacka
4055;1267;Höör
4056;2081;Borlänge
4057;2284;Örnsköldsvik
4058;1384;Kungsbacka
4059;2482;Skellefteå
4060;2080;Falun
4061;1262;Lomma
4062;180;Stockholm
4063;1080;Karlskrona
4064;160;Täby
4065;188;Norrtälje
4066;180;Stockholm
4067;1480;Göteborg
4068;136;Haninge
4069;1441;Lerum
4070;1780;Karlstad
4071;1473;Töreboda
4072;1290;Kristianstad
4073;2284;Örnsköldsvik
4074;180;Stockholm
4075;1785;Säffle
4076;136;Haninge
4077;1980;Västerås
4078;1763;Forshaga
4079;1482;Kungälv
4080;2480;Umeå
4081;180;Stockholm
4082;1765;Årjäng
4083;139;Upplands-Bro
4084;188;Norrtälje
4085;1470;Vara
4086;114;Upplands Väsby
4087;2260;Ånge
4088;2482;Skellefteå
4089;1280;Malmö
4090;180;Stockholm
4091;127;Botkyrka
4092;686;Eksjö
4093;1480;Göteborg
4094;2401;Nordmaling
4095;2581;Piteå
4096;2029;Leksand
4097;2480;Umeå
4098;1267;Höör
4099;1280;Malmö
4100;2321;Åre
4101;1384;Kungsbacka
4102;192;Nynäshamn
4103;2380;Östersund
4104;1880;Örebro
4105;1883;Karlskoga
4106;1256;Östra Göinge
4107;1490;Borås
4108;1282;Landskrona
4109;580;Linköping
4110;1421;Orust
4111;117;Österåker
4112;180;Stockholm
4113;683;Värnamo
4114;1081;Ronneby
4115;581;Norrköping
4116;1980;Västerås
4117;482;Flen
4118;1283;Helsingborg
4119;184;Solna
4120;1780;Karlstad
4121;1481;Mölndal
4122;180;Stockholm
4123;1862;Degerfors
4124;160;Täby
4125;560;Boxholm
4126;1480;Göteborg
4127;125;Ekerö
4128;1480;Göteborg
4129;1885;Lindesberg
4130;1880;Örebro
4131;2404;Vindeln
4132;1286;Ystad
4133;481;Oxelösund
4134;2361;Härjedalen
4135;1480;Göteborg
4136;1782;Filipstad
4137;683;Värnamo
4138;1287;Trelleborg
4139;2380;Östersund
4140;488;Trosa
4141;1283;Helsingborg
4142;1490;Borås
4143;580;Linköping
4144;1780;Karlstad
4145;580;Linköping
4146;1766;Sunne
4147;1283;Helsingborg
4148;1263;Svedala
4149;2482;Skellefteå
4150;2514;Kalix
4151;617;Gnosjö
4152;1261;Kävlinge
4153;1784;Arvika
4154;980;Gotland
4155;509;Ödeshög
4156;380;Uppsala
4157;1487;Vänersborg
4158;380;Uppsala
4159;1284;Höganäs
4160;1415;Stenungsund
4161;1281;Lund
4162;1463;Mark
4163;181;Södertälje
4164;1481;Mölndal
4165;1780;Karlstad
4166;180;Stockholm
4167;2061;Smedjebacken
4168;2282;Kramfors
4169;2023;Malung-Sälen
4170;180;Stockholm
4171;1864;Ljusnarsberg
4172;1415;Stenungsund
4173;2081;Borlänge
4174;2180;Gävle
4175;1286;Ystad
4176;1280;Malmö
4177;180;Stockholm
4178;1480;Göteborg
4179;1880;Örebro
4180;180;Stockholm
4181;1480;Göteborg
4182;331;Heby
4183;1480;Göteborg
4184;1281;Lund
4185;980;Gotland
4186;1270;Tomelilla
4187;2514;Kalix
4188;1784;Arvika
4189;1487;Vänersborg
4190;581;Norrköping
4191;1715;Kil
4192;780;Växjö
4193;180;Stockholm
4194;1233;Vellinge
4195;181;Södertälje
4196;1402;Partille
4197;1280;Malmö
4198;2181;Sandviken
4199;480;Nyköping
4200;180;Stockholm
4201;2181;Sandviken
4202;184;Solna
4203;1984;Arboga
4204;1276;Klippan
4205;1283;Helsingborg
4206;1280;Malmö
4207;125;Ekerö
4208;127;Botkyrka
4209;484;Eskilstuna
4210;980;Gotland
4211;305;Håbo
4212;1784;Arvika
4213;760;Uppvidinge
4214;1480;Göteborg
4215;1494;Lidköping
4216;1980;Västerås
4217;662;Gislaved
4218;180;Stockholm
4219;1494;Lidköping
4220;380;Uppsala
4221;2421;Storuman
4222;480;Nyköping
4223;2282;Kramfors
4224;1480;Göteborg
4225;1435;Tanum
4226;483;Katrineholm
4227;180;Stockholm
4228;662;Gislaved
4229;461;Gnesta
4230;160;Täby
4231;1480;Göteborg
4232;1781;Kristinehamn
4233;580;Linköping
4234;980;Gotland
4235;127;Botkyrka
4236;2380;Östersund
4237;1488;Trollhättan
4238;180;Stockholm
4239;1442;Vårgårda
4240;180;Stockholm
4241;1280;Malmö
4242;2181;Sandviken
4243;665;Vaggeryd
4244;180;Stockholm
4245;2101;Ockelbo
4246;2380;Östersund
4247;1883;Karlskoga
4248;163;Sollentuna
4249;2482;Skellefteå
4250;380;Uppsala
4251;1490;Borås
4252;1461;Mellerud
4253;880;Kalmar
4254;1480;Göteborg
4255;1381;Laholm
4256;1490;Borås
4257;1260;Bjuv
4258;2284;Örnsköldsvik
4259;882;Oskarshamn
4260;2580;Luleå
4261;1885;Lindesberg
4262;580;Linköping
4263;860;Hultsfred
4264;1281;Lund
4265;331;Heby
4266;2181;Sandviken
4267;163;Sollentuna
4268;182;Nacka
4269;180;Stockholm
4270;1283;Helsingborg
4271;114;Upplands Väsby
4272;880;Kalmar
4273;1380;Halmstad
4274;2581;Piteå
4275;136;Haninge
4276;182;Nacka
4277;1480;Göteborg
4278;180;Stockholm
4279;126;Huddinge
4280;136;Haninge
4281;2029;Leksand
4282;781;Ljungby
4283;586;Mjölby
4284;180;Stockholm
4285;1293;Hässleholm
4286;186;Lidingö
4287;2181;Sandviken
4288;2480;Umeå
4289;2523;Gällivare
4290;580;Linköping
4291;126;Huddinge
4292;1784;Arvika
4293;2184;Hudiksvall
4294;1286;Ystad
4295;683;Värnamo
4296;1480;Göteborg
4297;1082;Karlshamn
4298;2034;Orsa
4299;1280;Malmö
4300;1487;Vänersborg
4301;1383;Varberg
4302;136;Haninge
4303;180;Stockholm
4304;1285;Eslöv
4305;1287;Trelleborg
4306;1485;Uddevalla
4307;2482;Skellefteå
4308;2085;Ludvika
4309;123;Järfälla
4310;484;Eskilstuna
4311;1880;Örebro
4312;1883;Karlskoga
4313;180;Stockholm
4314;680;Jönköping
4315;1489;Alingsås
4316;180;Stockholm
4317;138;Tyresö
4318;2584;Kiruna
4319;2284;Örnsköldsvik
4320;2284;Örnsköldsvik
4321;1980;Västerås
4322;1421;Orust
4323;1290;Kristianstad
4324;380;Uppsala
4325;883;Västervik
4326;1270;Tomelilla
4327;1282;Landskrona
4328;163;Sollentuna
4329;319;Älvkarleby
4330;780;Växjö
4331;1280;Malmö
4332;1280;Malmö
4333;1962;Norberg
4334;680;Jönköping
4335;1881;Kumla
4336;1283;Helsingborg
4337;180;Stockholm
4338;1292;Ängelholm
4339;182;Nacka
4340;2161;Ljusdal
4341;182;Nacka
4342;1230;Staffanstorp
4343;1499;Falköping
4344;1282;Landskrona
4345;483;Katrineholm
4346;2380;Östersund
4347;1282;Landskrona
4348;1407;Öckerö
4349;1080;Karlskrona
4350;2181;Sandviken
4351;680;Jönköping
4352;183;Sundbyberg
4353;1480;Göteborg
4354;1480;Göteborg
4355;2282;Kramfors
4356;2180;Gävle
4357;180;Stockholm
4358;1285;Eslöv
4359;1494;Lidköping
4360;188;Norrtälje
4361;180;Stockholm
4362;305;Håbo
4363;980;Gotland
4364;1415;Stenungsund
4365;1485;Uddevalla
4366;580;Linköping
4367;1280;Malmö
4368;188;Norrtälje
4369;1465;Svenljunga
4370;2085;Ludvika
4371;1290;Kristianstad
4372;1280;Malmö
4373;1480;Göteborg
4374;1473;Töreboda
4375;1982;Fagersta
4376;763;Tingsryd
4377;163;Sollentuna
4378;330;Knivsta
4379;1485;Uddevalla
4380;1261;Kävlinge
4381;1499;Falköping
4382;1480;Göteborg
4383;180;Stockholm
4384;380;Uppsala
4385;1882;Askersund
4386;1481;Mölndal
4387;1293;Hässleholm
4388;114;Upplands Väsby
4389;580;Linköping
4390;2085;Ludvika
4391;1082;Karlshamn
4392;1281;Lund
4393;1452;Tranemo
4394;2284;Örnsköldsvik
4395;180;Stockholm
4396;1730;Eda
4397;1260;Bjuv
4398;1287;Trelleborg
4399;1496;Skövde
4400;114;Upplands Väsby
4401;1290;Kristianstad
4402;1480;Göteborg
4403;180;Stockholm
4404;136;Haninge
4405;1983;Köping
4406;486;Strängnäs
4407;1270;Tomelilla
4408;1283;Helsingborg
4409;2026;Gagnef
4410;1460;Bengtsfors
4411;482;Flen
4412;1435;Tanum
4413;1782;Filipstad
4414;581;Norrköping
4415;980;Gotland
4416;680;Jönköping
4417;1480;Göteborg
4418;1261;Kävlinge
4419;182;Nacka
4420;2584;Kiruna
4421;1489;Alingsås
4422;138;Tyresö
4423;163;Sollentuna
4424;1415;Stenungsund
4425;882;Oskarshamn
4426;1280;Malmö
4427;114;Upplands Väsby
4428;1286;Ystad
4429;1445;Essunga
4430;1280;Malmö
4431;163;Sollentuna
4432;1401;Härryda
4433;1265;Sjöbo
4434;138;Tyresö
4435;1280;Malmö
4436;380;Uppsala
4437;1490;Borås
4438;1465;Svenljunga
4439;2081;Borlänge
4440;1487;Vänersborg
4441;580;Linköping
4442;381;Enköping
4443;461;Gnesta
4444;180;Stockholm
4445;1880;Örebro
4446;180;Stockholm
4447;1285;Eslöv
4448;2482;Skellefteå
4449;1292;Ängelholm
4450;1280;Malmö
4451;180;Stockholm
4452;2284;Örnsköldsvik
4453;1490;Borås
4454;1256;Östra Göinge
4455;2421;Storuman
4456;1462;Lilla Edet
4457;1980;Västerås
4458;1480;Göteborg
4459;1480;Göteborg
4460;883;Västervik
4461;2303;Ragunda
4462;1080;Karlskrona
4463;586;Mjölby
4464;2180;Gävle
4465;180;Stockholm
4466;181;Södertälje
4467;180;Stockholm
4468;1083;Sölvesborg
4469;687;Tranås
4470;1293;Hässleholm
4471;1488;Trollhättan
4472;765;Älmhult
4473;1480;Göteborg
4474;180;Stockholm
4475;181;Södertälje
4476;1480;Göteborg
4477;780;Växjö
4478;765;Älmhult
4479;1488;Trollhättan
4480;1081;Ronneby
4481;1281;Lund
4482;1491;Ulricehamn
4483;1290;Kristianstad
4484;186;Lidingö
4485;2283;Sollefteå
4486;1490;Borås
4487;2085;Ludvika
4488;160;Täby
4489;1441;Lerum
4490;1884;Nora
4491;2361;Härjedalen
4492;115;Vallentuna
4493;1380;Halmstad
4494;1480;Göteborg
4495;1261;Kävlinge
4496;180;Stockholm
4497;1480;Göteborg
4498;1862;Degerfors
4499;1440;Ale
4500;2305;Bräcke
4501;136;Haninge
4502;581;Norrköping
4503;1780;Karlstad
4504;484;Eskilstuna
4505;180;Stockholm
4506;138;Tyresö
4507;180;Stockholm
4508;380;Uppsala
4509;180;Stockholm
4510;180;Stockholm
4511;1480;Göteborg
4512;186;Lidingö
4513;1281;Lund
4514;2081;Borlänge
4515;764;Alvesta
4516;136;Haninge
4517;180;Stockholm
4518;180;Stockholm
4519;2281;Sundsvall
4520;580;Linköping
4521;484;Eskilstuna
4522;136;Haninge
4523;2104;Hofors
4524;2080;Falun
4525;2513;Överkalix
4526;180;Stockholm
4527;1765;Årjäng
4528;2380;Östersund
4529;2082;Säter
4530;780;Växjö
4531;2514;Kalix
4532;1283;Helsingborg
4533;2580;Luleå
4534;1290;Kristianstad
4535;1473;Töreboda
4536;486;Strängnäs
4537;2326;Berg
4538;1780;Karlstad
4539;182;Nacka
4540;184;Solna
4541;1281;Lund
4542;680;Jönköping
4543;780;Växjö
4544;1981;Sala
4545;115;Vallentuna
4546;1880;Örebro
4547;160;Täby
4548;128;Salem
4549;1480;Göteborg
4550;2580;Luleå
4551;1763;Forshaga
4552;2581;Piteå
4553;181;Södertälje
4554;2062;Mora
4555;680;Jönköping
4556;1383;Varberg
4557;180;Stockholm
4558;1082;Karlshamn
4559;162;Danderyd
4560;380;Uppsala
4561;180;Stockholm
4562;1287;Trelleborg
4563;182;Nacka
4564;380;Uppsala
4565;767;Markaryd
4566;1491;Ulricehamn
4567;2584;Kiruna
4568;1494;Lidköping
4569;1485;Uddevalla
4570;481;Oxelösund
4571;1315;Hylte
4572;1499;Falköping
4573;1214;Svalöv
4574;180;Stockholm
4575;1293;Hässleholm
4576;180;Stockholm
4577;180;Stockholm
4578;980;Gotland
4579;1233;Vellinge
4580;2026;Gagnef
4581;1440;Ale
4582;1441;Lerum
4583;1765;Årjäng
4584;2380;Östersund
4585;1880;Örebro
4586;840;Mörbylånga
4587;580;Linköping
4588;1280;Malmö
4589;1287;Trelleborg
4590;191;Sigtuna
4591;117;Österåker
4592;2281;Sundsvall
4593;1482;Kungälv
4594;581;Norrköping
4595;188;Norrtälje
4596;583;Motala
4597;486;Strängnäs
4598;1490;Borås
4599;1230;Staffanstorp
4600;2080;Falun
4601;1980;Västerås
4602;2380;Östersund
4603;330;Knivsta
4604;1380;Halmstad
4605;880;Kalmar
4606;1480;Göteborg
4607;1480;Göteborg
4608;2581;Piteå
4609;880;Kalmar
4610;1280;Malmö
4611;883;Västervik
4612;760;Uppvidinge
4613;380;Uppsala
4614;764;Alvesta
4615;2418;Malå
4616;2062;Mora
4617;1480;Göteborg
4618;2462;Vilhelmina
4619;1487;Vänersborg
4620;881;Nybro
4621;1283;Helsingborg
4622;1883;Karlskoga
4623;2280;Härnösand
4624;186;Lidingö
4625;1880;Örebro
4626;1485;Uddevalla
4627;1480;Göteborg
4628;2082;Säter
4629;1480;Göteborg
4630;180;Stockholm
4631;136;Haninge
4632;562;Finspång
4633;1482;Kungälv
4634;780;Växjö
4635;680;Jönköping
4636;1482;Kungälv
4637;581;Norrköping
4638;1480;Göteborg
4639;1780;Karlstad
4640;1880;Örebro
4641;1293;Hässleholm
4642;1380;Halmstad
4643;763;Tingsryd
4644;780;Växjö
4645;1435;Tanum
4646;1780;Karlstad
4647;114;Upplands Väsby
4648;2580;Luleå
4649;1481;Mölndal
4650;380;Uppsala
4651;2262;Timrå
4652;1480;Göteborg
4653;480;Nyköping
4654;160;Täby
4655;1382;Falkenberg
4656;980;Gotland
4657;1384;Kungsbacka
4658;2581;Piteå
4659;1280;Malmö
4660;1496;Skövde
4661;2523;Gällivare
4662;1383;Varberg
4663;1485;Uddevalla
4664;1260;Bjuv
4665;1489;Alingsås
4666;1883;Karlskoga
4667;126;Huddinge
4668;1287;Trelleborg
4669;2085;Ludvika
4670;1482;Kungälv
4671;182;Nacka
4672;1885;Lindesberg
4673;880;Kalmar
4674;1980;Västerås
4675;184;Solna
4676;2480;Umeå
4677;1257;Örkelljunga
4678;2184;Hudiksvall
4679;1441;Lerum
4680;2303;Ragunda
4681;2029;Leksand
4682;780;Växjö
4683;1291;Simrishamn
4684;2480;Umeå
4685;180;Stockholm
4686;682;Nässjö
4687;180;Stockholm
4688;180;Stockholm
4689;581;Norrköping
4690;2281;Sundsvall
4691;883;Västervik
4692;480;Nyköping
4693;780;Växjö
4694;880;Kalmar
4695;2480;Umeå
4696;1737;Torsby
4697;1381;Laholm
4698;2284;Örnsköldsvik
4699;1283;Helsingborg
4700;2505;Arvidsjaur
4701;484;Eskilstuna
4702;1490;Borås
4703;1480;Göteborg
4704;180;Stockholm
4705;180;Stockholm
4706;1880;Örebro
4707;1488;Trollhättan
4708;1472;Tibro
4709;1481;Mölndal
4710;1480;Göteborg
4711;486;Strängnäs
4712;1407;Öckerö
4713;182;Nacka
4714;1282;Landskrona
4715;680;Jönköping
4716;1285;Eslöv
4717;2281;Sundsvall
4718;2480;Umeå
4719;120;Värmdö
4720;1882;Askersund
4721;488;Trosa
4722;484;Eskilstuna
4723;662;Gislaved
4724;180;Stockholm
4725;1233;Vellinge
4726;1980;Västerås
4727;1480;Göteborg
4728;114;Upplands Väsby
4729;180;Stockholm
4730;2029;Leksand
4731;2482;Skellefteå
4732;319;Älvkarleby
4733;2303;Ragunda
4734;123;Järfälla
4735;1490;Borås
4736;380;Uppsala
4737;1984;Arboga
4738;1490;Borås
4739;2281;Sundsvall
4740;180;Stockholm
4741;581;Norrköping
4742;1082;Karlshamn
4743;2184;Hudiksvall
4744;1233;Vellinge
4745;180;Stockholm
4746;181;Södertälje
4747;1480;Göteborg
4748;162;Danderyd
4749;1080;Karlskrona
4750;2283;Sollefteå
4751;1880;Örebro
4752;2034;Orsa
4753;1980;Västerås
4754;1480;Göteborg
4755;482;Flen
4756;2284;Örnsköldsvik
4757;319;Älvkarleby
4758;461;Gnesta
4759;2580;Luleå
4760;1489;Alingsås
4761;1290;Kristianstad
4762;1490;Borås
4763;1484;Lysekil
4764;883;Västervik
4765;1493;Mariestad
4766;1287;Trelleborg
4767;1863;Hällefors
4768;2283;Sollefteå
4769;138;Tyresö
4770;1480;Göteborg
4771;1486;Strömstad
4772;1427;Sotenäs
4773;480;Nyköping
4774;163;Sollentuna
4775;1285;Eslöv
4776;1266;Hörby
4777;883;Västervik
4778;180;Stockholm
4779;580;Linköping
4780;1489;Alingsås
4781;580;Linköping
4782;160;Täby
4783;1282;Landskrona
4784;1471;Götene
4785;1880;Örebro
4786;319;Älvkarleby
4787;1261;Kävlinge
4788;380;Uppsala
4789;2480;Umeå
4790;2182;Söderhamn
4791;2482;Skellefteå
4792;380;Uppsala
4793;580;Linköping
4794;1462;Lilla Edet
4795;686;Eksjö
4796;2080;Falun
4797;1480;Göteborg
4798;1481;Mölndal
4799;1261;Kävlinge
4800;881;Nybro
4801;1381;Laholm
4802;1783;Hagfors
4803;180;Stockholm
4804;1883;Karlskoga
4805;1463;Mark
4806;1283;Helsingborg
4807;480;Nyköping
4808;2417;Norsjö
4809;2181;Sandviken
4810;1265;Sjöbo
4811;1763;Forshaga
4812;1480;Göteborg
4813;1780;Karlstad
4814;1984;Arboga
4815;1282;Landskrona
4816;1470;Vara
4817;1499;Falköping
4818;582;Söderköping
4819;1285;Eslöv
4820;163;Sollentuna
4821;1283;Helsingborg
4822;1287;Trelleborg
4823;1980;Västerås
4824;2303;Ragunda
4825;182;Nacka
4826;2081;Borlänge
4827;180;Stockholm
4828;1214;Svalöv
4829;2183;Bollnäs
4830;2260;Ånge
4831;1489;Alingsås
4832;1293;Hässleholm
4833;1281;Lund
4834;2283;Sollefteå
4835;680;Jönköping
4836;1280;Malmö
4837;1480;Göteborg
4838;1881;Kumla
4839;1283;Helsingborg
4840;1266;Hörby
4841;1882;Askersund
4842;1280;Malmö
4843;1480;Göteborg
4844;1440;Ale
4845;1430;Munkedal
4846;2582;Boden
4847;2514;Kalix
4848;1480;Göteborg
4849;1290;Kristianstad
4850;2062;Mora
4851;1282;Landskrona
