municipality,gender,age_group,education,N
Noordenveld,Mannen,15 tot 75 jaar,medium,5266.0
Noordoostpolder,Mannen,15 tot 75 jaar,medium,9689.0
Noordwijk,Mannen,15 tot 75 jaar,medium,7148.0
Noordwijkerhout,Mannen,15 tot 75 jaar,medium,
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 75 jaar,medium,3079.0
Nunspeet,Mannen,15 tot 75 jaar,medium,4763.0
Nuth,Mannen,15 tot 75 jaar,medium,
Oegstgeest,Mannen,15 tot 75 jaar,medium,2348.0
Oirschot,Mannen,15 tot 75 jaar,medium,3668.0
Oisterwijk,Mannen,15 tot 75 jaar,medium,5368.0
Oldambt,Mannen,15 tot 75 jaar,medium,7650.0
Oldebroek,Mannen,15 tot 75 jaar,medium,4395.0
Oldenzaal,Mannen,15 tot 75 jaar,medium,5216.0
Olst-Wijhe,Mannen,15 tot 75 jaar,medium,3205.0
Ommen,Mannen,15 tot 75 jaar,medium,3463.0
Onderbanken,Mannen,15 tot 75 jaar,medium,
Oost Gelre,Mannen,15 tot 75 jaar,medium,5704.0
Oosterhout,Mannen,15 tot 75 jaar,medium,9604.0
Ooststellingwerf,Mannen,15 tot 75 jaar,medium,4898.0
Oostzaan,Mannen,15 tot 75 jaar,medium,1726.0
Opmeer,Mannen,15 tot 75 jaar,medium,2439.0
Opsterland,Mannen,15 tot 75 jaar,medium,5141.0
Oss,Mannen,15 tot 75 jaar,medium,16486.0
Oud-Beijerland,Mannen,15 tot 75 jaar,medium,
Oude IJsselstreek,Mannen,15 tot 75 jaar,medium,7278.0
Ouder-Amstel,Mannen,15 tot 75 jaar,medium,1790.0
Ouderkerk,Mannen,15 tot 75 jaar,medium,
Oudewater,Mannen,15 tot 75 jaar,medium,1923.0
Overbetuwe,Mannen,15 tot 75 jaar,medium,7614.0
Papendrecht,Mannen,15 tot 75 jaar,medium,6084.0
Peel en Maas,Mannen,15 tot 75 jaar,medium,8762.0
Pekela,Mannen,15 tot 75 jaar,medium,2355.0
Pijnacker-Nootdorp,Mannen,15 tot 75 jaar,medium,8084.0
Purmerend,Mannen,15 tot 75 jaar,medium,16685.0
Putten,Mannen,15 tot 75 jaar,medium,4059.0
Raalte,Mannen,15 tot 75 jaar,medium,7200.0
Reimerswaal,Mannen,15 tot 75 jaar,medium,4378.0
Renkum,Mannen,15 tot 75 jaar,medium,3965.0
Renswoude,Mannen,15 tot 75 jaar,medium,1166.0
Reusel-De Mierden,Mannen,15 tot 75 jaar,medium,2586.0
Rheden,Mannen,15 tot 75 jaar,medium,6440.0
Rhenen,Mannen,15 tot 75 jaar,medium,3115.0
Ridderkerk,Mannen,15 tot 75 jaar,medium,8066.0
Rijnwaarden,Mannen,15 tot 75 jaar,medium,
Rijnwoude,Mannen,15 tot 75 jaar,medium,
Rijssen-Holten,Mannen,15 tot 75 jaar,medium,7036.0
Rijswijk (ZH.),Mannen,15 tot 75 jaar,medium,7604.0
Roerdalen,Mannen,15 tot 75 jaar,medium,3773.0
Roermond,Mannen,15 tot 75 jaar,medium,9883.0
De Ronde Venen,Mannen,15 tot 75 jaar,medium,7358.0
Roosendaal,Mannen,15 tot 75 jaar,medium,13465.0
Rotterdam,Mannen,15 tot 75 jaar,medium,99511.0
Rozendaal,Mannen,15 tot 75 jaar,medium,
Rucphen,Mannen,15 tot 75 jaar,medium,4483.0
Schagen,Mannen,15 tot 75 jaar,medium,8584.0
Schermer,Mannen,15 tot 75 jaar,medium,
Scherpenzeel,Mannen,15 tot 75 jaar,medium,1835.0
Schiedam,Mannen,15 tot 75 jaar,medium,13490.0
Schiermonnikoog,Mannen,15 tot 75 jaar,medium,
Schijndel,Mannen,15 tot 75 jaar,medium,
Schinnen,Mannen,15 tot 75 jaar,medium,
Schoonhoven,Mannen,15 tot 75 jaar,medium,
Schouwen-Duiveland,Mannen,15 tot 75 jaar,medium,6088.0
Simpelveld,Mannen,15 tot 75 jaar,medium,1654.0
Sint Anthonis,Mannen,15 tot 75 jaar,medium,
Sint-Michielsgestel,Mannen,15 tot 75 jaar,medium,4581.0
Sint-Oedenrode,Mannen,15 tot 75 jaar,medium,
Sittard-Geleen,Mannen,15 tot 75 jaar,medium,14691.0
Skarsterlân,Mannen,15 tot 75 jaar,medium,
Sliedrecht,Mannen,15 tot 75 jaar,medium,4166.0
Slochteren,Mannen,15 tot 75 jaar,medium,
Sluis,Mannen,15 tot 75 jaar,medium,4049.0
Smallingerland,Mannen,15 tot 75 jaar,medium,10134.0
Soest,Mannen,15 tot 75 jaar,medium,6481.0
Someren,Mannen,15 tot 75 jaar,medium,3265.0
Son en Breugel,Mannen,15 tot 75 jaar,medium,2509.0
Spijkenisse,Mannen,15 tot 75 jaar,medium,
Stadskanaal,Mannen,15 tot 75 jaar,medium,6266.0
Staphorst,Mannen,15 tot 75 jaar,medium,3333.0
Stede Broec,Mannen,15 tot 75 jaar,medium,3780.0
Steenbergen,Mannen,15 tot 75 jaar,medium,4794.0
Steenwijkerland,Mannen,15 tot 75 jaar,medium,8499.0
Stein (L.),Mannen,15 tot 75 jaar,medium,4250.0
Stichtse Vecht,Mannen,15 tot 75 jaar,medium,9258.0
Strijen,Mannen,15 tot 75 jaar,medium,
Súdwest-Fryslân,Mannen,15 tot 75 jaar,medium,16783.0
Terneuzen,Mannen,15 tot 75 jaar,medium,9936.0
Terschelling,Mannen,15 tot 75 jaar,medium,1146.0
Texel,Mannen,15 tot 75 jaar,medium,2570.0
Teylingen,Mannen,15 tot 75 jaar,medium,5949.0
Tholen,Mannen,15 tot 75 jaar,medium,4861.0
Tiel,Mannen,15 tot 75 jaar,medium,6960.0
Tilburg,Mannen,15 tot 75 jaar,medium,36834.0
Tubbergen,Mannen,15 tot 75 jaar,medium,4192.0
Twenterand,Mannen,15 tot 75 jaar,medium,6344.0
Tynaarlo,Mannen,15 tot 75 jaar,medium,4910.0
Tytsjerksteradiel,Mannen,15 tot 75 jaar,medium,5879.0
Ubbergen,Mannen,15 tot 75 jaar,medium,
Uden,Mannen,15 tot 75 jaar,medium,
Uitgeest,Mannen,15 tot 75 jaar,medium,2576.0
Uithoorn,Mannen,15 tot 75 jaar,medium,4832.0
Urk,Mannen,15 tot 75 jaar,medium,4165.0
Utrecht (gemeente),Mannen,15 tot 75 jaar,medium,41138.0
Utrechtse Heuvelrug,Mannen,15 tot 75 jaar,medium,6246.0
Vaals,Mannen,15 tot 75 jaar,medium,1447.0
Valkenburg aan de Geul,Mannen,15 tot 75 jaar,medium,2406.0
Valkenswaard,Mannen,15 tot 75 jaar,medium,5125.0
Veendam,Mannen,15 tot 75 jaar,medium,5377.0
Veenendaal,Mannen,15 tot 75 jaar,medium,11411.0
Veere,Mannen,15 tot 75 jaar,medium,3958.0
Veghel,Mannen,15 tot 75 jaar,medium,
Veldhoven,Mannen,15 tot 75 jaar,medium,6730.0
Velsen,Mannen,15 tot 75 jaar,medium,12177.0
Venlo,Mannen,15 tot 75 jaar,medium,17120.0
Venray,Mannen,15 tot 75 jaar,medium,7665.0
Vianen,Mannen,15 tot 75 jaar,medium,
Vijfheerenlanden,Mannen,15 tot 75 jaar,medium,11051.0
Vlaardingen,Mannen,15 tot 75 jaar,medium,12176.0
Vlagtwedde,Mannen,15 tot 75 jaar,medium,
Vlieland,Mannen,15 tot 75 jaar,medium,
Vlissingen,Mannen,15 tot 75 jaar,medium,8480.0
Vlist,Mannen,15 tot 75 jaar,medium,
Voerendaal,Mannen,15 tot 75 jaar,medium,1839.0
Voorne aan Zee,Mannen,15 tot 75 jaar,medium,13832.0
Voorschoten,Mannen,15 tot 75 jaar,medium,2979.0
Voorst,Mannen,15 tot 75 jaar,medium,4258.0
Vught,Mannen,15 tot 75 jaar,medium,3891.0
Waadhoeke,Mannen,15 tot 75 jaar,medium,9042.0
Waalre,Mannen,15 tot 75 jaar,medium,2010.0
Waalwijk,Mannen,15 tot 75 jaar,medium,9146.0
Waddinxveen,Mannen,15 tot 75 jaar,medium,5382.0
Wageningen,Mannen,15 tot 75 jaar,medium,4709.0
Wassenaar,Mannen,15 tot 75 jaar,medium,3043.0
Waterland,Mannen,15 tot 75 jaar,medium,2542.0
Weert,Mannen,15 tot 75 jaar,medium,8502.0
Weesp,Mannen,15 tot 75 jaar,medium,
Werkendam,Mannen,15 tot 75 jaar,medium,
West Betuwe,Mannen,15 tot 75 jaar,medium,9320.0
West Maas en Waal,Mannen,15 tot 75 jaar,medium,4009.0
Westerkwartier,Mannen,15 tot 75 jaar,medium,11880.0
Westerveld,Mannen,15 tot 75 jaar,medium,3314.0
Westervoort,Mannen,15 tot 75 jaar,medium,2475.0
Westerwolde,Mannen,15 tot 75 jaar,medium,5088.0
Westland,Mannen,15 tot 75 jaar,medium,19572.0
Weststellingwerf,Mannen,15 tot 75 jaar,medium,5086.0
Westvoorne,Mannen,15 tot 75 jaar,medium,
Wierden,Mannen,15 tot 75 jaar,medium,4455.0
Wijchen,Mannen,15 tot 75 jaar,medium,6848.0
Wijdemeren,Mannen,15 tot 75 jaar,medium,3729.0
Wijk bij Duurstede,Mannen,15 tot 75 jaar,medium,4046.0
Winsum,Mannen,15 tot 75 jaar,medium,
Winterswijk,Mannen,15 tot 75 jaar,medium,5379.0
Woensdrecht,Mannen,15 tot 75 jaar,medium,4059.0
Woerden,Mannen,15 tot 75 jaar,medium,8316.0
De Wolden,Mannen,15 tot 75 jaar,medium,4600.0
Wormerland,Mannen,15 tot 75 jaar,medium,2994.0
Woudenberg,Mannen,15 tot 75 jaar,medium,2380.0
Woudrichem,Mannen,15 tot 75 jaar,medium,
Zaanstad,Mannen,15 tot 75 jaar,medium,27450.0
Zaltbommel,Mannen,15 tot 75 jaar,medium,5164.0
Zandvoort,Mannen,15 tot 75 jaar,medium,2356.0
Zederik,Mannen,15 tot 75 jaar,medium,
Zeevang,Mannen,15 tot 75 jaar,medium,
Zeewolde,Mannen,15 tot 75 jaar,medium,4360.0
Zeist,Mannen,15 tot 75 jaar,medium,7815.0
Zevenaar,Mannen,15 tot 75 jaar,medium,7816.0
Zoetermeer,Mannen,15 tot 75 jaar,medium,20717.0
Zoeterwoude,Mannen,15 tot 75 jaar,medium,1458.0
Zuidhorn,Mannen,15 tot 75 jaar,medium,
Zuidplas,Mannen,15 tot 75 jaar,medium,7275.0
Zundert,Mannen,15 tot 75 jaar,medium,4183.0
Zutphen,Mannen,15 tot 75 jaar,medium,7717.0
Zwartewaterland,Mannen,15 tot 75 jaar,medium,4063.0
Zwijndrecht,Mannen,15 tot 75 jaar,medium,7600.0
Zwolle,Mannen,15 tot 75 jaar,medium,19958.0
Aa en Hunze,Mannen,15 tot 25 jaar,medium,465.0
Aalburg,Mannen,15 tot 25 jaar,medium,
Aalsmeer,Mannen,15 tot 25 jaar,medium,987.0
Aalten,Mannen,15 tot 25 jaar,medium,775.0
Achtkarspelen,Mannen,15 tot 25 jaar,medium,823.0
Alblasserdam,Mannen,15 tot 25 jaar,medium,590.0
Albrandswaard,Mannen,15 tot 25 jaar,medium,772.0
Alkmaar,Mannen,15 tot 25 jaar,medium,2854.0
Almelo,Mannen,15 tot 25 jaar,medium,1939.0
Almere,Mannen,15 tot 25 jaar,medium,5933.0
Alphen aan den Rijn,Mannen,15 tot 25 jaar,medium,3022.0
Alphen-Chaam,Mannen,15 tot 25 jaar,medium,
Altena,Mannen,15 tot 25 jaar,medium,1695.0
Ameland,Mannen,15 tot 25 jaar,medium,
Amersfoort,Mannen,15 tot 25 jaar,medium,4009.0
Amstelveen,Mannen,15 tot 25 jaar,medium,2164.0
Amsterdam,Mannen,15 tot 25 jaar,medium,25926.0
Apeldoorn,Mannen,15 tot 25 jaar,medium,4253.0
Appingedam,Mannen,15 tot 25 jaar,medium,
Arnhem,Mannen,15 tot 25 jaar,medium,5096.0
Assen,Mannen,15 tot 25 jaar,medium,1877.0
Asten,Mannen,15 tot 25 jaar,medium,451.0
Baarle-Nassau,Mannen,15 tot 25 jaar,medium,
Baarn,Mannen,15 tot 25 jaar,medium,467.0
Barendrecht,Mannen,15 tot 25 jaar,medium,1561.0
Barneveld,Mannen,15 tot 25 jaar,medium,1886.0
Bedum,Mannen,15 tot 25 jaar,medium,
Beek (L.),Mannen,15 tot 25 jaar,medium,
Beekdaelen,Mannen,15 tot 25 jaar,medium,756.0
Beemster,Mannen,15 tot 25 jaar,medium,
Beesel,Mannen,15 tot 25 jaar,medium,
Bellingwedde,Mannen,15 tot 25 jaar,medium,
Berg en Dal,Mannen,15 tot 25 jaar,medium,928.0
Bergambacht,Mannen,15 tot 25 jaar,medium,
Bergeijk,Mannen,15 tot 25 jaar,medium,475.0
Bergen (L.),Mannen,15 tot 25 jaar,medium,
Bergen (NH.),Mannen,15 tot 25 jaar,medium,692.0
Bergen op Zoom,Mannen,15 tot 25 jaar,medium,1431.0
Berkelland,Mannen,15 tot 25 jaar,medium,1217.0
Bernheze,Mannen,15 tot 25 jaar,medium,922.0
Bernisse,Mannen,15 tot 25 jaar,medium,
Best,Mannen,15 tot 25 jaar,medium,910.0
Beuningen,Mannen,15 tot 25 jaar,medium,734.0
Beverwijk,Mannen,15 tot 25 jaar,medium,1072.0
het Bildt,Mannen,15 tot 25 jaar,medium,
De Bilt,Mannen,15 tot 25 jaar,medium,1198.0
Binnenmaas,Mannen,15 tot 25 jaar,medium,
Bladel,Mannen,15 tot 25 jaar,medium,556.0
Blaricum,Mannen,15 tot 25 jaar,medium,
Bloemendaal,Mannen,15 tot 25 jaar,medium,516.0
Boarnsterhim,Mannen,15 tot 25 jaar,medium,
Bodegraven-Reeuwijk,Mannen,15 tot 25 jaar,medium,1063.0
Boekel,Mannen,15 tot 25 jaar,medium,
Ten Boer,Mannen,15 tot 25 jaar,medium,
Borger-Odoorn,Mannen,15 tot 25 jaar,medium,571.0
Borne,Mannen,15 tot 25 jaar,medium,601.0
Borsele,Mannen,15 tot 25 jaar,medium,627.0
Boskoop,Mannen,15 tot 25 jaar,medium,
Boxmeer,Mannen,15 tot 25 jaar,medium,
Boxtel,Mannen,15 tot 25 jaar,medium,880.0
Breda,Mannen,15 tot 25 jaar,medium,6172.0
Brielle,Mannen,15 tot 25 jaar,medium,
Bronckhorst,Mannen,15 tot 25 jaar,medium,1012.0
Brummen,Mannen,15 tot 25 jaar,medium,468.0
Brunssum,Mannen,15 tot 25 jaar,medium,519.0
Bunnik,Mannen,15 tot 25 jaar,medium,
Bunschoten,Mannen,15 tot 25 jaar,medium,598.0
Buren,Mannen,15 tot 25 jaar,medium,750.0
Bussum,Mannen,15 tot 25 jaar,medium,
Capelle aan den IJssel,Mannen,15 tot 25 jaar,medium,1576.0
Castricum,Mannen,15 tot 25 jaar,medium,976.0
Coevorden,Mannen,15 tot 25 jaar,medium,790.0
Cranendonck,Mannen,15 tot 25 jaar,medium,640.0
Cromstrijen,Mannen,15 tot 25 jaar,medium,
Cuijk,Mannen,15 tot 25 jaar,medium,
Culemborg,Mannen,15 tot 25 jaar,medium,751.0
Dalfsen,Mannen,15 tot 25 jaar,medium,819.0
Dantumadiel,Mannen,15 tot 25 jaar,medium,518.0
Delft,Mannen,15 tot 25 jaar,medium,6929.0
Delfzijl,Mannen,15 tot 25 jaar,medium,
Deurne,Mannen,15 tot 25 jaar,medium,899.0
Deventer,Mannen,15 tot 25 jaar,medium,2834.0
Diemen,Mannen,15 tot 25 jaar,medium,1010.0
Dijk en Waard,Mannen,15 tot 25 jaar,medium,2279.0
Dinkelland,Mannen,15 tot 25 jaar,medium,877.0
Doesburg,Mannen,15 tot 25 jaar,medium,
Doetinchem,Mannen,15 tot 25 jaar,medium,1328.0
Dongen,Mannen,15 tot 25 jaar,medium,720.0
Dongeradeel,Mannen,15 tot 25 jaar,medium,
Dordrecht,Mannen,15 tot 25 jaar,medium,2861.0
Drechterland,Mannen,15 tot 25 jaar,medium,558.0
Drimmelen,Mannen,15 tot 25 jaar,medium,584.0
Dronten,Mannen,15 tot 25 jaar,medium,1568.0
Druten,Mannen,15 tot 25 jaar,medium,400.0
Duiven,Mannen,15 tot 25 jaar,medium,681.0
Echt-Susteren,Mannen,15 tot 25 jaar,medium,651.0
Edam-Volendam,Mannen,15 tot 25 jaar,medium,1162.0
Ede,Mannen,15 tot 25 jaar,medium,3734.0
Eemnes,Mannen,15 tot 25 jaar,medium,
Eemsdelta,Mannen,15 tot 25 jaar,medium,1020.0
Eemsmond,Mannen,15 tot 25 jaar,medium,
Eersel,Mannen,15 tot 25 jaar,medium,466.0
Eijsden-Margraten,Mannen,15 tot 25 jaar,medium,558.0
Eindhoven,Mannen,15 tot 25 jaar,medium,9950.0
Elburg,Mannen,15 tot 25 jaar,medium,536.0
Emmen,Mannen,15 tot 25 jaar,medium,2699.0
Enkhuizen,Mannen,15 tot 25 jaar,medium,430.0
Enschede,Mannen,15 tot 25 jaar,medium,7540.0
Epe,Mannen,15 tot 25 jaar,medium,774.0
Ermelo,Mannen,15 tot 25 jaar,medium,672.0
Etten-Leur,Mannen,15 tot 25 jaar,medium,1076.0
Ferwerderadiel,Mannen,15 tot 25 jaar,medium,
Franekeradeel,Mannen,15 tot 25 jaar,medium,
De Friese Meren,Mannen,15 tot 25 jaar,medium,
De Fryske Marren,Mannen,15 tot 25 jaar,medium,1559.0
Gaasterlân-Sleat,Mannen,15 tot 25 jaar,medium,
Geertruidenberg,Mannen,15 tot 25 jaar,medium,577.0
Geldermalsen,Mannen,15 tot 25 jaar,medium,
Geldrop-Mierlo,Mannen,15 tot 25 jaar,medium,1078.0
Gemert-Bakel,Mannen,15 tot 25 jaar,medium,758.0
Gennep,Mannen,15 tot 25 jaar,medium,
Giessenlanden,Mannen,15 tot 25 jaar,medium,
Gilze en Rijen,Mannen,15 tot 25 jaar,medium,756.0
Goeree-Overflakkee,Mannen,15 tot 25 jaar,medium,1368.0
Goes,Mannen,15 tot 25 jaar,medium,945.0
Goirle,Mannen,15 tot 25 jaar,medium,603.0
Gooise Meren,Mannen,15 tot 25 jaar,medium,1389.0
Gorinchem,Mannen,15 tot 25 jaar,medium,973.0
Gouda,Mannen,15 tot 25 jaar,medium,1844.0
Graft-De Rijp,Mannen,15 tot 25 jaar,medium,
Grave,Mannen,15 tot 25 jaar,medium,
's-Gravenhage (gemeente),Mannen,15 tot 25 jaar,medium,14677.0
Groesbeek,Mannen,15 tot 25 jaar,medium,
Groningen (gemeente),Mannen,15 tot 25 jaar,medium,14834.0
Grootegast,Mannen,15 tot 25 jaar,medium,
Gulpen-Wittem,Mannen,15 tot 25 jaar,medium,
Haaksbergen,Mannen,15 tot 25 jaar,medium,661.0
Haaren,Mannen,15 tot 25 jaar,medium,
Haarlem,Mannen,15 tot 25 jaar,medium,3758.0
Haarlemmerliede en Spaarnwoude,Mannen,15 tot 25 jaar,medium,
Haarlemmermeer,Mannen,15 tot 25 jaar,medium,4861.0
Halderberge,Mannen,15 tot 25 jaar,medium,741.0
Hardenberg,Mannen,15 tot 25 jaar,medium,2017.0
Harderwijk,Mannen,15 tot 25 jaar,medium,1296.0
Hardinxveld-Giessendam,Mannen,15 tot 25 jaar,medium,618.0
Haren,Mannen,15 tot 25 jaar,medium,
Harlingen,Mannen,15 tot 25 jaar,medium,
Hattem,Mannen,15 tot 25 jaar,medium,
Heemskerk,Mannen,15 tot 25 jaar,medium,946.0
Heemstede,Mannen,15 tot 25 jaar,medium,514.0
Heerde,Mannen,15 tot 25 jaar,medium,499.0
Heerenveen,Mannen,15 tot 25 jaar,medium,1274.0
Heerhugowaard,Mannen,15 tot 25 jaar,medium,
Heerlen,Mannen,15 tot 25 jaar,medium,1955.0
Heeze-Leende,Mannen,15 tot 25 jaar,medium,
Heiloo,Mannen,15 tot 25 jaar,medium,673.0
Den Helder,Mannen,15 tot 25 jaar,medium,1302.0
Hellendoorn,Mannen,15 tot 25 jaar,medium,981.0
Hellevoetsluis,Mannen,15 tot 25 jaar,medium,
Helmond,Mannen,15 tot 25 jaar,medium,2448.0
Hendrik-Ido-Ambacht,Mannen,15 tot 25 jaar,medium,882.0
Hengelo (O.),Mannen,15 tot 25 jaar,medium,2211.0
's-Hertogenbosch,Mannen,15 tot 25 jaar,medium,3846.0
Heumen,Mannen,15 tot 25 jaar,medium,
Heusden,Mannen,15 tot 25 jaar,medium,1042.0
Hillegom,Mannen,15 tot 25 jaar,medium,551.0
Hilvarenbeek,Mannen,15 tot 25 jaar,medium,
Hilversum,Mannen,15 tot 25 jaar,medium,2193.0
Hoeksche Waard,Mannen,15 tot 25 jaar,medium,2376.0
Hof van Twente,Mannen,15 tot 25 jaar,medium,1034.0
Het Hogeland,Mannen,15 tot 25 jaar,medium,1215.0
Hollands Kroon,Mannen,15 tot 25 jaar,medium,1376.0
Hoogeveen,Mannen,15 tot 25 jaar,medium,1498.0
Hoogezand-Sappemeer,Mannen,15 tot 25 jaar,medium,
Hoorn,Mannen,15 tot 25 jaar,medium,1881.0
Horst aan de Maas,Mannen,15 tot 25 jaar,medium,1182.0
Houten,Mannen,15 tot 25 jaar,medium,1650.0
Huizen,Mannen,15 tot 25 jaar,medium,982.0
Hulst,Mannen,15 tot 25 jaar,medium,663.0
IJsselstein,Mannen,15 tot 25 jaar,medium,790.0
Kaag en Braassem,Mannen,15 tot 25 jaar,medium,758.0
Kampen,Mannen,15 tot 25 jaar,medium,1683.0
Kapelle,Mannen,15 tot 25 jaar,medium,
Katwijk,Mannen,15 tot 25 jaar,medium,1998.0
Kerkrade,Mannen,15 tot 25 jaar,medium,588.0
Koggenland,Mannen,15 tot 25 jaar,medium,708.0
Kollumerland en Nieuwkruisland,Mannen,15 tot 25 jaar,medium,
Korendijk,Mannen,15 tot 25 jaar,medium,
Krimpen aan den IJssel,Mannen,15 tot 25 jaar,medium,787.0
Krimpenerwaard,Mannen,15 tot 25 jaar,medium,1580.0
Laarbeek,Mannen,15 tot 25 jaar,medium,678.0
Land van Cuijk,Mannen,15 tot 25 jaar,medium,2475.0
Landerd,Mannen,15 tot 25 jaar,medium,
Landgraaf,Mannen,15 tot 25 jaar,medium,634.0
Landsmeer,Mannen,15 tot 25 jaar,medium,
Langedijk,Mannen,15 tot 25 jaar,medium,
Lansingerland,Mannen,15 tot 25 jaar,medium,1890.0
Laren (NH.),Mannen,15 tot 25 jaar,medium,
Leek,Mannen,15 tot 25 jaar,medium,
Leerdam,Mannen,15 tot 25 jaar,medium,
Leeuwarden,Mannen,15 tot 25 jaar,medium,4674.0
Leeuwarderadeel,Mannen,15 tot 25 jaar,medium,
Leiden,Mannen,15 tot 25 jaar,medium,5438.0
Leiderdorp,Mannen,15 tot 25 jaar,medium,674.0
Leidschendam-Voorburg,Mannen,15 tot 25 jaar,medium,1584.0
Lelystad,Mannen,15 tot 25 jaar,medium,2024.0
Lemsterland,Mannen,15 tot 25 jaar,medium,
Leudal,Mannen,15 tot 25 jaar,medium,864.0
Leusden,Mannen,15 tot 25 jaar,medium,787.0
Lingewaal,Mannen,15 tot 25 jaar,medium,
Lingewaard,Mannen,15 tot 25 jaar,medium,1365.0
Lisse,Mannen,15 tot 25 jaar,medium,581.0
Littenseradiel,Mannen,15 tot 25 jaar,medium,
Lochem,Mannen,15 tot 25 jaar,medium,794.0
Loon op Zand,Mannen,15 tot 25 jaar,medium,612.0
Lopik,Mannen,15 tot 25 jaar,medium,492.0
Loppersum,Mannen,15 tot 25 jaar,medium,
Losser,Mannen,15 tot 25 jaar,medium,591.0
Maasdonk,Mannen,15 tot 25 jaar,medium,
Maasdriel,Mannen,15 tot 25 jaar,medium,730.0
Maasgouw,Mannen,15 tot 25 jaar,medium,477.0
Maashorst,Mannen,15 tot 25 jaar,medium,1445.0
Maassluis,Mannen,15 tot 25 jaar,medium,818.0
Maastricht,Mannen,15 tot 25 jaar,medium,6068.0
De Marne,Mannen,15 tot 25 jaar,medium,
Marum,Mannen,15 tot 25 jaar,medium,
Medemblik,Mannen,15 tot 25 jaar,medium,1252.0
Meerssen,Mannen,15 tot 25 jaar,medium,
Meierijstad,Mannen,15 tot 25 jaar,medium,2184.0
Menameradiel,Mannen,15 tot 25 jaar,medium,
Menterwolde,Mannen,15 tot 25 jaar,medium,
Meppel,Mannen,15 tot 25 jaar,medium,942.0
Middelburg (Z.),Mannen,15 tot 25 jaar,medium,1469.0
Midden-Delfland,Mannen,15 tot 25 jaar,medium,565.0
Midden-Drenthe,Mannen,15 tot 25 jaar,medium,857.0
Midden-Groningen,Mannen,15 tot 25 jaar,medium,1326.0
Mill en Sint Hubert,Mannen,15 tot 25 jaar,medium,
Millingen aan de Rijn,Mannen,15 tot 25 jaar,medium,
Moerdijk,Mannen,15 tot 25 jaar,medium,926.0
Molenlanden,Mannen,15 tot 25 jaar,medium,1696.0
Molenwaard,Mannen,15 tot 25 jaar,medium,
Montferland,Mannen,15 tot 25 jaar,medium,924.0
Montfoort,Mannen,15 tot 25 jaar,medium,
Mook en Middelaar,Mannen,15 tot 25 jaar,medium,
Muiden,Mannen,15 tot 25 jaar,medium,
Naarden,Mannen,15 tot 25 jaar,medium,
Neder-Betuwe,Mannen,15 tot 25 jaar,medium,844.0
Nederlek,Mannen,15 tot 25 jaar,medium,
Nederweert,Mannen,15 tot 25 jaar,medium,
Neerijnen,Mannen,15 tot 25 jaar,medium,
Nieuwegein,Mannen,15 tot 25 jaar,medium,1602.0
Nieuwkoop,Mannen,15 tot 25 jaar,medium,814.0
Nijkerk,Mannen,15 tot 25 jaar,medium,1235.0
Nijmegen,Mannen,15 tot 25 jaar,medium,7560.0
Nissewaard,Mannen,15 tot 25 jaar,medium,1720.0
Noardeast-Fryslân,Mannen,15 tot 25 jaar,medium,1256.0
Noord-Beveland,Mannen,15 tot 25 jaar,medium,
Noordenveld,Mannen,15 tot 25 jaar,medium,666.0
Noordoostpolder,Mannen,15 tot 25 jaar,medium,1357.0
Noordwijk,Mannen,15 tot 25 jaar,medium,1065.0
Noordwijkerhout,Mannen,15 tot 25 jaar,medium,
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,medium,590.0
Nunspeet,Mannen,15 tot 25 jaar,medium,810.0
Nuth,Mannen,15 tot 25 jaar,medium,
Oegstgeest,Mannen,15 tot 25 jaar,medium,617.0
Oirschot,Mannen,15 tot 25 jaar,medium,616.0
Oisterwijk,Mannen,15 tot 25 jaar,medium,1089.0
Oldambt,Mannen,15 tot 25 jaar,medium,917.0
Oldebroek,Mannen,15 tot 25 jaar,medium,704.0
Oldenzaal,Mannen,15 tot 25 jaar,medium,886.0
Olst-Wijhe,Mannen,15 tot 25 jaar,medium,564.0
Ommen,Mannen,15 tot 25 jaar,medium,478.0
Onderbanken,Mannen,15 tot 25 jaar,medium,
Oost Gelre,Mannen,15 tot 25 jaar,medium,844.0
Oosterhout,Mannen,15 tot 25 jaar,medium,1262.0
Ooststellingwerf,Mannen,15 tot 25 jaar,medium,578.0
Oostzaan,Mannen,15 tot 25 jaar,medium,
Opmeer,Mannen,15 tot 25 jaar,medium,
Opsterland,Mannen,15 tot 25 jaar,medium,792.0
Oss,Mannen,15 tot 25 jaar,medium,2354.0
Oud-Beijerland,Mannen,15 tot 25 jaar,medium,
Oude IJsselstreek,Mannen,15 tot 25 jaar,medium,1116.0
Ouder-Amstel,Mannen,15 tot 25 jaar,medium,
Ouderkerk,Mannen,15 tot 25 jaar,medium,
Oudewater,Mannen,15 tot 25 jaar,medium,
Overbetuwe,Mannen,15 tot 25 jaar,medium,1305.0
Papendrecht,Mannen,15 tot 25 jaar,medium,1162.0
Peel en Maas,Mannen,15 tot 25 jaar,medium,1123.0
Pekela,Mannen,15 tot 25 jaar,medium,
Pijnacker-Nootdorp,Mannen,15 tot 25 jaar,medium,1898.0
Purmerend,Mannen,15 tot 25 jaar,medium,2419.0
Putten,Mannen,15 tot 25 jaar,medium,666.0
