region,gender,age_group,education,N
Oost-Zuid-Holland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",8385
Oost-Zuid-Holland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",9933
Oost-Zuid-Holland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4404
Oost-Zuid-Holland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",9439
Oost-Zuid-Holland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",7957
Oost-Zuid-Holland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6950
Oost-Zuid-Holland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10570
Oost-Zuid-Holland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",6780
Oost-Zuid-Holland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",8116
Oost-Zuid-Holland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7072
Oost-Zuid-Holland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",4511
Overig Groningen (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",11930
Overig Groningen (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",19081
Overig Groningen (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",4425
Overig Groningen (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3380
Overig Groningen (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",13926
Overig Groningen (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",16528
Overig Groningen (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3308
Overig Groningen (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",10339
Overig Groningen (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",10854
Overig Groningen (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4296
Overig Groningen (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",10728
Overig Groningen (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",8976
Overig Groningen (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6035
Overig Groningen (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",11448
Overig Groningen (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",8418
Overig Groningen (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",5368
Overig Groningen (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",8435
Overig Groningen (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",7498
Overig Groningen (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",9817
Overig Groningen (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",21430
Overig Groningen (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",6952
Overig Groningen (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1747
Overig Groningen (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",9984
Overig Groningen (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",19469
Overig Groningen (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2531
Overig Groningen (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",7433
Overig Groningen (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",12836
Overig Groningen (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",3908
Overig Groningen (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",9056
Overig Groningen (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",10436
Overig Groningen (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6321
Overig Groningen (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10810
Overig Groningen (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",8669
Overig Groningen (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",7577
Overig Groningen (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7336
Overig Groningen (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",6986
Overig Zeeland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",8282
Overig Zeeland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",6937
Overig Zeeland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",1164
Overig Zeeland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3175
Overig Zeeland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",8149
Overig Zeeland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",4876
Overig Zeeland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3182
Overig Zeeland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",8544
Overig Zeeland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",4674
Overig Zeeland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",3845
Overig Zeeland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",9078
Overig Zeeland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",4877
Overig Zeeland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",4892
Overig Zeeland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10089
Overig Zeeland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",5319
Overig Zeeland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",4428
Overig Zeeland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7718
Overig Zeeland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",5338
Overig Zeeland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",6992
Overig Zeeland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",6764
Overig Zeeland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",1444
Overig Zeeland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2666
Overig Zeeland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",7285
Overig Zeeland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",5549
Overig Zeeland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2689
Overig Zeeland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",7583
Overig Zeeland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",5844
Overig Zeeland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",3952
Overig Zeeland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",8277
Overig Zeeland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",5554
Overig Zeeland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6291
Overig Zeeland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",9886
Overig Zeeland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",4723
Overig Zeeland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",7430
Overig Zeeland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",6936
Overig Zeeland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",3916
Twente (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",20385
Twente (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",20975
Twente (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",4041
Twente (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",5392
Twente (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",20942
Twente (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",15466
Twente (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",6384
Twente (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",17860
Twente (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",13756
Twente (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",9198
Twente (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",18600
Twente (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",12902
Twente (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",11902
Twente (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",20839
Twente (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",12859
Twente (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",11217
Twente (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",15319
Twente (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",9765
Twente (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",16307
Twente (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",17248
Twente (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",5645
Twente (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3646
Twente (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",15773
Twente (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",17782
Twente (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",5901
Twente (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",15421
Twente (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",14878
Twente (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",8140
Twente (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",18366
Twente (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",13554
Twente (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",12845
Twente (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",21007
Twente (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",10704
Twente (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",16317
Twente (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",13838
Twente (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",6845
Utrecht (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",39640
Utrecht (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",38939
Utrecht (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",9121
Utrecht (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",12836
Utrecht (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",35522
Utrecht (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",51143
Utrecht (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",14489
Utrecht (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",30628
Utrecht (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",46584
Utrecht (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",16770
Utrecht (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",30291
Utrecht (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",40739
Utrecht (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",20675
Utrecht (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",33115
Utrecht (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",35710
Utrecht (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",16475
Utrecht (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",24279
Utrecht (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",26013
Utrecht (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",33542
Utrecht (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",39648
Utrecht (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",15310
Utrecht (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",7760
Utrecht (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",27975
Utrecht (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",66365
Utrecht (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",11019
Utrecht (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",26113
Utrecht (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",55467
Utrecht (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",16181
Utrecht (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",29055
Utrecht (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",44164
Utrecht (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",22222
Utrecht (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",34920
Utrecht (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",33468
Utrecht (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",25170
Utrecht (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",24673
Utrecht (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",21128
Veluwe (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",22184
Veluwe (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",20583
Veluwe (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",4380
Veluwe (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",7541
Veluwe (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",21080
Veluwe (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",15479
Veluwe (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",8404
Veluwe (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",19567
Veluwe (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",15085
Veluwe (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",10138
Veluwe (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",18529
Veluwe (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",15033
Veluwe (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",13419
Veluwe (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",20029
Veluwe (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",16252
Veluwe (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",11722
Veluwe (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",15127
Veluwe (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",12751
Veluwe (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",18470
Veluwe (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",19492
Veluwe (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",6438
Veluwe (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",4698
Veluwe (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",19050
Veluwe (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",19395
Veluwe (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",6560
Veluwe (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",17253
Veluwe (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",18787
Veluwe (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",9277
Veluwe (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",19669
Veluwe (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",15655
Veluwe (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",15457
Veluwe (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",21470
Veluwe (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",12773
Veluwe (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",17426
Veluwe (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",14426
Veluwe (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",9206
West-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",18154
West-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",17312
West-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",2872
West-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",7221
West-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",19422
West-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",14857
West-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",7176
West-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",17043
West-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",14781
West-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",8467
West-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",17796
West-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",14837
West-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",12288
West-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",20688
West-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",15024
West-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",11461
West-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",15495
West-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",10744
West-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",16597
West-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",16082
West-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",4122
West-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",5307
West-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",14883
West-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",19711
West-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",6963
West-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",14510
West-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",17427
West-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",9220
West-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",17050
West-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",15830
West-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",15520
West-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",20932
West-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",11448
West-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",17272
West-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",13848
West-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",7780
Zaanstreek (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",5650
Zaanstreek (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4398
Zaanstreek (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",663
Zaanstreek (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2141
Zaanstreek (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",6306
Zaanstreek (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",3264
Zaanstreek (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2416
Zaanstreek (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",5474
Zaanstreek (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",3998
Zaanstreek (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",3089
Zaanstreek (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5078
Zaanstreek (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",3533
Zaanstreek (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3750
Zaanstreek (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5525
Zaanstreek (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",3225
Zaanstreek (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",2516
Zaanstreek (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3621
Zaanstreek (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",2363
Zaanstreek (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4263
Zaanstreek (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4567
Zaanstreek (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",970
Zaanstreek (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1058
Zaanstreek (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4876
Zaanstreek (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",5566
Zaanstreek (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2154
Zaanstreek (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4658
Zaanstreek (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",5276
Zaanstreek (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2785
Zaanstreek (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5343
Zaanstreek (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",3772
Zaanstreek (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3506
Zaanstreek (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5830
Zaanstreek (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",2964
Zaanstreek (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3492
Zaanstreek (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3744
Zaanstreek (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",1764
Zeeuwsch-Vlaanderen (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",2553
Zeeuwsch-Vlaanderen (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",2496
Zeeuwsch-Vlaanderen (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",151
Zeeuwsch-Vlaanderen (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1227
Zeeuwsch-Vlaanderen (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",3127
Zeeuwsch-Vlaanderen (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",1546
Zeeuwsch-Vlaanderen (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1537
Zeeuwsch-Vlaanderen (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",2934
Zeeuwsch-Vlaanderen (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",1629
Zeeuwsch-Vlaanderen (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1598
Zeeuwsch-Vlaanderen (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",3284
Zeeuwsch-Vlaanderen (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",1924
Zeeuwsch-Vlaanderen (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2041
Zeeuwsch-Vlaanderen (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",4351
Zeeuwsch-Vlaanderen (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",2008
Zeeuwsch-Vlaanderen (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",2072
Zeeuwsch-Vlaanderen (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3052
Zeeuwsch-Vlaanderen (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",1876
Zeeuwsch-Vlaanderen (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",3298
Zeeuwsch-Vlaanderen (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",1049
Zeeuwsch-Vlaanderen (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",253
Zeeuwsch-Vlaanderen (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",788
Zeeuwsch-Vlaanderen (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",2889
Zeeuwsch-Vlaanderen (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",1723
Zeeuwsch-Vlaanderen (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1119
