,birthyear,age,municipality,mun_code,number_of_children,Q91,gender,marital_status,living_situation,interest_in_politics,days_per_week_tv_news,days_per_week_newspaper,turnout_in_2022,vote_in_2022,vote_in_2019,party_attachment_strength,class_differences_perception,gross_annual_income,economic_security,social_class_identity,union_membership,employment_sector,school_education,higher_education
1467,1981.0,45.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,4.0,,V: Venstre,V: Venstre,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1468,1983.0,43.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,0.0,Voted,V: Venstre,Å: Alternativet,,Yes,"400,000-449,999 kr.",Very insecure,,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
1469,1984.0,42.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,0.0,0.0,Voted,M: Moderaterne,,,Yes,"Under 100,000 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1470,1986.0,40.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Very interested,0.0,4.0,Voted,I: Liberal Alliance,I: Liberal Alliance,,No,"450,000-499,999 kr.",Very secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H60 Bachelors programs
1471,1987.0,39.0,Odense,461.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,,,,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,Yes,"250,000-299,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1472,1988.0,38.0,Odense,461.0,2.0,1.0,Men,In a steady relationship,Living alone,Somewhat interested,1.0,7.0,,Did not vote,Voted blank,,Yes,"200,000-249,999 kr.",Secure,,"No, not a member",Publicly employed,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
1473,1989.0,37.0,Odense,461.0,1.0,1.0,Men,In a steady relationship,Living with cohabitant,Only slightly interested,1.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"600,000-699,999 kr.",Very secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
1474,1990.0,36.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,2.0,,M: Moderaterne,B: Det Radikale Venstre,,Yes,"400,000-449,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1475,1991.0,35.0,Odense,461.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,0.0,4.0,Voted,A: Socialdemokratiet,F: SF - Socialistisk Folkeparti,,Yes,"300,000-349,999 kr.",Secure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1476,1991.0,35.0,Odense,461.0,2.0,1.0,Men,Single,Living alone,Only slightly interested,2.0,1.0,Voted,F: SF - Socialistisk Folkeparti,B: Det Radikale Venstre,,Yes,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
1477,1992.0,34.0,Odense,461.0,1.0,4.0,Women,In a steady relationship,Living with cohabitant,Very interested,7.0,7.0,,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"200,000-249,999 kr.",Insecure,Middle class,"No, not a member",,H1020 Primary school 7th-9th grade,
1478,1992.0,34.0,Odense,461.0,2.0,1.0,Men,In a steady relationship,Living alone,Very interested,7.0,7.0,,I: Liberal Alliance,I: Liberal Alliance,,Yes,"350,000-399,999 kr.",Secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1479,1992.0,34.0,Odense,461.0,1.0,4.0,Men,In a steady relationship,Living with cohabitant,Only slightly interested,0.0,1.0,Voted,M: Moderaterne,O: Dansk Folkeparti,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,,"No, not a member",,H1020 Primary school 7th-9th grade,
1480,1993.0,33.0,Odense,461.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,0.0,,V: Venstre,A: Socialdemokraterne,,,"100,000-149,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H60 Bachelors programs
1481,1994.0,32.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,5.0,0.0,,A: Socialdemokratiet,,,Yes,"250,000-299,999 kr.",Insecure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1482,1994.0,32.0,Odense,461.0,1.0,3.0,Women,Single,Living alone,Only slightly interested,7.0,3.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,,Secure,,,,"H2010 Upper secondary education, General (stx, hf, student courses)",
1483,1994.0,32.0,Odense,461.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Only slightly interested,6.0,7.0,Voted,M: Moderaterne,V: Venstre,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
1484,1994.0,32.0,Odense,461.0,2.0,2.0,Women,Single,Living alone,Very interested,1.0,1.0,Voted,Ø: Enhedslisten,Å: Alternativet,,Yes,"100,000-149,999 kr.",Very insecure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1485,1994.0,32.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Very interested,0.0,4.0,Voted,Å: Alternativet,Ø: Enhedslisten,,Yes,"350,000-399,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1486,1994.0,32.0,Odense,461.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,0.0,"I usually vote, did not vote",Did not vote,,,Yes,"100,000-149,999 kr.",Secure,Working class,"Yes, member of a labor union",,H30 – Vocational Education and Training (VET),H30 Vocational Education and Training (VET)
1487,1994.0,32.0,Odense,461.0,2.0,4.0,Men,Single,Living with other adults,Not at all interested,0.0,0.0,,Did not vote,Did not vote,,Yes,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,
1488,1995.0,31.0,Odense,461.0,2.0,2.0,Women,Single,Living with other adults,Somewhat interested,5.0,0.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"200,000-249,999 kr.",Secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1489,1997.0,29.0,Odense,461.0,2.0,,Men,In a steady relationship,Living with cohabitant,Not at all interested,1.0,1.0,,D: Nye Borgerlige,B: Det Radikale Venstre,,,"600,000-699,999 kr.",Neither secure nor insecure,,"No, not a member",,H1020 Primary school 7th-9th grade,
1490,1997.0,29.0,Odense,461.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,6.0,5.0,Voted,I: Liberal Alliance,I: Liberal Alliance,,,"350,000-399,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H60 Bachelors programs
1491,1997.0,29.0,Odense,461.0,2.0,3.0,Women,Single,Living alone,Only slightly interested,0.0,,Voted,Å: Alternativet,A: Socialdemokraterne,,Yes,"Under 100,000 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1492,1998.0,28.0,Odense,461.0,2.0,3.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,4.0,2.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"150,000-199,999 kr.",Secure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1493,1998.0,28.0,Odense,461.0,2.0,3.0,Women,In a steady relationship,Living alone,Only slightly interested,2.0,2.0,Voted,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,Not strongly convinced supporter,Yes,"Under 100,000 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1494,1998.0,28.0,Odense,461.0,2.0,3.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,0.0,2.0,Voted,M: Moderaterne,V: Venstre,,,"Under 100,000 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Privately employed,"H2020 Upper secondary education, General (hhx, htx)",
1495,1999.0,27.0,Odense,461.0,2.0,3.0,Women,Single,Living with other adults,Somewhat interested,0.0,2.0,Voted,F: SF - Socialistisk Folkeparti,Å: Alternativet,,Yes,"Under 100,000 kr.",,,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1496,2000.0,26.0,Odense,461.0,2.0,,Men,Single,Living with other adults,Somewhat interested,,0.0,,Q: Frie Grønne,B: Det Radikale Venstre,,,,,,"No, not a member",Other/Not in workforce,H1020 Primary school 7th-9th grade,
1497,2000.0,26.0,Odense,461.0,2.0,3.0,Women,Single,Living alone,Only slightly interested,7.0,0.0,,Ø: Enhedslisten,B: Det Radikale Venstre,,Yes,"200,000-249,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1498,2000.0,26.0,Odense,461.0,2.0,3.0,Women,Single,Living alone,Only slightly interested,0.0,0.0,Voted,Å: Alternativet,B: Det Radikale Venstre,,,"Under 100,000 kr.",Secure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1499,2000.0,26.0,Odense,461.0,2.0,4.0,Men,In a steady relationship,Living with other adults,Somewhat interested,0.0,0.0,,Voted blank,Did not vote,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"No, not a member",Privately employed,"H2020 Upper secondary education, General (hhx, htx)",
1500,2001.0,25.0,Odense,461.0,2.0,3.0,Men,Single,Living with other adults,Only slightly interested,1.0,0.0,Voted,Q: Frie Grønne,,,Yes,,,,"Yes, member of a labor union",Self-employed,"H2020 Upper secondary education, General (hhx, htx)",
1501,2001.0,25.0,Odense,461.0,2.0,3.0,Men,In a steady relationship,Living with cohabitant,Only slightly interested,2.0,0.0,,V: Venstre,V: Venstre,Not strongly convinced supporter,Yes,"Under 100,000 kr.",Insecure,Middle class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1502,2001.0,25.0,Odense,461.0,2.0,4.0,Men,Single,Living with other adults,Somewhat interested,2.0,1.0,,Ø: Enhedslisten,Did not vote,,Yes,"Under 100,000 kr.",Neither secure nor insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1503,2004.0,22.0,Odense,461.0,2.0,,Women,In a steady relationship,Living with other adults,Somewhat interested,1.0,0.0,Voted,I: Liberal Alliance,Did not vote,,,,,,,Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1504,2004.0,22.0,Odense,461.0,1.0,,Women,In a steady relationship,Living with other adults,Very interested,7.0,0.0,Voted,M: Moderaterne,Did not vote,Strongly convinced supporter,Yes,"Under 100,000 kr.",Very secure,,"Yes, member of a labor union",Publicly employed,H90 Not stated,
1505,2004.0,22.0,Odense,461.0,2.0,,Men,In a steady relationship,Living with other adults,Only slightly interested,3.0,2.0,"I usually vote, did not vote",Did not vote,I: Liberal Alliance,,,,,,"No, not a member",,,
1506,1945.0,81.0,Svendborg,479.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"300,000-349,999 kr.",Very secure,Working class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
1507,1948.0,78.0,Svendborg,479.0,2.0,1.0,Women,Married,Living with spouse,Not at all interested,7.0,0.0,I did not vote,Did not vote,Did not vote,,Yes,"100,000-149,999 kr.",Neither secure nor insecure,,"No, not a member",Self-employed,H1010 Primary school through to 6th grade,H30 Vocational Education and Training (VET)
1508,1949.0,77.0,Svendborg,479.0,2.0,1.0,Women,Single,Living alone,Not at all interested,5.0,0.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"200,000-249,999 kr.",Neither secure nor insecure,Working class,"No, not a member",Self-employed,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
1509,1950.0,76.0,Svendborg,479.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"No, not a member",Other/Not in workforce,H1020 Primary school 7th-9th grade,H50 Vocational bachelors educations
1510,1953.0,73.0,Svendborg,479.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,6.0,,B: Det Radikale Venstre,Å: Alternativet,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1511,1954.0,72.0,Svendborg,479.0,2.0,1.0,Women,Single,Living alone,Somewhat interested,7.0,1.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"200,000-249,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Publicly employed,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
1512,1954.0,72.0,Svendborg,479.0,2.0,,Men,Married,Living with spouse,Only slightly interested,7.0,7.0,,A: Socialdemokratiet,B: Det Radikale Venstre,,,"150,000-199,999 kr.",,Middle class,"Yes, member of a labor union",Privately employed,H1030 Primary school 10th grade,
1513,1959.0,67.0,Svendborg,479.0,2.0,1.0,Women,Single,Living alone,Somewhat interested,5.0,7.0,Voted,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"250,000-299,999 kr.",Insecure,Middle class,"No, not a member",Self-employed,H90 Not stated,H50 Vocational bachelors educations
1514,1960.0,66.0,Svendborg,479.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,5.0,0.0,Voted,A: Socialdemokratiet,Ø: Enhedslisten,,Yes,"300,000-349,999 kr.",Secure,Working class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
1515,1962.0,64.0,Svendborg,479.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,0.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,,Insecure,,"No, not a member",Self-employed,H1030 Primary school 10th grade,H40 Short cycle higher education
1516,1962.0,64.0,Svendborg,479.0,2.0,4.0,Men,Married,Living with spouse,Only slightly interested,7.0,7.0,Voted,V: Venstre,O: Dansk Folkeparti,,Yes,"800,000-999,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
1517,1963.0,63.0,Svendborg,479.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,1.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,"600,000-699,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1518,1966.0,60.0,Svendborg,479.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,4.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Self-employed,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
1519,1967.0,59.0,Svendborg,479.0,2.0,1.0,Women,Single,Living alone,Somewhat interested,4.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"300,000-349,999 kr.",Very insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
1520,1967.0,59.0,Svendborg,479.0,2.0,1.0,Women,Divorced,Living alone,Very interested,7.0,7.0,Voted,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
1521,1970.0,56.0,Svendborg,479.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,7.0,Voted,Æ: Danmarksdemokraterne,C: Det Konservative Folkeparti,,Yes,"400,000-449,999 kr.",Very secure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1522,1970.0,56.0,Svendborg,479.0,2.0,1.0,Women,Married,Living with spouse,Only slightly interested,2.0,3.0,,Æ: Danmarksdemokraterne,V: Venstre,,No,"450,000-499,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1523,1971.0,55.0,Svendborg,479.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,3.0,5.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"450,000-499,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1524,1971.0,55.0,Svendborg,479.0,2.0,1.0,Men,Divorced,Living alone,Only slightly interested,0.0,0.0,Voted,V: Venstre,O: Dansk Folkeparti,,Yes,"600,000-699,999 kr.",Insecure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
