,birthyear,age,municipality,mun_code,number_of_children,Q91,gender,marital_status,living_situation,interest_in_politics,days_per_week_tv_news,days_per_week_newspaper,turnout_in_2022,vote_in_2022,vote_in_2019,party_attachment_strength,class_differences_perception,gross_annual_income,economic_security,social_class_identity,union_membership,employment_sector,school_education,higher_education
2091,1944.0,82.0,Odder,727.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,V: Venstre,C: Det Konservative Folkeparti,,Yes,"350,000-399,999 kr.",Very secure,Middle class,"No, not a member",Privately employed,"H2020 Upper secondary education, General (hhx, htx)",H60 Bachelors programs
2092,1948.0,78.0,Odder,727.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Secure,,"No, not a member",Privately employed,H1010 Primary school through to 6th grade,H30 Vocational Education and Training (VET)
2093,1956.0,70.0,Odder,727.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,M: Moderaterne,B: Det Radikale Venstre,,Yes,"250,000-299,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2094,1962.0,64.0,Odder,727.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"300,000-349,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2095,1963.0,63.0,Odder,727.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,0.0,1.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,Not strongly convinced supporter,Yes,"Under 100,000 kr.",Secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2096,1971.0,55.0,Odder,727.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,6.0,6.0,Voted,A: Socialdemokratiet,,,Yes,"350,000-399,999 kr.",Insecure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
2097,1976.0,50.0,Odder,727.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,6.0,0.0,Voted,M: Moderaterne,C: Det Konservative Folkeparti,,Yes,"350,000-399,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2098,1978.0,48.0,Odder,727.0,1.0,1.0,Women,Married,Living with spouse,Very interested,7.0,1.0,,Ø: Enhedslisten,Ø: Enhedslisten,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Very secure,Working class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2099,1988.0,38.0,Odder,727.0,1.0,1.0,Men,Single,Living with other adults,Somewhat interested,6.0,5.0,Voted,V: Venstre,K: Kristendemokraterne,,Yes,,Very secure,,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
2100,1992.0,34.0,Odder,727.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,1.0,4.0,,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,"450,000-499,999 kr.",Secure,,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",H40 Short cycle higher education
2101,1996.0,30.0,Odder,727.0,2.0,,Men,In a steady relationship,Living with cohabitant,Not at all interested,3.0,1.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,,,,,,,
2102,2004.0,22.0,Odder,727.0,2.0,3.0,Men,Single,Living with other adults,Somewhat interested,2.0,1.0,Voted,M: Moderaterne,Did not vote,,Yes,"Under 100,000 kr.",Secure,,"No, not a member",Publicly employed,H1020 Primary school 7th-9th grade,
2103,1938.0,88.0,Randers,730.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Very interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Strongly convinced supporter,Yes,"800,000-999,999 kr.",Secure,Middle class,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2104,1943.0,83.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,Æ: Danmarksdemokraterne,Voted blank,,Yes,"200,000-249,999 kr.",Very secure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2105,1943.0,83.0,Randers,730.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,Not strongly convinced supporter,No,"Under 100,000 kr.",Insecure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2106,1944.0,82.0,Randers,730.0,2.0,4.0,Women,Widow/widower,Living alone,Only slightly interested,5.0,1.0,,M: Moderaterne,Did not vote,,Yes,"100,000-149,999 kr.",Insecure,,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",
2107,1949.0,77.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,Voted,I: Liberal Alliance,Voted blank,,No,"300,000-349,999 kr.",Secure,Middle class,"No, not a member",Other/Not in workforce,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
2108,1950.0,76.0,Randers,730.0,2.0,1.0,Men,Widow/widower,Living alone,Somewhat interested,5.0,6.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"200,000-249,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",Privately employed,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
2109,1953.0,73.0,Randers,730.0,2.0,1.0,Men,Single,Living alone,Somewhat interested,7.0,5.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"250,000-299,999 kr.",Very secure,Working class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2110,1954.0,72.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,0.0,,V: Venstre,V: Venstre,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",Privately employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2111,1956.0,70.0,Randers,730.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,6.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"400,000-449,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2112,1956.0,70.0,Randers,730.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,0.0,7.0,Voted,A: Socialdemokratiet,V: Venstre,,Yes,"150,000-199,999 kr.",Secure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2113,1956.0,70.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,4.0,,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"500,000-599,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
2114,1957.0,69.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"450,000-499,999 kr.",Very secure,Working class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2115,1957.0,69.0,Randers,730.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,1.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"200,000-249,999 kr.",Secure,,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2116,1957.0,69.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,Ø: Enhedslisten,Ø: Enhedslisten,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Secure,Middle class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2117,1958.0,68.0,Randers,730.0,2.0,1.0,Men,Single,Living alone,Very interested,2.0,7.0,Voted,M: Moderaterne,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,"500,000-599,999 kr.",Secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2118,1958.0,68.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,3.0,Voted,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Neither secure nor insecure,Working class,"No, not a member",Privately employed,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
2119,1960.0,66.0,Randers,730.0,2.0,4.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,,A: Socialdemokratiet,C: Det Konservative Folkeparti,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
2120,1960.0,66.0,Randers,730.0,1.0,1.0,Men,Married,Living with spouse,Not at all interested,2.0,0.0,Voted,A: Socialdemokratiet,B: Det Radikale Venstre,,Yes,"300,000-349,999 kr.",Insecure,,"Yes, member of a labor union",Privately employed,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2121,1962.0,64.0,Randers,730.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,,7.0,,A: Socialdemokratiet,O: Dansk Folkeparti,,Yes,"300,000-349,999 kr.",Secure,Middle class,"No, not a member",Other/Not in workforce,H90 Not stated,H30 Vocational Education and Training (VET)
2122,1963.0,63.0,Randers,730.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,V: Venstre,V: Venstre,,Yes,"1,200,000 kr. or more",Very secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2123,1970.0,56.0,Randers,730.0,1.0,4.0,Women,Married,Living with spouse,Somewhat interested,5.0,1.0,Voted,V: Venstre,V: Venstre,,Yes,"450,000-499,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
2124,1971.0,55.0,Randers,730.0,2.0,2.0,Women,In a steady relationship,Living with cohabitant,Only slightly interested,5.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"100,000-149,999 kr.",Secure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
2125,1973.0,53.0,Randers,730.0,1.0,1.0,Women,Married,Living with spouse,Very interested,7.0,6.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
2126,1974.0,52.0,Randers,730.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,3.0,Voted,V: Venstre,V: Venstre,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H40 Short cycle higher education
2127,1976.0,50.0,Randers,730.0,2.0,1.0,Men,Single,Living alone,Very interested,7.0,7.0,Voted,V: Venstre,V: Venstre,Strongly convinced supporter,Yes,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
2128,1980.0,46.0,Randers,730.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,3.0,0.0,Voted,B: Det Radikale Venstre,A: Socialdemokraterne,,Yes,"350,000-399,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
2129,1980.0,46.0,Randers,730.0,1.0,1.0,Women,Divorced,Living alone,Only slightly interested,3.0,7.0,Voted,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"500,000-599,999 kr.",Insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2130,1981.0,45.0,Randers,730.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,4.0,7.0,,I: Liberal Alliance,C: Det Konservative Folkeparti,,Yes,"600,000-699,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
2131,1982.0,44.0,Randers,730.0,2.0,2.0,Women,Married,Living with spouse,Somewhat interested,7.0,5.0,,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,Strongly convinced supporter,Yes,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
2132,1986.0,40.0,Randers,730.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Not at all interested,2.0,1.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"350,000-399,999 kr.",Insecure,Working class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
2133,1986.0,40.0,Randers,730.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,4.0,7.0,,I: Liberal Alliance,I: Liberal Alliance,,Yes,"1,000,000-1,199,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
2134,1989.0,37.0,Randers,730.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,0.0,7.0,,Å: Alternativet,Did not vote,Not strongly convinced supporter,Yes,,Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2135,1990.0,36.0,Randers,730.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,7.0,5.0,Voted,I: Liberal Alliance,O: Dansk Folkeparti,,Yes,"300,000-349,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H60 Bachelors programs
2136,1992.0,34.0,Randers,730.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,4.0,1.0,,V: Venstre,V: Venstre,Strongly convinced supporter,Yes,"450,000-499,999 kr.",,,"Yes, member of a labor union",Publicly employed,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
2137,1992.0,34.0,Randers,730.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Not at all interested,0.0,0.0,,Did not vote,Did not vote,,Yes,"150,000-199,999 kr.",Very secure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2138,1993.0,33.0,Randers,730.0,2.0,4.0,Women,Single,Living with other adults,Only slightly interested,0.0,0.0,Voted,O: Dansk Folkeparti,Ø: Enhedslisten,,Yes,"100,000-149,999 kr.",Very insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
2139,1995.0,31.0,Randers,730.0,1.0,1.0,Women,Single,Living alone,Only slightly interested,1.0,3.0,,Did not vote,O: Dansk Folkeparti,,Yes,"250,000-299,999 kr.",Very secure,,"Yes, member of a labor union",,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
2140,1996.0,30.0,Randers,730.0,2.0,1.0,Women,Single,Living alone,Very interested,7.0,4.0,,C: Det Konservative Folkeparti,O: Dansk Folkeparti,,Yes,"100,000-149,999 kr.",Neither secure nor insecure,,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
2141,1996.0,30.0,Randers,730.0,2.0,,Women,In a steady relationship,Living with cohabitant,Only slightly interested,3.0,7.0,Voted,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,Yes,,,,,,H90 Not stated,
2142,1999.0,27.0,Randers,730.0,2.0,,Women,In a steady relationship,Living with other adults,Somewhat interested,2.0,7.0,Voted,Ø: Enhedslisten,A: Socialdemokraterne,,Yes,,,,,,,
2143,1999.0,27.0,Randers,730.0,2.0,,Women,Married,Living with spouse,Somewhat interested,3.0,0.0,,,Ø: Enhedslisten,,Yes,,,,,,,
2144,2001.0,25.0,Randers,730.0,2.0,1.0,Men,In a steady relationship,Living with other adults,Somewhat interested,2.0,4.0,,C: Det Konservative Folkeparti,V: Venstre,,,"300,000-349,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
2145,2003.0,23.0,Randers,730.0,2.0,,Women,Single,Living with other adults,Not at all interested,4.0,,Voted,Ø: Enhedslisten,Did not vote,,Yes,"Under 100,000 kr.",,,"No, not a member",,H90 Not stated,
2146,2004.0,22.0,Randers,730.0,2.0,3.0,Women,Single,Living with other adults,Only slightly interested,3.0,3.0,,V: Venstre,Did not vote,,Yes,"Under 100,000 kr.",Insecure,Working class,,,H1030 Primary school 10th grade,
2147,2004.0,22.0,Randers,730.0,1.0,4.0,Women,Single,Living with other adults,Not at all interested,0.0,0.0,,,Did not vote,,,"Under 100,000 kr.",Secure,,,,"H2010 Upper secondary education, General (stx, hf, student courses)",
2148,1934.0,92.0,Silkeborg,740.0,1.0,,Women,Widow/widower,Living alone,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,V: Venstre,Strongly convinced supporter,,"Under 100,000 kr.",Secure,Middle class,,Other/Not in workforce,,
2149,1937.0,89.0,Silkeborg,740.0,2.0,,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,No,"200,000-249,999 kr.",Very secure,,"No, not a member",Self-employed,H90 Not stated,
2150,1937.0,89.0,Silkeborg,740.0,1.0,1.0,Women,Widow/widower,Living alone,Somewhat interested,7.0,7.0,Voted,,V: Venstre,Not strongly convinced supporter,Yes,"100,000-149,999 kr.",Secure,,"No, not a member",Self-employed,H1010 Primary school through to 6th grade,
2151,1945.0,81.0,Silkeborg,740.0,2.0,4.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Secure,Middle class,"No, not a member",Other/Not in workforce,H1010 Primary school through to 6th grade,
2152,1946.0,80.0,Silkeborg,740.0,2.0,4.0,Women,Married,Living with spouse,Only slightly interested,7.0,7.0,,V: Venstre,V: Venstre,Strongly convinced supporter,Yes,"100,000-149,999 kr.",Neither secure nor insecure,,"No, not a member",Other/Not in workforce,H1010 Primary school through to 6th grade,
2153,1948.0,78.0,Silkeborg,740.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"150,000-199,999 kr.",Very secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2154,1948.0,78.0,Silkeborg,740.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,,Ø: Enhedslisten,F: SF - Socialistisk Folkeparti,,Yes,"300,000-349,999 kr.",Secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2155,1951.0,75.0,Silkeborg,740.0,2.0,1.0,Women,Divorced,Living alone,Very interested,7.0,7.0,,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"350,000-399,999 kr.",Very secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2156,1952.0,74.0,Silkeborg,740.0,2.0,1.0,Women,Widow/widower,Living alone,Only slightly interested,4.0,7.0,,V: Venstre,V: Venstre,,No,"150,000-199,999 kr.",Very secure,,,Self-employed,H1020 Primary school 7th-9th grade,H50 Vocational bachelors educations
2157,1952.0,74.0,Silkeborg,740.0,1.0,1.0,Men,Divorced,Living alone,Somewhat interested,7.0,7.0,,Æ: Danmarksdemokraterne,V: Venstre,,Yes,"100,000-149,999 kr.",Insecure,Working class,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2158,1952.0,74.0,Silkeborg,740.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,Æ: Danmarksdemokraterne,D: Nye Borgerlige,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Insecure,Middle class,"Yes, member of a labor union",Publicly employed,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2159,1955.0,71.0,Silkeborg,740.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"350,000-399,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2160,1956.0,70.0,Silkeborg,740.0,2.0,1.0,Women,Single,Living alone,Somewhat interested,7.0,7.0,Voted,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"100,000-149,999 kr.",Secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2161,1959.0,67.0,Silkeborg,740.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,6.0,Voted,A: Socialdemokratiet,V: Venstre,Not strongly convinced supporter,No,"200,000-249,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2162,1959.0,67.0,Silkeborg,740.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,2.0,Voted,Ø: Enhedslisten,Ø: Enhedslisten,Not strongly convinced supporter,No,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2163,1963.0,63.0,Silkeborg,740.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,6.0,Voted,Å: Alternativet,V: Venstre,,Yes,"600,000-699,999 kr.",Secure,Middle class,"No, not a member",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
2164,1964.0,62.0,Silkeborg,740.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,5.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
2165,1964.0,62.0,Silkeborg,740.0,,1.0,Men,Married,Living with spouse,Somewhat interested,2.0,7.0,Voted,M: Moderaterne,V: Venstre,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",Publicly employed,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
2166,1965.0,61.0,Silkeborg,740.0,2.0,1.0,Men,Married,Living with spouse,Very interested,5.0,7.0,Voted,B: Det Radikale Venstre,B: Det Radikale Venstre,Strongly convinced supporter,Yes,"600,000-699,999 kr.",Very secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2167,1965.0,61.0,Silkeborg,740.0,2.0,1.0,Men,Divorced,Living alone,Somewhat interested,3.0,1.0,Voted,I: Liberal Alliance,V: Venstre,,Yes,"400,000-449,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
2168,1965.0,61.0,Silkeborg,740.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,No,"700,000-799,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
2169,1966.0,60.0,Silkeborg,740.0,2.0,1.0,Women,Married,Living with spouse,Only slightly interested,3.0,4.0,,A: Socialdemokratiet,B: Det Radikale Venstre,,No,"700,000-799,999 kr.",Very secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
2170,1966.0,60.0,Silkeborg,740.0,2.0,4.0,Men,Married,Living with spouse,Very interested,7.0,0.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,Strongly convinced supporter,Yes,"250,000-299,999 kr.",Very secure,Working class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
2171,1966.0,60.0,Silkeborg,740.0,2.0,1.0,Men,Divorced,Living alone,Very interested,7.0,4.0,,Ø: Enhedslisten,B: Det Radikale Venstre,,Yes,"500,000-599,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
2172,1967.0,59.0,Silkeborg,740.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,5.0,Voted,V: Venstre,A: Socialdemokraterne,,Yes,"400,000-449,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
2173,1967.0,59.0,Silkeborg,740.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,0.0,Voted,V: Venstre,V: Venstre,,,"300,000-349,999 kr.",Insecure,,"Yes, member of a labor union",,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
2174,1968.0,58.0,Silkeborg,740.0,2.0,4.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,7.0,,Æ: Danmarksdemokraterne,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
2175,1970.0,56.0,Silkeborg,740.0,1.0,1.0,Men,Divorced,Living alone,Very interested,5.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,Strongly convinced supporter,Yes,"300,000-349,999 kr.",Neither secure nor insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2176,1971.0,55.0,Silkeborg,740.0,2.0,1.0,Men,Single,Living alone,Only slightly interested,7.0,7.0,Voted,V: Venstre,B: Det Radikale Venstre,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Secure,,"Yes, member of a labor union",,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
2177,1972.0,54.0,Silkeborg,740.0,1.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,4.0,5.0,Voted,C: Det Konservative Folkeparti,B: Det Radikale Venstre,,Yes,"700,000-799,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
2178,1973.0,53.0,Silkeborg,740.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,2.0,,Æ: Danmarksdemokraterne,V: Venstre,Not strongly convinced supporter,Yes,"200,000-249,999 kr.",Secure,Working class,"Yes, member of a labor union",,H1020 Primary school 7th-9th grade,H50 Vocational bachelors educations
