State,District,Incumbent,Incumbent_Party,Status,PVI_2026,Democratic_Candidates,Republican_Candidates,Independent_ThirdParty,Democratic_Count,Republican_Count,Independent_Count,Primaries_Over,District_full
Illinois,IL-13,Nikki Budzinski,Democratic,Incumbent renominated,D+5,['Nikki Budzinski'],['Jeff Wilson'],[],1,1,0,True,Illinois 13
Illinois,IL-14,Lauren Underwood,Democratic,Incumbent renominated,D+3,['Lauren Underwood'],['James Marter'],[],1,1,0,True,Illinois 14
Illinois,IL-15,Mary Miller,Republican,Incumbent renominated,R+20,['Jennifer Todd'],['Mary Miller'],[],1,1,0,True,Illinois 15
Illinois,IL-16,Darin LaHood,Republican,Incumbent renominated,R+11,['Paul Nolley'],['Darin LaHood'],[],1,1,0,True,Illinois 16
Illinois,IL-17,Eric Sorensen,Democratic,Incumbent renominated,D+3,['Eric Sorensen'],['Dillan Vancil'],[],1,1,0,True,Illinois 17
Indiana,IN-01,Frank J. Mrvan,Democratic,Incumbent renominated,D+1,['Frank Mrvan'],['Barb Regnitz'],[],1,1,0,True,Indiana 1
Indiana,IN-02,Rudy Yakym,Republican,Incumbent renominated,R+13,['Jamee Decio'],['Rudy Yakym'],"[{'name': 'William Henry', 'party': 'Libertarian'}]",1,1,1,True,Indiana 2
Indiana,IN-03,Marlin Stutzman,Republican,Incumbent renominated,R+16,['Kelly Thompson'],['Marlin Stutzman'],[],1,1,0,True,Indiana 3
Indiana,IN-04,Jim Baird,Republican,Incumbent renominated,R+15,['Drew Cox'],['Jim Baird'],[],1,1,0,True,Indiana 4
Indiana,IN-05,Victoria Spartz,Republican,Incumbent renominated,R+8,['J. D. Ford'],['Victoria Spartz'],[],1,1,0,True,Indiana 5
Indiana,IN-06,Jefferson Shreve,Republican,Incumbent renominated,R+16,['Cinde Wirth'],['Jefferson Shreve'],[],1,1,0,True,Indiana 6
Indiana,IN-07,André Carson,Democratic,Incumbent renominated,D+21,['Carson'],['Patrick McAuley'],"[{'name': 'James Sceniak', 'party': 'Libertarian'}]",1,1,1,True,Indiana 7
Indiana,IN-08,Mark Messmer,Republican,Incumbent renominated,R+18,['Mary Allen'],['Mark Messmer'],[],1,1,0,True,Indiana 8
Indiana,IN-09,Erin Houchin,Republican,Incumbent renominated,R+15,['Brad Meyer'],['Erin Houchin'],"[{'name': 'Tonya Hudson', 'party': 'Libertarian'}, {'name': 'Floyd Taylor', 'party': 'Independent'}]",1,1,2,True,Indiana 9
Iowa,IA-01,Mariannette Miller-Meeks,Republican,Incumbent renominated,R+4,['Christina Bohannan'],['Mariannette Miller-Meeks'],"[{'name': 'Michael Bridgford', 'party': 'Independent'}]",1,1,1,True,Iowa 1
Iowa,IA-02,Ashley Hinson,Republican,Incumbent retiring to run for U.S. Senate[38],R+4,['Lindsay James'],['Joe Mitchell'],"[{'name': 'Dave Bushaw', 'party': 'Independent'}, {'name': 'Rick Stewart', 'party': 'Libertarian'}]",1,1,2,True,Iowa 2
Iowa,IA-03,Zach Nunn,Republican,Incumbent renominated,R+2,['Sarah Trone Garriott'],['Zach Nunn'],[],1,1,0,True,Iowa 3
Iowa,IA-04,Randy Feenstra,Republican,Incumbent retiring to run for governor[39],R+15,['David Dawson'],['Chris McGowan'],[],1,1,0,True,Iowa 4
Kansas,KS-01,Tracey Mann,Republican,Incumbent renominated,R+16,['Lauren Reinhold'],['Tracey Mann'],[],1,1,0,True,Kansas 1
Kansas,KS-02,Derek Schmidt,Republican,Incumbent renominated,R+10,['Don Coover'],['Derek Schmidt'],[],1,1,0,True,Kansas 2
Kansas,KS-03,Sharice Davids,Democratic,Incumbent renominated,D+2,['Sharice Davids'],['Eric Jenkins'],[],1,1,0,True,Kansas 3
Kansas,KS-04,Ron Estes,Republican,Incumbent renominated,R+12,['Katy Tyndell'],['Ron Estes'],[],1,1,0,True,Kansas 4
Kentucky,KY-01,James Comer,Republican,Incumbent renominated,R+23,['Drew Williams'],['James Comer'],[],1,1,0,True,Kentucky 1
Kentucky,KY-02,Brett Guthrie,Republican,Incumbent renominated,R+20,['Megan Wingfield'],['Brett Guthrie'],"[{'name': 'Thomas Loecken', 'party': 'Independent'}]",1,1,1,True,Kentucky 2
Kentucky,KY-03,Morgan McGarvey,Democratic,Incumbent renominated,D+10,['Morgan McGarvey'],['Maria Rodriquez'],[],1,1,0,True,Kentucky 3
Kentucky,KY-04,Thomas Massie,Republican,Incumbent lost renomination[71],R+18,['Melissa Strange'],['Ed Gallrein'],"[{'name': 'Mohammad Wael Ahmad', 'party': 'Kentucky Party'}, {'name': 'Jeremy Todd', 'party': 'Libertarian'}]",1,1,2,True,Kentucky 4
Kentucky,KY-05,Hal Rogers,Republican,Incumbent renominated,R+32,['Ned Pillersdorf'],['Hal Rogers'],"[{'name': 'Gerardo Serrano', 'party': 'Independent'}, {'name': 'Mikel Wein', 'party': 'Independent'}]",1,1,2,True,Kentucky 5
Kentucky,KY-06,Andy Barr,Republican,Incumbent retiring to run for U.S. Senate[40],R+7,['Zach Dembo'],['Ralph Alvarado'],"[{'name': 'Jay Bowman', 'party': 'Independent'}, {'name': 'Pete Lynch', 'party': 'Kentucky Party'}]",1,1,2,True,Kentucky 6
Louisiana,LA-01,Steve Scalise,Republican,Incumbent running,R+20,['Lauren Jewett'],"['Randall Arrington', 'Steve Scalise']","[{'name': 'Liddy Glass', 'party': 'Independent'}]",1,2,1,False,Louisiana 1
Louisiana,LA-02,Troy Carter,Democratic,Incumbent running,D+25,"['Troy Carter', 'Renada Collins']",['Peter Williams'],"[{'name': 'Lisa Ballay', 'party': 'Libertarian'}, {'name': 'Walter Beach', 'party': 'Independent'}]",2,1,2,False,Louisiana 2
Louisiana,LA-03,Clay Higgins,Republican,Incumbent running,R+18,"['John Day', 'Priscilla Gonzalez', 'Tia LeBrun', 'Caleb Walker']","['Kate Cotten', 'Clay Higgins']",[],4,2,0,False,Louisiana 3
Louisiana,LA-04,Mike Johnson,Republican,Incumbent running,R+17,"['Conrad Cable', 'Matt Gromlich']","['Mike Johnson', 'Mike Nichols']",[],2,2,0,False,Louisiana 4
Louisiana,LA-05,Julia Letlow,Republican,Incumbent retiring to run for U.S. Senate[41],R+17,"['Dan McKay', 'Antonio Wilson']","['Stewart Cathey Jr.', 'Misti Cordell', 'Omar Dantzler', 'Michael Echols', 'Gabe Firment', 'Austin Magee']",[],2,6,0,False,Louisiana 5
Louisiana,LA-06,Cleo Fields,Democratic,Incumbent retiring to run for Louisiana State Senate[11],R+16,"['Pat Forbes', 'Lindsay Garcia']","['Monique Appeaning', 'Larry Davis', 'Rick Edmonds', 'Chris Johnson', 'Michael Mebruer', 'Blake Miguez', 'Stephen Wagley']","[{'name': 'Rufus Craig', 'party': 'Libertarian'}]",2,7,1,False,Louisiana 6
Maine,ME-01,Chellie Pingree,Democratic,Incumbent renominated,D+11,['Chellie Pingree'],['Ronald Russell'],[],1,1,0,True,Maine 1
Maine,ME-02,Jared Golden,Democratic,Incumbent retiring[12],R+4,['Matthew Dunlap'],['Paul LePage'],[],1,1,0,True,Maine 2
Maryland,MD-01,Andy Harris,Republican,Incumbent renominated,R+8,['Dan Schwartz'],['Andy Harris'],[],1,1,0,True,Maryland 1
Maryland,MD-02,Johnny Olszewski,Democratic,Incumbent renominated,D+10,['Johnny Olszewski'],['Dave Wallace'],[],1,1,0,True,Maryland 2
Maryland,MD-03,Sarah Elfreth,Democratic,Incumbent renominated,D+12,['Sarah Elfreth'],['Berney Flowers'],[],1,1,0,True,Maryland 3
Maryland,MD-04,Glenn Ivey,Democratic,Incumbent renominated,D+39,['Glenn Ivey'],['George McDermott'],"[{'name': 'Sam Husseini', 'party': 'Green'}]",1,1,1,True,Maryland 4
Maryland,MD-05,Steny Hoyer,Democratic,Incumbent retiring[13],D+17,['Adrian Boafo'],['Chris Chaffee'],"[{'name': 'Jonathan Burruss', 'party': 'Independent'}, {'name': 'Brian Jordan', 'party': 'Independent'}]",1,1,2,True,Maryland 5
Maryland,MD-06,April McClain Delaney,Democratic,Incumbent renominated,D+3,['April McClain Delaney'],['Robin Ficker'],"[{'name': 'Moshe Landman', 'party': 'Green'}]",1,1,1,True,Maryland 6
Maryland,MD-07,Kweisi Mfume,Democratic,Incumbent renominated,D+31,['Kweisi Mfume'],['Scott Collier'],[],1,1,0,True,Maryland 7
Maryland,MD-08,Jamie Raskin,Democratic,Incumbent renominated,D+30,['Jamie Raskin'],['Cheryl Riley'],"[{'name': 'Nancy Wallace', 'party': 'Green'}]",1,1,1,True,Maryland 8
Massachusetts,MA-01,Richard Neal,Democratic,Incumbent running,D+8,"['Richard Neal', 'Jeromie Whalen']",[],"[{'name': 'Nadia Milleron', 'party': 'Independent'}]",2,0,1,False,Massachusetts 1
Massachusetts,MA-02,Jim McGovern,Democratic,Incumbent running,D+13,['Jim McGovern'],[],[],1,0,0,False,Massachusetts 2
Massachusetts,MA-03,Lori Trahan,Democratic,Incumbent running,D+11,['Lori Trahan'],['Gary Grossi'],[],1,1,0,True,Massachusetts 3
Massachusetts,MA-04,Jake Auchincloss,Democratic,Incumbent running,D+11,"['Jake Auchincloss', 'Jason Poulos']",['Tom Stalcup'],[],2,1,0,False,Massachusetts 4
Massachusetts,MA-05,Katherine Clark,Democratic,Incumbent running,D+24,"['Katherine Clark', 'Jonathan Paz', 'Tarik Samman']",[],[],3,0,0,False,Massachusetts 5
Massachusetts,MA-06,Seth Moulton,Democratic,Incumbent retiring to run for U.S. Senate[14],D+11,"['Bethany Andres-Beck', 'John Beccia', 'Jamie Belsito', 'Daniel Koh', 'Mariah Lancaster', 'Tram Nguyen']",['Micah Jones'],[],6,1,0,False,Massachusetts 6
Massachusetts,MA-07,Ayanna Pressley,Democratic,Incumbent running,D+34,['Ayanna Pressley'],[],[],1,0,0,False,Massachusetts 7
Massachusetts,MA-08,Stephen Lynch,Democratic,Incumbent running,D+15,"['Stephen Lynch', 'Patrick Roath']",['Robert Burke'],[],2,1,0,False,Massachusetts 8
Massachusetts,MA-09,Bill Keating,Democratic,Incumbent running,D+6,['Craig Swallow'],[],"[{'name': 'Bill Keating', 'party': 'Democratic} ▌Tyler MacAllister (Republican'}]",1,0,1,False,Massachusetts 9
Michigan,MI-01,Jack Bergman,Republican,Incumbent renominated,R+11,['Callie Barr'],['Jack Bergman'],"[{'name': 'LaVeta Davenport', 'party': 'Green'}, {'name': 'Zebulon Featherly', 'party': 'Independent'}, {'name': 'Liz Hakola', 'party': 'Working Class'}, {'name': 'Doc Kovaly', 'party': 'U.S. Taxpayers'}, {'name': 'Arnett Satterla', 'party': 'Libertarian'}]",1,1,5,True,Michigan 1
Michigan,MI-02,John Moolenaar,Republican,Incumbent renominated,R+15,['Ben Ambrose'],['John Moolenaar'],"[{'name': 'Charlotte Magoon', 'party': 'Green'}]",1,1,1,True,Michigan 2
Michigan,MI-03,Hillary Scholten,Democratic,Incumbent renominated,D+4,['Hillary Scholten'],['Terri DeBoer'],[],1,1,0,True,Michigan 3
Michigan,MI-04,Bill Huizenga,Republican,Incumbent renominated,R+3,['Sean McCann'],['Bill Huizenga'],"[{'name': 'Shafina Che Barnett', 'party': 'Green'}]",1,1,1,True,Michigan 4
Michigan,MI-05,Tim Walberg,Republican,Incumbent renominated,R+13,['Christian Vukasovich'],['Tim Walberg'],"[{'name': 'Jim Bronke', 'party': 'Green'}, {'name': 'Sharon Marie Renier', 'party': 'U.S. Taxpayers'}, {'name': 'Ronald A Muszynski', 'party': 'Libertarian'}]",1,1,3,True,Michigan 5
Michigan,MI-06,Debbie Dingell,Democratic,Incumbent renominated,D+12,['Debbie Dingell'],['Heather Smiley'],"[{'name': 'Michael Mickevicius', 'party': 'U.S. Taxpayers'}, {'name': 'Linda Rayburn', 'party': 'Working Class'}, {'name': 'Clyde Shabazz', 'party': 'Green'}, {'name': 'Timothy A. Tegan', 'party': 'Libertarian'}]",1,1,4,True,Michigan 6
Michigan,MI-07,Tom Barrett,Republican,Incumbent renominated,EVEN,['William Lawrence'],['Tom Barrett'],"[{'name': 'Shane Dedrick', 'party': 'Green'}, {'name': 'Felix Thibodeau', 'party': 'Working Class'}]",1,1,2,True,Michigan 7
Michigan,MI-08,Kristen McDonald Rivet,Democratic,Incumbent renominated,R+1,['Kristen McDonald Rivet'],['Thomas Smith'],"[{'name': 'Jim Casha', 'party': 'Green'}, {'name': 'Kathy Goodwin', 'party': 'Working Class'}, {'name': 'Mia C. Pettus', 'party': 'Libertarian'}]",1,1,3,True,Michigan 8
Michigan,MI-09,Lisa McClain,Republican,Incumbent renominated,R+16,['Ray Pooley'],['Lisa McClain'],"[{'name': 'Destiny Clayton', 'party': 'Green'}, {'name': 'Kevin Vayko', 'party': 'Libertarian'}, {'name': 'John Vlahos', 'party': 'U.S. Taxpayers'}, {'name': 'Jim Walkowicz', 'party': 'Working Class'}]",1,1,4,True,Michigan 9
Michigan,MI-10,John James,Republican,Incumbent retiring to run for governor[42],R+3,['Christina Hines'],['Mike Bouchard'],"[{'name': 'Andrea L. Kirby', 'party': 'Working Class'}, {'name': 'Kwabena Nkromo', 'party': 'Green'}, {'name': 'Mike Saliba', 'party': 'Libertarian'}]",1,1,3,True,Michigan 10
Michigan,MI-11,Haley Stevens,Democratic,Incumbent retiring to run for U.S. Senate[15],D+9,['Jeremy Moss'],['Ethan Baker'],"[{'name': 'Farid Ishac', 'party': 'Libertarian'}, {'name': 'Anil Kumar', 'party': 'Independent'}, {'name': 'Ryan Teasdale', 'party': 'Green'}]",1,1,3,True,Michigan 11
Michigan,MI-12,Rashida Tlaib,Democratic,Incumbent renominated,D+21,['Rashida Tlaib'],['James Hooper'],"[{'name': 'Brenda K. Sanders', 'party': 'Green'}, {'name': 'Marc Joseph Sosnowski', 'party': 'U.S. Taxpayers'}, {'name': 'Gary Walkowicz', 'party': 'Working Class'}]",1,1,3,True,Michigan 12
Michigan,MI-13,Shri Thanedar,Democratic,Incumbent lost renomination,D+22,['Donavan McKinney'],['T.P. Nykoriak'],"[{'name': 'Shelby Campbell', 'party': 'Independent'}, {'name': 'Simone R. Coleman', 'party': 'Working Class'}, {'name': 'Chris Dardzinski', 'party': 'U.S. Taxpayers'}, {'name': 'Maurice Morton', 'party': 'Independent'}]",1,1,4,True,Michigan 13
Minnesota,MN-01,Brad Finstad,Republican,Incumbent running,R+6,[],"['Brad Finstad', 'Gregory Goetzman', 'Oliver Morlan']","[{'name': 'Alex Eaton', 'party': 'DFL'}, {'name': 'Jake Johnson', 'party': 'DFL'}]",0,3,2,False,Minnesota 1
Minnesota,MN-02,Angie Craig,DFL,Incumbent retiring to run for U.S. Senate[16],D+3,[],['Eric Pratt'],"[{'name': 'Abdi Abdulle', 'party': 'DFL'}, {'name': 'Kaela Berg', 'party': 'DFL'}, {'name': 'Matt Klein', 'party': 'DFL'}, {'name': 'Matt Little', 'party': 'DFL'}, {'name': 'Hugh McTavish', 'party': 'DFL'}, {'name': 'Christopher Mosel', 'party': 'DFL'}]",0,1,6,False,Minnesota 2
Minnesota,MN-03,Kelly Morrison,DFL,Incumbent running,D+11,[],"['Tyler Bass', 'Quentin Wittrock']","[{'name': 'Kelly Morrison', 'party': 'DFL'}]",0,2,1,False,Minnesota 3
Minnesota,MN-04,Betty McCollum,DFL,Incumbent running,D+18,[],"['Gene Rechtzigel', 'Paul Wikstrom', 'Paul Xiong']","[{'name': 'Betty McCollum', 'party': 'DFL'}, {'name': 'Aswar Rahman', 'party': 'DFL'}]",0,3,2,False,Minnesota 4
Minnesota,MN-05,Ilhan Omar,DFL,Incumbent running,D+32,[],"['Dalia Al-Aqidi', 'John Nagel', 'Angie Windhauser', 'Abbey Zieska']","[{'name': 'Julie Le', 'party': 'DFL'}, {'name': 'Abena McKenzie', 'party': 'DFL'}, {'name': 'Ilhan Omar', 'party': 'DFL'}, {'name': 'Latonya Reeves', 'party': 'DFL'}, {'name': 'Nate Schluter', 'party': 'DFL'}]",0,4,5,False,Minnesota 5
Minnesota,MN-06,Tom Emmer,Republican,Incumbent running,R+10,[],"['Chris Corey', 'Tom Emmer', 'Mike Foley']","[{'name': 'Doug Chapin', 'party': 'DFL'}, {'name': 'Kelly Doss', 'party': 'Forward-Independence'}]",0,3,2,False,Minnesota 6
Minnesota,MN-07,Michelle Fischbach,Republican,Incumbent running,R+18,[],['Michelle Fischbach'],"[{'name': 'Steve Carlson', 'party': 'DFL'}, {'name': 'Erik Osberg', 'party': 'DFL'}]",0,1,2,False,Minnesota 7
Minnesota,MN-08,Pete Stauber,Republican,Incumbent running,R+7,[],"['Anthony Hamilton', 'Pete Stauber']","[{'name': 'Luke Gulbranson', 'party': 'DFL'}, {'name': 'John Munter', 'party': 'DFL'}, {'name': 'Trina Swanson', 'party': 'DFL'}]",0,2,3,False,Minnesota 8
Mississippi,MS-01,Trent Kelly,Republican,Incumbent renominated,R+18,['Cliff Johnson'],['Trent Kelly'],[],1,1,0,True,Mississippi 1
Mississippi,MS-02,Bennie Thompson,Democratic,Incumbent renominated,D+11,['Bennie Thompson'],['Ron Eller'],"[{'name': 'Bennie Foster', 'party': 'Independent'}]",1,1,1,True,Mississippi 2
Mississippi,MS-03,Michael Guest,Republican,Incumbent renominated,R+14,['Michael Chiaradio'],['Michael Guest'],"[{'name': 'Erik Kiehle', 'party': 'Libertarian'}]",1,1,1,True,Mississippi 3
Mississippi,MS-04,Mike Ezell,Republican,Incumbent renominated,R+21,['Jeffrey Hulum III'],['Mike Ezell'],"[{'name': 'Carl Boyanton', 'party': 'Independent'}]",1,1,1,True,Mississippi 4
Missouri,MO-01,Wesley Bell,Democratic,Incumbent renominated,D+29,['Wesley Bell'],['Paul Berry'],"[{'name': 'Tom Schmitz', 'party': 'Libertarian'}]",1,1,1,True,Missouri 1
Missouri,MO-02,Ann Wagner,Republican,Incumbent renominated,R+6,['Fred Wellman'],['Ann Wagner'],"[{'name': 'Brandon Daugherty', 'party': 'Libertarian'}]",1,1,1,True,Missouri 2
Missouri,MO-03,Bob Onder,Republican,Incumbent renominated,R+10,['Bethany Mann'],['Bob Onder'],"[{'name': 'Jim Higgins', 'party': 'Libertarian'}]",1,1,1,True,Missouri 3
Missouri,MO-04,Mark Alford,Republican,Incumbent renominated,R+10,['Jordan Herrera'],['Mark Alford'],"[{'name': 'Thomas Holbrook', 'party': 'Libertarian'}]",1,1,1,True,Missouri 4
Missouri,MO-05,Emanuel Cleaver,Democratic,Incumbent renominated,R+9,['Emanuel Cleaver'],['Rick Brattin'],"[{'name': 'Randy Langkraehr', 'party': 'Libertarian'}]",1,1,1,True,Missouri 5
Missouri,MO-06,Sam Graves,Republican,Incumbent retiring[43],R+13,['Josh Smead'],['Chris Stigall'],"[{'name': 'Andy Maidment', 'party': 'Libertarian'}]",1,1,1,True,Missouri 6
Missouri,MO-07,Eric Burlison,Republican,Incumbent renominated,R+21,['Missi Hesketh'],['Eric Burlison'],"[{'name': 'Kevin Craig', 'party': 'Libertarian'}]",1,1,1,True,Missouri 7
Missouri,MO-08,Jason Smith,Republican,Incumbent renominated,R+27,['Chris Reichard'],['Jason Smith'],"[{'name': 'Rebecca Sharpe Lombard', 'party': 'Libertarian'}]",1,1,1,True,Missouri 8
Montana,MT-01,Ryan Zinke,Republican,Incumbent retiring[44],R+5,['Sam Forstag'],['Aaron Flint'],"[{'name': 'Kimberly Persico', 'party': 'Independent'}, {'name': 'Nick Sheehy', 'party': 'Libertarian'}]",1,1,2,True,Montana 1
Montana,MT-02,Troy Downing,Republican,Incumbent renominated,R+15,['Brian Miller'],['Troy Downing'],"[{'name': 'Michael Eisenhauer', 'party': 'Independent'}, {'name': 'Patrick McCracken', 'party': 'Libertarian'}]",1,1,2,True,Montana 2
Nebraska,NE-01,Mike Flood,Republican,Incumbent renominated,R+6,['Chris Backemeyer'],['Mike Flood'],"[{'name': 'Nik Sandman', 'party': 'Libertarian'}]",1,1,1,True,Nebraska 1
Nebraska,NE-02,Don Bacon,Republican,Incumbent retiring[45],D+3,['Denise Powell'],['Brinker Harding'],"[{'name': 'Eric Foreman', 'party': 'Libertarian'}]",1,1,1,True,Nebraska 2
Nebraska,NE-03,Adrian Smith,Republican,Incumbent renominated,R+27,['Becky Stille'],['Adrian Smith'],"[{'name': 'Macey Budke', 'party': 'Independent'}, {'name': 'Mark Cohen', 'party': 'Independent'}, {'name': 'David Else', 'party': 'Legal Marijuana Now'}]",1,1,3,True,Nebraska 3
Nevada,NV-01,Dina Titus,Democratic,Incumbent renominated,D+2,['Dina Titus'],['Carrie Buck'],"[{'name': 'Bobby Khan', 'party': 'Independent'}, {'name': 'Steven St. John', 'party': 'Independent'}, {'name': 'Anthony Thomas', 'party': 'Independent'}, {'name': 'Victor Willert', 'party': 'Independent'}]",1,1,4,True,Nevada 1
Nevada,NV-02,Mark Amodei,Republican,Incumbent retiring[46],R+7,['Teresa Benitez-Thompson'],['David Flippo'],"[{'name': 'Lynn Chapman', 'party': 'Independent American'}]",1,1,1,True,Nevada 2
Nevada,NV-03,Susie Lee,Democratic,Incumbent renominated,D+1,['Susie Lee'],"[""Martin O'Donnell""]","[{'name': 'David Anderson', 'party': 'Independent'}, {'name': 'Dean Johnson', 'party': 'Independent'}, {'name': 'Jon Kamerath', 'party': 'Independent American'}]",1,1,3,True,Nevada 3
Nevada,NV-04,Steven Horsford,Democratic,Incumbent renominated,D+2,['Steven Horsford'],['Cody Whipple'],"[{'name': 'Russell Best', 'party': 'Independent American'}, {'name': 'William Johnson', 'party': 'Independent'}, {'name': 'Gary Steele', 'party': 'Independent'}]",1,1,3,True,Nevada 4
New Hampshire,NH-01,Chris Pappas,Democratic,Incumbent retiring to run for U.S. Senate[17],D+2,"['Carleigh Beriont', 'Bill Conlin', 'Matthew Emerson', 'Heath Howard', 'Stefany Shaheen', 'Sarah Spinosa', 'Maura Sullivan', 'Christian Urrutia']","['Lindsey Anderson', 'Melissa Bailey', 'Michael Callis', 'Brian Cole', 'Anthony DiLorenzo', 'Hollie Noveletsky']",[],8,6,0,False,New Hampshire 1
New Hampshire,NH-02,Maggie Goodlander,Democratic,Incumbent running,D+2,"['Paige Beauchemin', 'Sarah Chadzynski', 'Maggie Goodlander']","['Dan Nicholson', 'Victor Orlando', 'Lily Tang Williams']",[],3,3,0,False,New Hampshire 2
New Jersey,NJ-01,Donald Norcross,Democratic,Incumbent renominated,D+10,['Donald Norcross'],['Damon Galdo'],[],1,1,0,True,New Jersey 1
New Jersey,NJ-02,Jeff Van Drew,Republican,Incumbent renominated,R+5,['Zack Mullock'],['Jeff Van Drew'],"[{'name': 'Jr.', 'party': 'Independent'}]",1,1,1,True,New Jersey 2
New Jersey,NJ-03,Herb Conaway,Democratic,Incumbent renominated,D+5,['Herb Conaway'],['Michael McGuire'],"[{'name': 'Ryan Kelly', 'party': 'Independent'}, {'name': 'Steven Welzer', 'party': 'Green'}]",1,1,2,True,New Jersey 3
New Jersey,NJ-04,Chris Smith,Republican,Incumbent renominated,R+14,['Rachel Peace'],['Chris Smith'],[],1,1,0,True,New Jersey 4
New Jersey,NJ-05,Josh Gottheimer,Democratic,Incumbent renominated,D+2,['Josh Gottheimer'],['Sean Kirrane'],"[{'name': 'Adam Rueda', 'party': 'Independent'}]",1,1,1,True,New Jersey 5
New Jersey,NJ-06,Frank Pallone,Democratic,Incumbent renominated,D+5,['Frank Pallone'],['Hillary Herzig'],[],1,1,0,True,New Jersey 6
New Jersey,NJ-07,Thomas Kean Jr.,Republican,Incumbent renominated,EVEN,['Rebecca Bennett'],['Thomas Kean Jr.'],"[{'name': 'Lana Leguia', 'party': 'Libertarian'}, {'name': ""Seamus O'Toole"", 'party': 'Independent'}]",1,1,2,True,New Jersey 7
New Jersey,NJ-08,Rob Menendez,Democratic,Incumbent renominated,D+15,['Rob Menendez'],[],"[{'name': 'Aristotle Eliopoulos', 'party': 'Independent'}, {'name': 'Craig Honts', 'party': 'Independent'}, {'name': ""Da'Shone Hughey"", 'party': 'Independent'}]",1,0,3,False,New Jersey 8
New Jersey,NJ-09,Nellie Pou,Democratic,Incumbent renominated,D+2,['Nellie Pou'],['Rosie Pino'],"[{'name': 'Terrisa Bukovinac', 'party': 'Independent'}]",1,1,1,True,New Jersey 9
New Jersey,NJ-10,LaMonica McIver,Democratic,Incumbent renominated,D+27,['LaMonica McIver'],['Carmen Bucco'],[],1,1,0,True,New Jersey 10
New Jersey,NJ-11,Analilia Mejia,Democratic,Incumbent renominated,D+5,['Analilia Mejia'],['Joe Hathaway'],"[{'name': 'Alan Bond', 'party': 'Independent'}]",1,1,1,True,New Jersey 11
New Jersey,NJ-12,Bonnie Watson Coleman,Democratic,Incumbent retiring[18],D+13,['Adam Hamawy'],['Gregg Mele'],"[{'name': 'Andres Jinete', 'party': 'Green'}, {'name': 'Winston Jordan', 'party': 'Independent'}]",1,1,2,True,New Jersey 12
New Mexico,NM-01,Melanie Stansbury,Democratic,Incumbent renominated,D+7,['Melanie Stansbury'],['Didi Okpareke'],[],1,1,0,True,New Mexico 1
New Mexico,NM-02,Gabe Vasquez,Democratic,Incumbent renominated,EVEN,['Gabe Vasquez'],['Greg Cunningham'],[],1,1,0,True,New Mexico 2
New Mexico,NM-03,Teresa Leger Fernandez,Democratic,Incumbent renominated,D+3,['ndez'],['Martin Zamora'],[],1,1,0,True,New Mexico 3
New York,NY-01,Nick LaLota,Republican,Incumbent renominated,R+4,['Chris Gallant'],['Nick LaLota'],[],1,1,0,True,New York 1
New York,NY-02,Andrew Garbarino,Republican,Incumbent renominated,R+6,['Patrick Halpin'],['Andrew Garbarino'],[],1,1,0,True,New York 2
New York,NY-03,Tom Suozzi,Democratic,Incumbent renominated,EVEN,['Tom Suozzi'],['Mike LiPetri'],[],1,1,0,True,New York 3
New York,NY-04,Laura Gillen,Democratic,Incumbent renominated,D+2,['Laura Gillen'],['Jeanine Driscoll'],[],1,1,0,True,New York 4
New York,NY-05,Gregory Meeks,Democratic,Incumbent renominated,D+24,['Gregory Meeks'],['George Marsh'],[],1,1,0,True,New York 5
New York,NY-06,Grace Meng,Democratic,Incumbent renominated,D+6,['Grace Meng'],['Joseph Chou'],[],1,1,0,True,New York 6
New York,NY-07,Nydia Velázquez,Democratic,Incumbent retiring[19],D+25,['Claire Valdez'],['Melvin Rivera'],[],1,1,0,True,New York 7
New York,NY-08,Hakeem Jeffries,Democratic,Incumbent renominated,D+24,['Hakeem Jeffries'],['Lewis Mizrahi'],[],1,1,0,True,New York 8
New York,NY-09,Yvette Clarke,Democratic,Incumbent renominated,D+22,['Yvette Clarke'],['Joel Anabilah-Azumah'],[],1,1,0,True,New York 9
New York,NY-10,Dan Goldman,Democratic,Incumbent lost renomination,D+32,['Brad Lander'],['Jennifer Moore'],[],1,1,0,True,New York 10
New York,NY-11,Nicole Malliotakis,Republican,Incumbent renominated,R+10,['Michael DeCillis'],['Nicole Malliotakis'],[],1,1,0,True,New York 11
New York,NY-12,Jerry Nadler,Democratic,Incumbent retiring[20],D+33,['Micah Lasher'],['Caroline Shinkle'],[],1,1,0,True,New York 12
New York,NY-13,Adriano Espaillat,Democratic,Incumbent lost renomination,D+32,['Darializa Avila Chevalier'],['Jomo Williams'],[],1,1,0,True,New York 13
New York,NY-14,Alexandria Ocasio-Cortez,Democratic,Incumbent renominated,D+19,['Alexandria Ocasio-Cortez'],['Diamant Hysenaj'],[],1,1,0,True,New York 14
New York,NY-15,Ritchie Torres,Democratic,Incumbent renominated,D+27,['Ritchie Torres'],['Stylo Sapaskis'],"[{'name': 'Gonzalo Duran', 'party': 'Conservative'}, {'name': 'Andre Easton', 'party': 'Independent'}]",1,1,2,True,New York 15
New York,NY-16,George Latimer,Democratic,Incumbent renominated,D+18,['George Latimer'],['Joseph Cinquemani'],[],1,1,0,True,New York 16
