municipality,party,point_estimate,lower_quartile,median,upper_quartile,sd_draws,n_distinct_draws
Lyngby-Taarbæk,Æ: Danmarksdemokraterne,0.026230815558339744,0.027104265266151298,0.03127807883694482,0.03538170068974704,0.006490198459450586,250
Lyngby-Taarbæk,Other,0.016107625163045397,0.02014825538496976,0.022533215199202334,0.02582171491534934,0.004544024685109637,250
Mariagerfjord,A: Socialdemokratiet,0.2863801064870471,0.2775415493258174,0.29455466782527706,0.3083415941912004,0.024040589245425893,250
Mariagerfjord,V: Venstre,0.11883668749661963,0.10589620112870823,0.11545277090206024,0.1264640573688256,0.015325050489650934,250
Mariagerfjord,Other - Right,0.11248693733981018,0.09485087045114014,0.1042580981067855,0.11423977256455882,0.014309087934535903,250
Mariagerfjord,Æ: Danmarksdemokraterne,0.10366509004733325,0.10465734332771283,0.11531379165286443,0.1259320524226025,0.016329910897622466,250
Mariagerfjord,I: Liberal Alliance,0.09581787005249615,0.0736740713954198,0.08143593141055622,0.09097529473859749,0.013307289247318683,250
Mariagerfjord,F: SF - Socialistisk Folkeparti,0.08418371772039308,0.07059074927790718,0.07739031587919974,0.0842949311628614,0.009656323149830311,250
Mariagerfjord,Other - Left,0.08168039367806708,0.06807002946534392,0.07369455060108851,0.07967219471804277,0.007589193168435725,250
Mariagerfjord,Did not vote,0.05467245170356794,0.04309956561153348,0.045584907605186936,0.04861851043704028,0.0042892844804377946,250
Mariagerfjord,M: Moderaterne,0.046448754231489225,0.06062505158403295,0.07217983483704099,0.0820859708725795,0.015572964446801061,250
Mariagerfjord,Other,0.015827991243176548,0.014074733758173249,0.015837921085232177,0.01873795010617007,0.004088390056669998,250
Middelfart,A: Socialdemokratiet,0.26665904837650145,0.2658263726365776,0.281248433432967,0.2962260325288639,0.022706900680020906,250
Middelfart,V: Venstre,0.12353767329083662,0.10955997718038062,0.11703610705735873,0.12894446509609664,0.016342668763911144,250
Middelfart,M: Moderaterne,0.11921213970821105,0.1062501062647239,0.1200761404396255,0.13382577785043942,0.021136503873633555,250
Middelfart,Other - Right,0.11282141542934522,0.09806337703267008,0.10697141822827433,0.11721582267157642,0.014711990161951252,250
Middelfart,Other - Left,0.09952923768909021,0.08139903234988537,0.08689815458365771,0.09425436031873453,0.009499527136422343,250
Middelfart,F: SF - Socialistisk Folkeparti,0.09598443346497738,0.07935221714023462,0.08667262315835828,0.09384961487142358,0.011354538905447754,250
Middelfart,I: Liberal Alliance,0.06278110176848384,0.05506928504607292,0.06101326218546361,0.06881427469767594,0.011552518046793253,250
Middelfart,Æ: Danmarksdemokraterne,0.06111566225799431,0.06320515474435455,0.07099342418708457,0.07927358442470846,0.012798991993389923,250
Middelfart,Did not vote,0.04232234139630455,0.03597685052084666,0.03766276709862751,0.04045002745738337,0.0031924083690904,250
Middelfart,Other,0.016036946618255152,0.018644324824215047,0.021157812661028653,0.0237812018938702,0.0037632219879553683,250
Morsø,A: Socialdemokratiet,0.3063605431153859,0.29837175249536985,0.31785623008106817,0.3389620725424927,0.02972025099457334,250
Morsø,V: Venstre,0.1135110657154427,0.11663589215464712,0.12813177513210858,0.1402140437241028,0.017303090103988297,250
Morsø,Æ: Danmarksdemokraterne,0.10854015150103584,0.09808841632598689,0.10836459610373363,0.1191101301117002,0.014472316443969974,250
Morsø,Other - Right,0.10012371978280962,0.0868909530475121,0.09745977334874065,0.10885896039430937,0.0142041069646792,250
Morsø,I: Liberal Alliance,0.09221162438761585,0.06576839511769308,0.07280936190671543,0.07983539739801943,0.010906765344283021,250
Morsø,F: SF - Socialistisk Folkeparti,0.07764145539111414,0.06554747221503995,0.07264473068498016,0.08034084634500285,0.009918059103303213,250
Morsø,Other - Left,0.07222098218039218,0.05897484134297298,0.06365405774857831,0.06851611573188272,0.007065037629898626,250
Morsø,M: Moderaterne,0.059109627274614725,0.061286143010659606,0.06737708051982277,0.07369955683895284,0.00992312591044648,250
Morsø,Did not vote,0.053439023332822494,0.04423150431736751,0.04732400514966239,0.05017862725818757,0.004603953837948768,250
Morsø,Other,0.0168418073187668,0.015420479853966879,0.017192084399170696,0.019877382771402725,0.003631634369279034,250
Norddjurs,A: Socialdemokratiet,0.2896868803171805,0.28479435291726096,0.3021736137580552,0.3197691692629144,0.025725866153064315,250
Norddjurs,Æ: Danmarksdemokraterne,0.11050569225590308,0.0920037226212821,0.10340305084842977,0.11457943696628733,0.015478832750832292,250
Norddjurs,Other - Right,0.1095740662466796,0.09707060552697411,0.10612080642056851,0.11687125630761905,0.014580005521221368,250
Norddjurs,V: Venstre,0.0980059623317882,0.099534260184958,0.11001292350471611,0.11930957580318127,0.014620985709610661,250
Norddjurs,I: Liberal Alliance,0.09045259470534091,0.07400843543888874,0.08204971220527094,0.09202673808118894,0.014622025306754003,250
Norddjurs,Other - Left,0.08554290486428834,0.06675220488102061,0.07134944141043675,0.07678006527291441,0.007865520563807663,250
Norddjurs,F: SF - Socialistisk Folkeparti,0.07069996778610663,0.06543229783006352,0.07142275027620523,0.07785471878870007,0.010068797275905452,250
Norddjurs,M: Moderaterne,0.06803248854478602,0.06235886685096808,0.07221375027538099,0.079687863092088,0.014422367583075163,250
Norddjurs,Did not vote,0.05235259985354348,0.049103726251802225,0.05265952122917135,0.05603511568506301,0.005898290484445498,250
Norddjurs,Other,0.025146843094382906,0.0207543196043329,0.023661617787756495,0.02663996990681797,0.004411843611234085,250
Nordfyns,A: Socialdemokratiet,0.29123046999626073,0.28526040921421886,0.300962142983244,0.31868701480523304,0.02593164595958171,250
Nordfyns,V: Venstre,0.1406811167604426,0.11841615250565934,0.13076603071071116,0.14478202807378915,0.018081191019051375,250
Nordfyns,Other - Right,0.12131538695160204,0.09799946247510448,0.10655622909346074,0.11664259411099243,0.01548463859656075,250
Nordfyns,M: Moderaterne,0.10005063102929898,0.08441658278533568,0.09792550238514203,0.108753169401227,0.016788345459348344,250
Nordfyns,Other - Left,0.07587827375466562,0.063643511414937,0.06900267183127955,0.07443288727777828,0.007471662924612883,250
Nordfyns,Æ: Danmarksdemokraterne,0.07389461059683214,0.07709800411918294,0.08778934281953166,0.09789281711134835,0.01398695150113228,250
Nordfyns,F: SF - Socialistisk Folkeparti,0.0669243133252822,0.06622804109186524,0.07170049567868278,0.07808216522622383,0.009020399424501334,250
Nordfyns,I: Liberal Alliance,0.0641811888881116,0.05726476165446096,0.06330757464798004,0.07126816796258151,0.0106817550200403,250
Nordfyns,Did not vote,0.04881927023328632,0.041810573144589185,0.04427374375404339,0.04687256455221073,0.004099621500679338,250
Nordfyns,Other,0.017024738464216965,0.01824508252772953,0.0210907957336917,0.023744632145303306,0.003981395661324781,250
Nyborg,A: Socialdemokratiet,0.2933043324749984,0.2833512158345819,0.29922808750057506,0.31720375820852836,0.025601485998481385,250
Nyborg,M: Moderaterne,0.11499234537893206,0.08423006513135708,0.09477530718347751,0.10640940622656345,0.016390613676194016,250
Nyborg,V: Venstre,0.10466965229432415,0.11763001681734356,0.12870085842574916,0.13986770083270444,0.017155458722493414,250
Nyborg,Other - Right,0.09770875771923773,0.08987225836375451,0.09728752007369941,0.10733418691957863,0.013064557019012935,250
Nyborg,Other - Left,0.09513243320944466,0.07638056261570776,0.0836711361987999,0.08892813700095953,0.009055531933590438,250
