municipality,party,pct
Motala,Green Party (MP),0.03081126946854261
Motala,Left Party (V),0.04452686849861281
Motala,Moderate Party (M),0.18467482491663884
Motala,Other party,0.010748435421408771
Motala,Social Democrats (S),0.3425631235746627
Motala,Sweden Democrats (SD),0.24461530228410142
Motala,The Liberals (L),0.03580598207092097
Mullsjö,Centre Party (C),0.05726338202423468
Mullsjö,Christian Democrats (KD),0.12623147451018377
Mullsjö,Green Party (MP),0.04028558869890397
Mullsjö,Left Party (V),0.03817454435827506
Mullsjö,Moderate Party (M),0.16028766763907382
Mullsjö,Other party,0.015086491859747243
Mullsjö,Social Democrats (S),0.2622779564648009
Mullsjö,Sweden Democrats (SD),0.26898830268246526
Mullsjö,The Liberals (L),0.031404591762315276
Mölndal,Centre Party (C),0.07090786993603705
Mölndal,Christian Democrats (KD),0.048600721916130026
Mölndal,Green Party (MP),0.06641654108302603
Mölndal,Left Party (V),0.06825645787558468
Mölndal,Moderate Party (M),0.20876157910659246
Mölndal,Other party,0.013705528203351799
Mölndal,Social Democrats (S),0.2841820683679606
Mölndal,Sweden Democrats (SD),0.1755104849022584
Mölndal,The Liberals (L),0.06365874860905901
Mönsterås,Centre Party (C),0.06285224488270788
Mönsterås,Christian Democrats (KD),0.08029646986494304
Mönsterås,Green Party (MP),0.024553750013118904
Mönsterås,Left Party (V),0.03510880914637711
Mönsterås,Moderate Party (M),0.13854433852818535
Mönsterås,Other party,0.01257137465483869
Mönsterås,Social Democrats (S),0.3156611838572635
Mönsterås,Sweden Democrats (SD),0.30358421365226873
Mönsterås,The Liberals (L),0.026827615400296715
Mörbylånga,Centre Party (C),0.07628240542840907
Mörbylånga,Christian Democrats (KD),0.0742718422107536
Mörbylånga,Green Party (MP),0.04924978296608113
Mörbylånga,Left Party (V),0.041113644466102786
Mörbylånga,Moderate Party (M),0.19334174003058016
Mörbylånga,Other party,0.007718872824752226
Mörbylånga,Social Democrats (S),0.29749898287679455
Mörbylånga,Sweden Democrats (SD),0.22546615902494904
Mörbylånga,The Liberals (L),0.03505657017157748
Nacka,Centre Party (C),0.1030678384183632
Nacka,Christian Democrats (KD),0.03969231384619282
Nacka,Green Party (MP),0.07828520747358586
Nacka,Left Party (V),0.05227126616984315
Nacka,Moderate Party (M),0.2641380801280176
Nacka,Other party,0.01305443694562959
Nacka,Social Democrats (S),0.25666445878560845
Nacka,Sweden Democrats (SD),0.11800789157945708
Nacka,The Liberals (L),0.0748185066533022
Nora,Centre Party (C),0.06036352736272385
Nora,Christian Democrats (KD),0.056404363783986944
Nora,Green Party (MP),0.04668625175072214
Nora,Left Party (V),0.04534237561563458
Nora,Moderate Party (M),0.14761083189243696
Nora,Other party,0.01839891991746145
Nora,Social Democrats (S),0.3304370416509321
Nora,Sweden Democrats (SD),0.25764156841630226
Nora,The Liberals (L),0.037115119609799706
Norberg,Centre Party (C),0.029632552169958505
Norberg,Christian Democrats (KD),0.04691958814274909
Norberg,Green Party (MP),0.03226621856204997
Norberg,Left Party (V),0.07465852223574537
Norberg,Moderate Party (M),0.14019558534534984
Norberg,Other party,0.017088473664418583
Norberg,Social Democrats (S),0.3738643920434051
Norberg,Sweden Democrats (SD),0.25396067824249774
Norberg,The Liberals (L),0.03141398959382586
Nordanstig,Centre Party (C),0.07088523946445659
Nordanstig,Christian Democrats (KD),0.0652416036847967
Nordanstig,Green Party (MP),0.03275902917729426
Nordanstig,Left Party (V),0.06103180950378211
Nordanstig,Moderate Party (M),0.12930580393164764
Nordanstig,Other party,0.014940698899007792
Nordanstig,Social Democrats (S),0.3181366096991954
Nordanstig,Sweden Democrats (SD),0.2847485967040362
Nordanstig,The Liberals (L),0.022950608935783413
Norrköping,Centre Party (C),0.05125566910914304
Norrköping,Christian Democrats (KD),0.06114454324644813
Norrköping,Green Party (MP),0.04856782999268941
Norrköping,Left Party (V),0.06769183508672529
Norrköping,Moderate Party (M),0.2014263943735825
Norrköping,Other party,0.014200018372100397
Norrköping,Social Democrats (S),0.29319509922917264
Norrköping,Sweden Democrats (SD),0.22419754482146598
Norrköping,The Liberals (L),0.038321065768672655
Norrtälje,Centre Party (C),0.06246671751126129
Norrtälje,Christian Democrats (KD),0.04759262887081133
Norrtälje,Green Party (MP),0.04368955902250236
Norrtälje,Left Party (V),0.046040622681939654
Norrtälje,Moderate Party (M),0.20403271185012148
Norrtälje,Other party,0.011768260501453505
Norrtälje,Social Democrats (S),0.29276463794750623
Norrtälje,Sweden Democrats (SD),0.2494343753996199
Norrtälje,The Liberals (L),0.042210486214784244
Norsjö,Centre Party (C),0.060749150040915446
Norsjö,Christian Democrats (KD),0.08570879276061644
Norsjö,Green Party (MP),0.016284256910686586
Norsjö,Left Party (V),0.06362479643666025
Norsjö,Moderate Party (M),0.13231066620201884
Norsjö,Other party,0.011395884783784931
Norsjö,Social Democrats (S),0.41101810367795016
Norsjö,Sweden Democrats (SD),0.1826248085046371
Norsjö,The Liberals (L),0.036283540682730375
Nybro,Centre Party (C),0.0636932572457112
Nybro,Christian Democrats (KD),0.06838041124566901
Nybro,Green Party (MP),0.026311241754751948
Nybro,Left Party (V),0.046495663510720514
Nybro,Moderate Party (M),0.15414704127077916
Nybro,Other party,0.015850869595719394
Nybro,Social Democrats (S),0.32815188535245376
Nybro,Sweden Democrats (SD),0.26856731925813093
Nybro,The Liberals (L),0.028402310766064028
Nykvarn,Centre Party (C),0.052015234912045995
Nykvarn,Christian Democrats (KD),0.052189685611509266
Nykvarn,Green Party (MP),0.0300300597954853
Nykvarn,Left Party (V),0.025121975178326816
Nykvarn,Moderate Party (M),0.25385856420035574
Nykvarn,Other party,0.007835337357122402
Nykvarn,Social Democrats (S),0.25344605662297054
Nykvarn,Sweden Democrats (SD),0.2810280298710867
Nykvarn,The Liberals (L),0.044475056451097256
Nyköping,Centre Party (C),0.06811685868174623
Nyköping,Christian Democrats (KD),0.04830766209649255
Nyköping,Green Party (MP),0.05028846570361045
Nyköping,Left Party (V),0.04928851160012138
Nyköping,Moderate Party (M),0.19053989547132352
Nyköping,Other party,0.013314709758512126
Nyköping,Social Democrats (S),0.3413970470845612
Nyköping,Sweden Democrats (SD),0.19969600332824347
Nyköping,The Liberals (L),0.039050846275389066
Nynäshamn,Centre Party (C),0.04554396967818312
Nynäshamn,Christian Democrats (KD),0.05123913062800161
Nynäshamn,Green Party (MP),0.043828972509840865
Nynäshamn,Left Party (V),0.05160598112352563
Nynäshamn,Moderate Party (M),0.17458531019538903
Nynäshamn,Other party,0.014969495283784188
Nynäshamn,Social Democrats (S),0.314933869869004
Nynäshamn,Sweden Democrats (SD),0.2690818271755219
Nynäshamn,The Liberals (L),0.034211443536749694
Nässjö,Centre Party (C),0.06276875812536815
Nässjö,Christian Democrats (KD),0.08513956872222277
Nässjö,Green Party (MP),0.03535969616467338
Nässjö,Left Party (V),0.0402145447580965
Nässjö,Moderate Party (M),0.15539843282979893
Nässjö,Other party,0.013841849858195083
Nässjö,Social Democrats (S),0.29808843682541314
Nässjö,Sweden Democrats (SD),0.276582154899211
Nässjö,The Liberals (L),0.03260655781702093
Ockelbo,Centre Party (C),0.0737748059111319
Ockelbo,Christian Democrats (KD),0.04975946508941037
Ockelbo,Green Party (MP),0.038553021337352625
Ockelbo,Left Party (V),0.05218476796094593
Ockelbo,Moderate Party (M),0.12001925653172166
Ockelbo,Other party,0.011225076523245031
Ockelbo,Social Democrats (S),0.3318815762956679
Ockelbo,Sweden Democrats (SD),0.302918543003866
Ockelbo,The Liberals (L),0.019683487346658545
Olofström,Centre Party (C),0.044491462024885284
Olofström,Christian Democrats (KD),0.05004030899919922
Olofström,Green Party (MP),0.024333823341928205
Olofström,Left Party (V),0.04575089303984439
Olofström,Moderate Party (M),0.1311713058944319
Olofström,Other party,0.009683628345904385
Olofström,Social Democrats (S),0.3319549019248359
Olofström,Sweden Democrats (SD),0.34145999033417307
Olofström,The Liberals (L),0.02111368609479767
Orsa,Centre Party (C),0.0659421289649818
Orsa,Christian Democrats (KD),0.06942985650656099
Orsa,Green Party (MP),0.04110979286531504
Orsa,Left Party (V),0.05206748299163755
Orsa,Moderate Party (M),0.1297845170437912
Orsa,Other party,0.0206386910941441
Orsa,Social Democrats (S),0.2713270693282005
Orsa,Sweden Democrats (SD),0.3224595339912197
Orsa,The Liberals (L),0.027240927214149033
Orust,Centre Party (C),0.0641847929686201
Orust,Christian Democrats (KD),0.06460132859905314
Orust,Green Party (MP),0.051649135157500116
Orust,Left Party (V),0.04498065930940607
Orust,Moderate Party (M),0.17578224220277688
Orust,Other party,0.013199930855804185
Orust,Social Democrats (S),0.2872533091441975
Orust,Sweden Democrats (SD),0.25517506669564016
Orust,The Liberals (L),0.043173535067001875
Osby,Centre Party (C),0.048081249404000666
Osby,Christian Democrats (KD),0.06523745249596122
Osby,Green Party (MP),0.029260091463112037
Osby,Left Party (V),0.03393888020695334
Osby,Moderate Party (M),0.15657925963819092
Osby,Other party,0.010509397551824336
Osby,Social Democrats (S),0.27112163292605534
Osby,Sweden Democrats (SD),0.3609960051720513
Osby,The Liberals (L),0.024276031141850844
Oskarshamn,Centre Party (C),0.042002105269760386
Oskarshamn,Christian Democrats (KD),0.07419749799004802
Oskarshamn,Green Party (MP),0.022226859833574718
Oskarshamn,Left Party (V),0.04398594450153656
Oskarshamn,Moderate Party (M),0.18701261369252647
Oskarshamn,Other party,0.012878639120555901
Oskarshamn,Social Democrats (S),0.3114895293354099
Oskarshamn,Sweden Democrats (SD),0.2737292430231652
Oskarshamn,The Liberals (L),0.03247756723342281
Ovanåker,Centre Party (C),0.09922009269008764
Ovanåker,Christian Democrats (KD),0.11513502832312567
Ovanåker,Green Party (MP),0.027360929373623884
Ovanåker,Left Party (V),0.035740672353250354
Ovanåker,Moderate Party (M),0.13707542913648088
Ovanåker,Other party,0.009274812941588141
Ovanåker,Social Democrats (S),0.31471873477466494
Ovanåker,Sweden Democrats (SD),0.24050518620587583
Ovanåker,The Liberals (L),0.020969114201302725
Oxelösund,Centre Party (C),0.03777779559413545
Oxelösund,Christian Democrats (KD),0.034580147734452955
Oxelösund,Green Party (MP),0.03283640649547988
Oxelösund,Left Party (V),0.06763302128316659
Oxelösund,Moderate Party (M),0.1679210498622966
Oxelösund,Other party,0.0218016482733984
Oxelösund,Social Democrats (S),0.38890182098493653
Oxelösund,Sweden Democrats (SD),0.22243630659194794
Oxelösund,The Liberals (L),0.026111803180185727
Pajala,Centre Party (C),0.02812886702114528
Pajala,Christian Democrats (KD),0.042319844153518395
Pajala,Green Party (MP),0.03914626955357355
Pajala,Left Party (V),0.08200678784447081
Pajala,Moderate Party (M),0.12810000321257922
Pajala,Other party,0.011787907595143081
Pajala,Social Democrats (S),0.3848494710248736
Pajala,Sweden Democrats (SD),0.2693958985093768
Pajala,The Liberals (L),0.014264951085319317
Partille,Centre Party (C),0.06689576122495935
Partille,Christian Democrats (KD),0.05414135988448543
Partille,Green Party (MP),0.06648889708706142
Partille,Left Party (V),0.06298570724815919
Partille,Moderate Party (M),0.2131142347852485
Partille,Other party,0.011588891946826317
Partille,Social Democrats (S),0.28837563345144823
Partille,Sweden Democrats (SD),0.17750874485295431
Partille,The Liberals (L),0.058900769518857296
Piteå,Centre Party (C),0.05976691429298297
Piteå,Christian Democrats (KD),0.040138220475588765
Piteå,Green Party (MP),0.03258862277194414
Piteå,Left Party (V),0.06839137591365158
Piteå,Moderate Party (M),0.1264285714710809
Piteå,Other party,0.010957918933497589
Piteå,Social Democrats (S),0.48229831435379955
Piteå,Sweden Democrats (SD),0.15918521719280915
Piteå,The Liberals (L),0.020244844594645366
Robertsfors,Centre Party (C),0.13029988290331912
Robertsfors,Christian Democrats (KD),0.050257533248138836
Robertsfors,Green Party (MP),0.04674578123253851
Robertsfors,Left Party (V),0.06184175082565746
Robertsfors,Moderate Party (M),0.12819489800390546
Robertsfors,Other party,0.011859820794943405
Robertsfors,Social Democrats (S),0.39662521460671957
Robertsfors,Sweden Democrats (SD),0.15261014546777618
Robertsfors,The Liberals (L),0.02156497291700148
Ronneby,Centre Party (C),0.04606301417301298
Ronneby,Christian Democrats (KD),0.05433168375457543
Ronneby,Green Party (MP),0.028169800216426743
Ronneby,Left Party (V),0.04573726968364755
Ronneby,Moderate Party (M),0.16160091113265532
Ronneby,Other party,0.016232572167138838
Ronneby,Social Democrats (S),0.3060129360260589
Ronneby,Sweden Democrats (SD),0.3082523632746621
Ronneby,The Liberals (L),0.033599449571822176
Rättvik,Centre Party (C),0.0685476410351997
Rättvik,Christian Democrats (KD),0.07452336254888615
Rättvik,Green Party (MP),0.03922527915353578
Rättvik,Left Party (V),0.0356307258783619
Rättvik,Moderate Party (M),0.16226836110799536
Rättvik,Other party,0.014420162183982522
Rättvik,Social Democrats (S),0.2899732545864309
Rättvik,Sweden Democrats (SD),0.288596797396504
Rättvik,The Liberals (L),0.026814416109103616
Sala,Centre Party (C),0.07296728070326895
Sala,Christian Democrats (KD),0.056111490237003556
Sala,Green Party (MP),0.03311321903500851
Sala,Left Party (V),0.052225026119516925
Sala,Moderate Party (M),0.16769367114536116
Sala,Other party,0.014248482461336451
Sala,Social Democrats (S),0.3050713683260727
Sala,Sweden Democrats (SD),0.26867083425294647
Sala,The Liberals (L),0.029898627719485326
Salem,Centre Party (C),0.0680442489654539
Salem,Christian Democrats (KD),0.05590992637194796
Salem,Green Party (MP),0.05595522423901879
Salem,Left Party (V),0.04544917119519072
Salem,Moderate Party (M),0.234041370799923
Salem,Other party,0.013894455381830794
Salem,Social Democrats (S),0.28154151679495204
Salem,Sweden Democrats (SD),0.19272019020168957
Salem,The Liberals (L),0.0524438960499933
Sandviken,Centre Party (C),0.04825075125924359
Sandviken,Christian Democrats (KD),0.04136671013005899
Sandviken,Green Party (MP),0.030245584975974
Sandviken,Left Party (V),0.05699609865121576
Sandviken,Moderate Party (M),0.15468175273707513
Sandviken,Other party,0.012329663741483143
Sandviken,Social Democrats (S),0.3683506863283494
Sandviken,Sweden Democrats (SD),0.25741650300237506
Sandviken,The Liberals (L),0.030362249174224906
Sigtuna,Centre Party (C),0.05312027352803507
Sigtuna,Christian Democrats (KD),0.060168291549255064
Sigtuna,Green Party (MP),0.040549551957160895
Sigtuna,Left Party (V),0.06003621109967377
Sigtuna,Moderate Party (M),0.2188084308301225
Sigtuna,Other party,0.028734256733647635
Sigtuna,Social Democrats (S),0.2761581591463219
Sigtuna,Sweden Democrats (SD),0.2208307571208639
Sigtuna,The Liberals (L),0.04159406803491922
Simrishamn,Centre Party (C),0.05824252611082137
Simrishamn,Christian Democrats (KD),0.05312872086233314
Simrishamn,Green Party (MP),0.06404365804605174
Simrishamn,Left Party (V),0.04926248597085779
Simrishamn,Moderate Party (M),0.1829485165053259
Simrishamn,Other party,0.016217474761775277
Simrishamn,Social Democrats (S),0.25653158449025554
Simrishamn,Sweden Democrats (SD),0.2739649689094867
Simrishamn,The Liberals (L),0.045660064343092464
Sjöbo,Centre Party (C),0.0426268301933791
Sjöbo,Christian Democrats (KD),0.06921041291388809
Sjöbo,Green Party (MP),0.03014131502999353
Sjöbo,Left Party (V),0.026063834438028583
Sjöbo,Moderate Party (M),0.17473730012123637
Sjöbo,Other party,0.0121619228253392
Sjöbo,Social Democrats (S),0.19284599813348785
Sjöbo,Sweden Democrats (SD),0.4226782638828194
Sjöbo,The Liberals (L),0.029534122461827718
Skara,Centre Party (C),0.06558067758027351
Skara,Christian Democrats (KD),0.057949072996622795
Skara,Green Party (MP),0.03302293035120045
Skara,Left Party (V),0.04247125545288944
Skara,Moderate Party (M),0.1787189921193483
Skara,Other party,0.017058039980732492
Skara,Social Democrats (S),0.3071521763668593
Skara,Sweden Democrats (SD),0.269082877348905
Skara,The Liberals (L),0.02896397780316864
Skellefteå,Centre Party (C),0.07343520071897632
Skellefteå,Christian Democrats (KD),0.04420607772876895
Skellefteå,Green Party (MP),0.04344505639861343
Skellefteå,Left Party (V),0.06569432606164156
Skellefteå,Moderate Party (M),0.13116267925914418
Skellefteå,Other party,0.01089297176533847
Skellefteå,Social Democrats (S),0.4519789199200557
Skellefteå,Sweden Democrats (SD),0.1525079551886893
Skellefteå,The Liberals (L),0.02667681295877214
Skurup,Centre Party (C),0.05123459672153003
Skurup,Christian Democrats (KD),0.051257858566545925
Skurup,Green Party (MP),0.027855743284531637
Skurup,Left Party (V),0.036683274418152
Skurup,Moderate Party (M),0.1999819867325771
Skurup,Other party,0.013700499068580908
Skurup,Social Democrats (S),0.2402408291602998
Skurup,Sweden Democrats (SD),0.34584114404136873
Skurup,The Liberals (L),0.033204068006413935
Skövde,Centre Party (C),0.0640619363429736
Skövde,Christian Democrats (KD),0.07046273997692816
Skövde,Green Party (MP),0.0397113238309401
Skövde,Left Party (V),0.0469553801399104
Skövde,Moderate Party (M),0.20575401218608563
Skövde,Other party,0.014536992340681886
Skövde,Social Democrats (S),0.31277993064707593
Skövde,Sweden Democrats (SD),0.20580750768291198
Skövde,The Liberals (L),0.039930176852492255
Smedjebacken,Centre Party (C),0.04048886822078462
Smedjebacken,Christian Democrats (KD),0.040802469931470624
Smedjebacken,Green Party (MP),0.02799552479958665
Smedjebacken,Left Party (V),0.05120432518169742
Smedjebacken,Moderate Party (M),0.1382939072015574
Smedjebacken,Other party,0.012336534874739178
Smedjebacken,Social Democrats (S),0.366520948848662
Smedjebacken,Sweden Democrats (SD),0.30255601364647233
Smedjebacken,The Liberals (L),0.019801407295029834
Sollefteå,Centre Party (C),0.08756894552344975
Sollefteå,Christian Democrats (KD),0.060110583310073844
Sollefteå,Green Party (MP),0.027524651304815163
Sollefteå,Left Party (V),0.08230695698042757
Sollefteå,Moderate Party (M),0.07292786730908171
Sollefteå,Other party,0.015588200130186216
Sollefteå,Social Democrats (S),0.38984370899905646
Sollefteå,Sweden Democrats (SD),0.2483108745034924
Sollefteå,The Liberals (L),0.01581821193941682
Sollentuna,Centre Party (C),0.09358622565056736
Sollentuna,Christian Democrats (KD),0.04512049793364739
Sollentuna,Green Party (MP),0.0643318867868429
Sollentuna,Left Party (V),0.05980177864481311
Sollentuna,Moderate Party (M),0.24419042039134384
Sollentuna,Other party,0.01677660546751956
Sollentuna,Social Democrats (S),0.27023593016692143
Sollentuna,Sweden Democrats (SD),0.12941961224435442
Sollentuna,The Liberals (L),0.07653704271399007
Solna,Centre Party (C),0.08317232718855516
Solna,Christian Democrats (KD),0.037564430462486934
Solna,Green Party (MP),0.07727287438384317
Solna,Left Party (V),0.08528501844283391
Solna,Moderate Party (M),0.2043599932040345
Solna,Other party,0.01690149045507457
Solna,Social Democrats (S),0.3026146817707247
Solna,Sweden Democrats (SD),0.1257690941822998
Solna,The Liberals (L),0.06706008991014732
Sorsele,Centre Party (C),0.07383176675514971
Sorsele,Christian Democrats (KD),0.06616393143372189
Sorsele,Green Party (MP),0.03013911487126125
Sorsele,Left Party (V),0.07692104477923516
Sorsele,Moderate Party (M),0.1164447655829113
Sorsele,Other party,0.009975640197817447
Sorsele,Social Democrats (S),0.3854620569685892
Sorsele,Sweden Democrats (SD),0.21724804524176775
Sorsele,The Liberals (L),0.023813634169546224
Sotenäs,Centre Party (C),0.055113849646264666
Sotenäs,Christian Democrats (KD),0.07714768977480038
Sotenäs,Green Party (MP),0.03573407268695584
Sotenäs,Left Party (V),0.030598142771551713
Sotenäs,Moderate Party (M),0.2191718154129685
Sotenäs,Other party,0.009562814541946423
Sotenäs,Social Democrats (S),0.27627983358429303
Sotenäs,Sweden Democrats (SD),0.24124727396393258
Sotenäs,The Liberals (L),0.055144507617286884
Staffanstorp,Centre Party (C),0.06121484492304425
Staffanstorp,Christian Democrats (KD),0.04526347380737109
Staffanstorp,Green Party (MP),0.037808504091724024
Staffanstorp,Left Party (V),0.030352503917518748
Staffanstorp,Moderate Party (M),0.2662867631202584
Staffanstorp,Other party,0.009305363212128914
Staffanstorp,Social Democrats (S),0.2647791395068068
Staffanstorp,Sweden Democrats (SD),0.23044457517283645
Staffanstorp,The Liberals (L),0.05454483224831138
Stenungsund,Centre Party (C),0.057215312635541804
Stenungsund,Christian Democrats (KD),0.06004046195624236
Stenungsund,Green Party (MP),0.04330780984389258
Stenungsund,Left Party (V),0.04183967593496609
Stenungsund,Moderate Party (M),0.21869804278977067
Stenungsund,Other party,0.014359783040364255
Stenungsund,Social Democrats (S),0.27945449689427176
Stenungsund,Sweden Democrats (SD),0.23654218481914263
Stenungsund,The Liberals (L),0.04854223208580784
Stockholm,Centre Party (C),0.08346743302142792
Stockholm,Christian Democrats (KD),0.031635718680908226
Stockholm,Green Party (MP),0.10675370647282413
Stockholm,Left Party (V),0.11470706224149625
Stockholm,Moderate Party (M),0.18531477229973395
Stockholm,Other party,0.019547296021099312
Stockholm,Social Democrats (S),0.2842206613379166
Stockholm,Sweden Democrats (SD),0.10674255239683972
Stockholm,The Liberals (L),0.06761079752775383
Storfors,Centre Party (C),0.04523301369795076
Storfors,Christian Democrats (KD),0.04486337947920118
Storfors,Green Party (MP),0.024934853944720753
Storfors,Left Party (V),0.04484028996951117
Storfors,Moderate Party (M),0.13955029763263013
Storfors,Other party,0.01561619760042607
Storfors,Social Democrats (S),0.3622712374642052
Storfors,Sweden Democrats (SD),0.3022120348271511
Storfors,The Liberals (L),0.020478695384203757
Storuman,Centre Party (C),0.06343016871367312
Storuman,Christian Democrats (KD),0.07548845628213648
Storuman,Green Party (MP),0.03504413353077667
Storuman,Left Party (V),0.07193671854370585
Storuman,Moderate Party (M),0.12566501418405224
Storuman,Other party,0.008689555492425921
Storuman,Social Democrats (S),0.34770082116942796
Storuman,Sweden Democrats (SD),0.231725438996923
Storuman,The Liberals (L),0.04031969308687883
Strängnäs,Centre Party (C),0.06646371330508549
Strängnäs,Christian Democrats (KD),0.04952269158642353
Strängnäs,Green Party (MP),0.044063735924865434
Strängnäs,Left Party (V),0.03974630094008334
Strängnäs,Moderate Party (M),0.23446492401574093
Strängnäs,Other party,0.013530836472460983
Strängnäs,Social Democrats (S),0.2742272397234623
Strängnäs,Sweden Democrats (SD),0.23242674011615574
Strängnäs,The Liberals (L),0.045553817915722286
Strömstad,Centre Party (C),0.05851472395105524
Strömstad,Christian Democrats (KD),0.06414488580054287
Strömstad,Green Party (MP),0.047609983639570884
Strömstad,Left Party (V),0.04926251427711918
Strömstad,Moderate Party (M),0.17107015456284405
Strömstad,Other party,0.015656051900207097
Strömstad,Social Democrats (S),0.2909464763823658
Strömstad,Sweden Democrats (SD),0.2534987741748038
Strömstad,The Liberals (L),0.04929643531149103
Strömsund,Centre Party (C),0.0683257786461686
Strömsund,Christian Democrats (KD),0.05562909071702247
Strömsund,Green Party (MP),0.022088699828079955
Strömsund,Left Party (V),0.05329036693455871
Strömsund,Moderate Party (M),0.1183692967205173
Strömsund,Other party,0.011635036496155451
Strömsund,Social Democrats (S),0.38327729422035206
Strömsund,Sweden Democrats (SD),0.2717159327552503
Strömsund,The Liberals (L),0.015668503681895086
Sundbyberg,Centre Party (C),0.0724181879817687
Sundbyberg,Christian Democrats (KD),0.03561378333796435
Sundbyberg,Green Party (MP),0.07229730030158717
Sundbyberg,Left Party (V),0.10606000611289652
Sundbyberg,Moderate Party (M),0.19357310627794033
Sundbyberg,Other party,0.017142757620968764
Sundbyberg,Social Democrats (S),0.3176425548904588
Sundbyberg,Sweden Democrats (SD),0.12715591859098485
Sundbyberg,The Liberals (L),0.058096384885430535
Sundsvall,Centre Party (C),0.0633366717502817
Sundsvall,Christian Democrats (KD),0.04952723115402107
Sundsvall,Green Party (MP),0.04234437800328466
Sundsvall,Left Party (V),0.05580802150851256
Sundsvall,Moderate Party (M),0.16433485534481737
Sundsvall,Other party,0.011213218199607586
Sundsvall,Social Democrats (S),0.3773375529134917
Sundsvall,Sweden Democrats (SD),0.19925952426007035
Sundsvall,The Liberals (L),0.03683854686591307
Sunne,Centre Party (C),0.09588015806053353
Sunne,Christian Democrats (KD),0.07271429860283787
Sunne,Green Party (MP),0.034486128155296676
Sunne,Left Party (V),0.03387856508465965
Sunne,Moderate Party (M),0.19128255527203314
Sunne,Other party,0.010901322495484474
Sunne,Social Democrats (S),0.2824025215251817
Sunne,Sweden Democrats (SD),0.24327402418823485
Sunne,The Liberals (L),0.035180426615738086
Surahammar,Centre Party (C),0.026904133558511827
Surahammar,Christian Democrats (KD),0.0444843212391546
Surahammar,Green Party (MP),0.023424712254594977
Surahammar,Left Party (V),0.05121351670760201
Surahammar,Moderate Party (M),0.1364720616766488
Surahammar,Other party,0.01124974583572172
Surahammar,Social Democrats (S),0.3484277563381477
Surahammar,Sweden Democrats (SD),0.332588622490653
Surahammar,The Liberals (L),0.025235129898965356
Svalöv,Centre Party (C),0.057933975055495524
Svalöv,Christian Democrats (KD),0.05352256077771602
Svalöv,Green Party (MP),0.03990490328134602
Svalöv,Left Party (V),0.04487999313834857
Svalöv,Moderate Party (M),0.1427482232080514
Svalöv,Other party,0.017817912053643668
Svalöv,Social Democrats (S),0.24775767572345264
Svalöv,Sweden Democrats (SD),0.3637178665625871
Svalöv,The Liberals (L),0.03171689019935907
Svedala,Centre Party (C),0.04789407268384275
Svedala,Christian Democrats (KD),0.05374838879477231
Svedala,Green Party (MP),0.03079771093183643
Svedala,Left Party (V),0.03004159765493773
Svedala,Moderate Party (M),0.2175502927279309
Svedala,Other party,0.009909705339210933
Svedala,Social Democrats (S),0.251500059625631
Svedala,Sweden Democrats (SD),0.32420084615199457
Svedala,The Liberals (L),0.034357326089843473
Säffle,Centre Party (C),0.09021178306775518
Säffle,Christian Democrats (KD),0.07511116795685015
Säffle,Green Party (MP),0.024057033278428105
Säffle,Left Party (V),0.03408948522458421
Säffle,Moderate Party (M),0.16559822146992545
Säffle,Other party,0.011523633632597799
Säffle,Social Democrats (S),0.28292823725553384
Säffle,Sweden Democrats (SD),0.28927947519883346
Säffle,The Liberals (L),0.02720096291549188
Säter,Centre Party (C),0.07920277559598915
Säter,Christian Democrats (KD),0.06590184646348125
Säter,Green Party (MP),0.03288466574417437
Säter,Left Party (V),0.04493308154353859
Säter,Moderate Party (M),0.1649923096515588
Säter,Other party,0.013201559776323974
Säter,Social Democrats (S),0.30906363663085734
Säter,Sweden Democrats (SD),0.2636812970026642
Säter,The Liberals (L),0.0261388275914124
Sävsjö,Centre Party (C),0.06874903599386252
Sävsjö,Christian Democrats (KD),0.14705820799820316
Sävsjö,Green Party (MP),0.019303121191158387
Sävsjö,Left Party (V),0.03005771850039841
Sävsjö,Moderate Party (M),0.17123707141238198
Sävsjö,Other party,0.02156079211696046
Sävsjö,Social Democrats (S),0.22594957001943491
Sävsjö,Sweden Democrats (SD),0.2928806391173204
Sävsjö,The Liberals (L),0.02320384365027968
Söderhamn,Centre Party (C),0.06263382361517793
Söderhamn,Christian Democrats (KD),0.049449369524810584
Söderhamn,Green Party (MP),0.03290743017931957
Söderhamn,Left Party (V),0.051504392944000846
Söderhamn,Moderate Party (M),0.14528191484909098
Söderhamn,Other party,0.014109429511843699
Söderhamn,Social Democrats (S),0.37557668688208395
Söderhamn,Sweden Democrats (SD),0.24479256705330918
Söderhamn,The Liberals (L),0.023744385440363204
Söderköping,Centre Party (C),0.07089141626946745
Söderköping,Christian Democrats (KD),0.0707222960677245
Söderköping,Green Party (MP),0.039530012445532905
Söderköping,Left Party (V),0.041015692758002
Söderköping,Moderate Party (M),0.21271508728384506
Söderköping,Other party,0.011239189143201184
Söderköping,Social Democrats (S),0.24533039601717185
Söderköping,Sweden Democrats (SD),0.2650200910868987
Söderköping,The Liberals (L),0.04353581892815637
Södertälje,Centre Party (C),0.0458035850158997
Södertälje,Christian Democrats (KD),0.08221755384528262
Södertälje,Green Party (MP),0.05682467822387672
Södertälje,Left Party (V),0.06964722900074004
Södertälje,Moderate Party (M),0.20019640627582627
