municipality_code,municipality,age_group,gender,education_level,N
2361,Härjedalen,31-40,Women,Upper secondary school,228.5
2361,Härjedalen,41-50,Men,Postgraduate education,0.9
2361,Härjedalen,41-50,Men,"Primary school, 9/10 years",41.1
2361,Härjedalen,41-50,Men,"Primary school, shorter than 9 years",11.6
2361,Härjedalen,41-50,Men,"Tertiary education, 2 years or longer",71.9
2361,Härjedalen,41-50,Men,"Tertiary education, shorter than 2 years",56.7
2361,Härjedalen,41-50,Men,Upper secondary school,340.1
2361,Härjedalen,41-50,Women,Postgraduate education,2.1
2361,Härjedalen,41-50,Women,"Primary school, 9/10 years",18.8
2361,Härjedalen,41-50,Women,"Primary school, shorter than 9 years",12.5
2361,Härjedalen,41-50,Women,"Tertiary education, 2 years or longer",151.7
2361,Härjedalen,41-50,Women,"Tertiary education, shorter than 2 years",68.7
2361,Härjedalen,41-50,Women,Upper secondary school,201.5
2361,Härjedalen,51-60,Men,Postgraduate education,1.0
2361,Härjedalen,51-60,Men,"Primary school, 9/10 years",66.0
2361,Härjedalen,51-60,Men,"Primary school, shorter than 9 years",10.5
2361,Härjedalen,51-60,Men,"Tertiary education, 2 years or longer",66.5
2361,Härjedalen,51-60,Men,"Tertiary education, shorter than 2 years",58.4
2361,Härjedalen,51-60,Men,Upper secondary school,433.3
2361,Härjedalen,51-60,Women,Postgraduate education,1.6
2361,Härjedalen,51-60,Women,"Primary school, 9/10 years",31.9
2361,Härjedalen,51-60,Women,"Primary school, shorter than 9 years",12.4
2361,Härjedalen,51-60,Women,"Tertiary education, 2 years or longer",140.9
2361,Härjedalen,51-60,Women,"Tertiary education, shorter than 2 years",104.0
2361,Härjedalen,51-60,Women,Upper secondary school,323.7
2361,Härjedalen,61-70,Men,Postgraduate education,1.0
2361,Härjedalen,61-70,Men,"Primary school, 9/10 years",118.5
2361,Härjedalen,61-70,Men,"Primary school, shorter than 9 years",16.6
2361,Härjedalen,61-70,Men,"Tertiary education, 2 years or longer",48.3
2361,Härjedalen,61-70,Men,"Tertiary education, shorter than 2 years",67.6
2361,Härjedalen,61-70,Men,Upper secondary school,448.3
2361,Härjedalen,61-70,Women,Postgraduate education,0.9
2361,Härjedalen,61-70,Women,"Primary school, 9/10 years",54.7
2361,Härjedalen,61-70,Women,"Primary school, shorter than 9 years",13.8
2361,Härjedalen,61-70,Women,"Tertiary education, 2 years or longer",92.0
2361,Härjedalen,61-70,Women,"Tertiary education, shorter than 2 years",103.6
2361,Härjedalen,61-70,Women,Upper secondary school,365.2
2361,Härjedalen,71-104,Men,Postgraduate education,1.5
2361,Härjedalen,71-104,Men,"Primary school, 9/10 years",147.3
2361,Härjedalen,71-104,Men,"Primary school, shorter than 9 years",246.8
2361,Härjedalen,71-104,Men,"Tertiary education, 2 years or longer",53.1
2361,Härjedalen,71-104,Men,"Tertiary education, shorter than 2 years",91.3
2361,Härjedalen,71-104,Men,Upper secondary school,532.2
2361,Härjedalen,71-104,Women,Postgraduate education,3.8
2361,Härjedalen,71-104,Women,"Primary school, 9/10 years",137.7
2361,Härjedalen,71-104,Women,"Primary school, shorter than 9 years",227.3
2361,Härjedalen,71-104,Women,"Tertiary education, 2 years or longer",94.4
2361,Härjedalen,71-104,Women,"Tertiary education, shorter than 2 years",110.2
2361,Härjedalen,71-104,Women,Upper secondary school,513.1
2380,Östersund,18-22,Men,"Primary school, 9/10 years",1514.5
2380,Östersund,18-22,Men,"Primary school, shorter than 9 years",33.8
2380,Östersund,18-22,Men,"Tertiary education, 2 years or longer",44.4
2380,Östersund,18-22,Men,"Tertiary education, shorter than 2 years",266.7
2380,Östersund,18-22,Men,Upper secondary school,1709.1
2380,Östersund,18-22,Women,"Primary school, 9/10 years",1396.5
2380,Östersund,18-22,Women,"Primary school, shorter than 9 years",17.0
2380,Östersund,18-22,Women,"Tertiary education, 2 years or longer",107.1
2380,Östersund,18-22,Women,"Tertiary education, shorter than 2 years",396.6
2380,Östersund,18-22,Women,Upper secondary school,1705.0
2380,Östersund,23-30,Men,Postgraduate education,2.2
2380,Östersund,23-30,Men,"Primary school, 9/10 years",117.8
2380,Östersund,23-30,Men,"Primary school, shorter than 9 years",37.0
2380,Östersund,23-30,Men,"Tertiary education, 2 years or longer",370.0
2380,Östersund,23-30,Men,"Tertiary education, shorter than 2 years",298.7
2380,Östersund,23-30,Men,Upper secondary school,1058.6
2380,Östersund,23-30,Women,Postgraduate education,1.3
2380,Östersund,23-30,Women,"Primary school, 9/10 years",70.8
2380,Östersund,23-30,Women,"Primary school, shorter than 9 years",32.8
2380,Östersund,23-30,Women,"Tertiary education, 2 years or longer",678.1
2380,Östersund,23-30,Women,"Tertiary education, shorter than 2 years",318.4
2380,Östersund,23-30,Women,Upper secondary school,650.4
2380,Östersund,31-40,Men,Postgraduate education,21.6
2380,Östersund,31-40,Men,"Primary school, 9/10 years",257.6
2380,Östersund,31-40,Men,"Primary school, shorter than 9 years",88.6
2380,Östersund,31-40,Men,"Tertiary education, 2 years or longer",1001.1
2380,Östersund,31-40,Men,"Tertiary education, shorter than 2 years",708.0
2380,Östersund,31-40,Men,Upper secondary school,2234.6
2380,Östersund,31-40,Women,Postgraduate education,19.2
2380,Östersund,31-40,Women,"Primary school, 9/10 years",157.0
2380,Östersund,31-40,Women,"Primary school, shorter than 9 years",89.1
2380,Östersund,31-40,Women,"Tertiary education, 2 years or longer",1816.4
2380,Östersund,31-40,Women,"Tertiary education, shorter than 2 years",701.0
2380,Östersund,31-40,Women,Upper secondary school,1434.1
2380,Östersund,41-50,Men,Postgraduate education,41.7
2380,Östersund,41-50,Men,"Primary school, 9/10 years",206.4
2380,Östersund,41-50,Men,"Primary school, shorter than 9 years",68.2
2380,Östersund,41-50,Men,"Tertiary education, 2 years or longer",975.6
2380,Östersund,41-50,Men,"Tertiary education, shorter than 2 years",602.6
2380,Östersund,41-50,Men,Upper secondary school,1632.8
2380,Östersund,41-50,Women,Postgraduate education,46.5
2380,Östersund,41-50,Women,"Primary school, 9/10 years",128.3
2380,Östersund,41-50,Women,"Primary school, shorter than 9 years",85.9
2380,Östersund,41-50,Women,"Tertiary education, 2 years or longer",1705.3
2380,Östersund,41-50,Women,"Tertiary education, shorter than 2 years",538.1
2380,Östersund,41-50,Women,Upper secondary school,1121.1
2380,Östersund,51-60,Men,Postgraduate education,47.8
2380,Östersund,51-60,Men,"Primary school, 9/10 years",291.7
2380,Östersund,51-60,Men,"Primary school, shorter than 9 years",54.2
2380,Östersund,51-60,Men,"Tertiary education, 2 years or longer",878.2
2380,Östersund,51-60,Men,"Tertiary education, shorter than 2 years",632.9
2380,Östersund,51-60,Men,Upper secondary school,1841.9
2380,Östersund,51-60,Women,Postgraduate education,51.7
2380,Östersund,51-60,Women,"Primary school, 9/10 years",155.2
2380,Östersund,51-60,Women,"Primary school, shorter than 9 years",70.8
2380,Östersund,51-60,Women,"Tertiary education, 2 years or longer",1390.6
2380,Östersund,51-60,Women,"Tertiary education, shorter than 2 years",616.0
2380,Östersund,51-60,Women,Upper secondary school,1450.6
2380,Östersund,61-70,Men,Postgraduate education,34.7
2380,Östersund,61-70,Men,"Primary school, 9/10 years",377.4
2380,Östersund,61-70,Men,"Primary school, shorter than 9 years",40.7
2380,Östersund,61-70,Men,"Tertiary education, 2 years or longer",546.6
2380,Östersund,61-70,Men,"Tertiary education, shorter than 2 years",502.5
2380,Östersund,61-70,Men,Upper secondary school,1555.8
2380,Östersund,61-70,Women,Postgraduate education,28.5
2380,Östersund,61-70,Women,"Primary school, 9/10 years",208.2
2380,Östersund,61-70,Women,"Primary school, shorter than 9 years",47.2
2380,Östersund,61-70,Women,"Tertiary education, 2 years or longer",906.4
2380,Östersund,61-70,Women,"Tertiary education, shorter than 2 years",658.2
2380,Östersund,61-70,Women,Upper secondary school,1680.5
2380,Östersund,71-104,Men,Postgraduate education,39.6
2380,Östersund,71-104,Men,"Primary school, 9/10 years",486.5
2380,Östersund,71-104,Men,"Primary school, shorter than 9 years",622.2
2380,Östersund,71-104,Men,"Tertiary education, 2 years or longer",804.6
2380,Östersund,71-104,Men,"Tertiary education, shorter than 2 years",611.7
2380,Östersund,71-104,Men,Upper secondary school,2143.0
2380,Östersund,71-104,Women,Postgraduate education,22.3
2380,Östersund,71-104,Women,"Primary school, 9/10 years",470.1
2380,Östersund,71-104,Women,"Primary school, shorter than 9 years",654.8
2380,Östersund,71-104,Women,"Tertiary education, 2 years or longer",1085.1
2380,Östersund,71-104,Women,"Tertiary education, shorter than 2 years",863.4
2380,Östersund,71-104,Women,Upper secondary school,2774.8
2401,Nordmaling,18-22,Men,"Primary school, 9/10 years",155.6
2401,Nordmaling,18-22,Men,"Primary school, shorter than 9 years",5.7
2401,Nordmaling,18-22,Men,"Tertiary education, 2 years or longer",1.1
2401,Nordmaling,18-22,Men,"Tertiary education, shorter than 2 years",9.1
2401,Nordmaling,18-22,Men,Upper secondary school,172.4
2401,Nordmaling,18-22,Women,"Primary school, 9/10 years",131.5
2401,Nordmaling,18-22,Women,"Primary school, shorter than 9 years",5.4
2401,Nordmaling,18-22,Women,"Tertiary education, 2 years or longer",2.2
2401,Nordmaling,18-22,Women,"Tertiary education, shorter than 2 years",15.3
2401,Nordmaling,18-22,Women,Upper secondary school,131.6
2401,Nordmaling,23-30,Men,Postgraduate education,0.9
2401,Nordmaling,23-30,Men,"Primary school, 9/10 years",23.2
2401,Nordmaling,23-30,Men,"Primary school, shorter than 9 years",3.7
2401,Nordmaling,23-30,Men,"Tertiary education, 2 years or longer",14.4
2401,Nordmaling,23-30,Men,"Tertiary education, shorter than 2 years",15.3
2401,Nordmaling,23-30,Men,Upper secondary school,118.5
2401,Nordmaling,23-30,Women,Postgraduate education,0.4
2401,Nordmaling,23-30,Women,"Primary school, 9/10 years",8.7
2401,Nordmaling,23-30,Women,"Primary school, shorter than 9 years",1.2
2401,Nordmaling,23-30,Women,"Tertiary education, 2 years or longer",35.5
2401,Nordmaling,23-30,Women,"Tertiary education, shorter than 2 years",15.7
2401,Nordmaling,23-30,Women,Upper secondary school,70.5
2401,Nordmaling,31-40,Men,Postgraduate education,2.9
2401,Nordmaling,31-40,Men,"Primary school, 9/10 years",43.1
2401,Nordmaling,31-40,Men,"Primary school, shorter than 9 years",6.4
2401,Nordmaling,31-40,Men,"Tertiary education, 2 years or longer",39.0
2401,Nordmaling,31-40,Men,"Tertiary education, shorter than 2 years",38.5
2401,Nordmaling,31-40,Men,Upper secondary school,235.8
2401,Nordmaling,31-40,Women,Postgraduate education,6.5
2401,Nordmaling,31-40,Women,"Primary school, 9/10 years",21.2
2401,Nordmaling,31-40,Women,"Primary school, shorter than 9 years",5.4
2401,Nordmaling,31-40,Women,"Tertiary education, 2 years or longer",117.5
2401,Nordmaling,31-40,Women,"Tertiary education, shorter than 2 years",53.1
2401,Nordmaling,31-40,Women,Upper secondary school,170.0
2401,Nordmaling,41-50,Men,Postgraduate education,4.3
2401,Nordmaling,41-50,Men,"Primary school, 9/10 years",39.4
2401,Nordmaling,41-50,Men,"Primary school, shorter than 9 years",5.3
2401,Nordmaling,41-50,Men,"Tertiary education, 2 years or longer",47.1
2401,Nordmaling,41-50,Men,"Tertiary education, shorter than 2 years",39.0
2401,Nordmaling,41-50,Men,Upper secondary school,238.6
2401,Nordmaling,41-50,Women,Postgraduate education,7.1
2401,Nordmaling,41-50,Women,"Primary school, 9/10 years",21.8
2401,Nordmaling,41-50,Women,"Primary school, shorter than 9 years",6.7
2401,Nordmaling,41-50,Women,"Tertiary education, 2 years or longer",104.0
2401,Nordmaling,41-50,Women,"Tertiary education, shorter than 2 years",53.6
2401,Nordmaling,41-50,Women,Upper secondary school,147.9
2401,Nordmaling,51-60,Men,Postgraduate education,2.9
2401,Nordmaling,51-60,Men,"Primary school, 9/10 years",48.4
2401,Nordmaling,51-60,Men,"Primary school, shorter than 9 years",4.4
2401,Nordmaling,51-60,Men,"Tertiary education, 2 years or longer",43.3
2401,Nordmaling,51-60,Men,"Tertiary education, shorter than 2 years",42.0
2401,Nordmaling,51-60,Men,Upper secondary school,304.2
2401,Nordmaling,51-60,Women,Postgraduate education,4.9
2401,Nordmaling,51-60,Women,"Primary school, 9/10 years",26.3
2401,Nordmaling,51-60,Women,"Primary school, shorter than 9 years",8.4
2401,Nordmaling,51-60,Women,"Tertiary education, 2 years or longer",97.1
2401,Nordmaling,51-60,Women,"Tertiary education, shorter than 2 years",58.4
2401,Nordmaling,51-60,Women,Upper secondary school,217.5
2401,Nordmaling,61-70,Men,Postgraduate education,2.3
2401,Nordmaling,61-70,Men,"Primary school, 9/10 years",76.1
2401,Nordmaling,61-70,Men,"Primary school, shorter than 9 years",6.9
2401,Nordmaling,61-70,Men,"Tertiary education, 2 years or longer",37.2
2401,Nordmaling,61-70,Men,"Tertiary education, shorter than 2 years",52.8
2401,Nordmaling,61-70,Men,Upper secondary school,262.0
2401,Nordmaling,61-70,Women,Postgraduate education,4.3
2401,Nordmaling,61-70,Women,"Primary school, 9/10 years",39.7
2401,Nordmaling,61-70,Women,"Primary school, shorter than 9 years",9.9
2401,Nordmaling,61-70,Women,"Tertiary education, 2 years or longer",79.1
2401,Nordmaling,61-70,Women,"Tertiary education, shorter than 2 years",59.6
2401,Nordmaling,61-70,Women,Upper secondary school,242.7
2401,Nordmaling,71-104,Men,Postgraduate education,3.9
2401,Nordmaling,71-104,Men,"Primary school, 9/10 years",89.7
2401,Nordmaling,71-104,Men,"Primary school, shorter than 9 years",186.8
2401,Nordmaling,71-104,Men,"Tertiary education, 2 years or longer",55.8
2401,Nordmaling,71-104,Men,"Tertiary education, shorter than 2 years",67.6
2401,Nordmaling,71-104,Men,Upper secondary school,330.0
2401,Nordmaling,71-104,Women,Postgraduate education,2.0
2401,Nordmaling,71-104,Women,"Primary school, 9/10 years",70.8
2401,Nordmaling,71-104,Women,"Primary school, shorter than 9 years",134.6
2401,Nordmaling,71-104,Women,"Tertiary education, 2 years or longer",101.4
2401,Nordmaling,71-104,Women,"Tertiary education, shorter than 2 years",73.0
2401,Nordmaling,71-104,Women,Upper secondary school,363.7
2403,Bjurholm,18-22,Men,"Primary school, 9/10 years",46.0
2403,Bjurholm,18-22,Men,"Primary school, shorter than 9 years",2.1
2403,Bjurholm,18-22,Men,"Tertiary education, shorter than 2 years",5.4
2403,Bjurholm,18-22,Men,Upper secondary school,52.4
2403,Bjurholm,18-22,Women,"Primary school, 9/10 years",36.7
2403,Bjurholm,18-22,Women,"Primary school, shorter than 9 years",2.3
2403,Bjurholm,18-22,Women,"Tertiary education, shorter than 2 years",3.4
2403,Bjurholm,18-22,Women,Upper secondary school,36.7
2403,Bjurholm,23-30,Men,"Primary school, 9/10 years",5.0
2403,Bjurholm,23-30,Men,"Primary school, shorter than 9 years",1.7
2403,Bjurholm,23-30,Men,"Tertiary education, 2 years or longer",2.1
2403,Bjurholm,23-30,Men,"Tertiary education, shorter than 2 years",3.8
2403,Bjurholm,23-30,Men,Upper secondary school,38.2
2403,Bjurholm,23-30,Women,"Primary school, 9/10 years",3.5
2403,Bjurholm,23-30,Women,"Primary school, shorter than 9 years",1.7
2403,Bjurholm,23-30,Women,"Tertiary education, 2 years or longer",10.7
2403,Bjurholm,23-30,Women,"Tertiary education, shorter than 2 years",3.1
2403,Bjurholm,23-30,Women,Upper secondary school,23.2
2403,Bjurholm,31-40,Men,"Primary school, 9/10 years",14.7
2403,Bjurholm,31-40,Men,"Primary school, shorter than 9 years",3.8
2403,Bjurholm,31-40,Men,"Tertiary education, 2 years or longer",9.9
2403,Bjurholm,31-40,Men,"Tertiary education, shorter than 2 years",8.1
2403,Bjurholm,31-40,Men,Upper secondary school,102.8
2403,Bjurholm,31-40,Women,Postgraduate education,0.5
2403,Bjurholm,31-40,Women,"Primary school, 9/10 years",10.6
2403,Bjurholm,31-40,Women,"Primary school, shorter than 9 years",5.6
2403,Bjurholm,31-40,Women,"Tertiary education, 2 years or longer",33.9
2403,Bjurholm,31-40,Women,"Tertiary education, shorter than 2 years",17.7
2403,Bjurholm,31-40,Women,Upper secondary school,67.3
2403,Bjurholm,41-50,Men,Postgraduate education,0.5
2403,Bjurholm,41-50,Men,"Primary school, 9/10 years",10.1
2403,Bjurholm,41-50,Men,"Primary school, shorter than 9 years",2.6
2403,Bjurholm,41-50,Men,"Tertiary education, 2 years or longer",10.9
2403,Bjurholm,41-50,Men,"Tertiary education, shorter than 2 years",11.1
2403,Bjurholm,41-50,Men,Upper secondary school,76.2
2403,Bjurholm,41-50,Women,Postgraduate education,1.1
2403,Bjurholm,41-50,Women,"Primary school, 9/10 years",6.2
2403,Bjurholm,41-50,Women,"Primary school, shorter than 9 years",3.2
2403,Bjurholm,41-50,Women,"Tertiary education, 2 years or longer",22.8
2403,Bjurholm,41-50,Women,"Tertiary education, shorter than 2 years",15.0
2403,Bjurholm,41-50,Women,Upper secondary school,41.3
2403,Bjurholm,51-60,Men,Postgraduate education,0.5
2403,Bjurholm,51-60,Men,"Primary school, 9/10 years",12.1
2403,Bjurholm,51-60,Men,"Primary school, shorter than 9 years",2.3
2403,Bjurholm,51-60,Men,"Tertiary education, 2 years or longer",12.0
2403,Bjurholm,51-60,Men,"Tertiary education, shorter than 2 years",13.8
2403,Bjurholm,51-60,Men,Upper secondary school,87.3
2403,Bjurholm,51-60,Women,Postgraduate education,1.2
2403,Bjurholm,51-60,Women,"Primary school, 9/10 years",8.2
2403,Bjurholm,51-60,Women,"Primary school, shorter than 9 years",3.2
2403,Bjurholm,51-60,Women,"Tertiary education, 2 years or longer",31.1
2403,Bjurholm,51-60,Women,"Tertiary education, shorter than 2 years",19.9
2403,Bjurholm,51-60,Women,Upper secondary school,72.2
2403,Bjurholm,61-70,Men,"Primary school, 9/10 years",22.5
2403,Bjurholm,61-70,Men,"Primary school, shorter than 9 years",2.9
2403,Bjurholm,61-70,Men,"Tertiary education, 2 years or longer",14.1
2403,Bjurholm,61-70,Men,"Tertiary education, shorter than 2 years",13.1
2403,Bjurholm,61-70,Men,Upper secondary school,102.8
2403,Bjurholm,61-70,Women,Postgraduate education,1.0
2403,Bjurholm,61-70,Women,"Primary school, 9/10 years",14.3
2403,Bjurholm,61-70,Women,"Primary school, shorter than 9 years",2.5
2403,Bjurholm,61-70,Women,"Tertiary education, 2 years or longer",24.1
2403,Bjurholm,61-70,Women,"Tertiary education, shorter than 2 years",21.2
2403,Bjurholm,61-70,Women,Upper secondary school,82.2
2403,Bjurholm,71-104,Men,"Primary school, 9/10 years",26.2
2403,Bjurholm,71-104,Men,"Primary school, shorter than 9 years",73.6
2403,Bjurholm,71-104,Men,"Tertiary education, 2 years or longer",20.9
2403,Bjurholm,71-104,Men,"Tertiary education, shorter than 2 years",23.7
2403,Bjurholm,71-104,Men,Upper secondary school,114.7
2403,Bjurholm,71-104,Women,Postgraduate education,0.9
2403,Bjurholm,71-104,Women,"Primary school, 9/10 years",19.6
2403,Bjurholm,71-104,Women,"Primary school, shorter than 9 years",52.9
2403,Bjurholm,71-104,Women,"Tertiary education, 2 years or longer",37.1
2403,Bjurholm,71-104,Women,"Tertiary education, shorter than 2 years",19.7
2403,Bjurholm,71-104,Women,Upper secondary school,122.5
2404,Vindeln,18-22,Men,"Primary school, 9/10 years",112.2
2404,Vindeln,18-22,Men,"Primary school, shorter than 9 years",1.0
2404,Vindeln,18-22,Men,"Tertiary education, 2 years or longer",1.0
2404,Vindeln,18-22,Men,"Tertiary education, shorter than 2 years",10.6
2404,Vindeln,18-22,Men,Upper secondary school,123.8
2404,Vindeln,18-22,Women,"Primary school, 9/10 years",131.2
2404,Vindeln,18-22,Women,"Tertiary education, 2 years or longer",3.5
2404,Vindeln,18-22,Women,"Tertiary education, shorter than 2 years",14.9
2404,Vindeln,18-22,Women,Upper secondary school,90.1
2404,Vindeln,23-30,Men,"Primary school, 9/10 years",9.5
2404,Vindeln,23-30,Men,"Primary school, shorter than 9 years",3.3
2404,Vindeln,23-30,Men,"Tertiary education, 2 years or longer",7.8
2404,Vindeln,23-30,Men,"Tertiary education, shorter than 2 years",6.2
2404,Vindeln,23-30,Men,Upper secondary school,80.4
2404,Vindeln,23-30,Women,Postgraduate education,0.4
2404,Vindeln,23-30,Women,"Primary school, 9/10 years",4.3
2404,Vindeln,23-30,Women,"Primary school, shorter than 9 years",2.3
2404,Vindeln,23-30,Women,"Tertiary education, 2 years or longer",22.3
2404,Vindeln,23-30,Women,"Tertiary education, shorter than 2 years",11.3
2404,Vindeln,23-30,Women,Upper secondary school,43.3
2404,Vindeln,31-40,Men,Postgraduate education,2.0
2404,Vindeln,31-40,Men,"Primary school, 9/10 years",32.5
2404,Vindeln,31-40,Men,"Primary school, shorter than 9 years",6.7
2404,Vindeln,31-40,Men,"Tertiary education, 2 years or longer",38.0
2404,Vindeln,31-40,Men,"Tertiary education, shorter than 2 years",25.9
2404,Vindeln,31-40,Men,Upper secondary school,195.2
2404,Vindeln,31-40,Women,Postgraduate education,1.5
2404,Vindeln,31-40,Women,"Primary school, 9/10 years",14.1
2404,Vindeln,31-40,Women,"Primary school, shorter than 9 years",3.8
2404,Vindeln,31-40,Women,"Tertiary education, 2 years or longer",95.2
2404,Vindeln,31-40,Women,"Tertiary education, shorter than 2 years",42.8
2404,Vindeln,31-40,Women,Upper secondary school,122.2
2404,Vindeln,41-50,Men,Postgraduate education,2.2
2404,Vindeln,41-50,Men,"Primary school, 9/10 years",28.2
2404,Vindeln,41-50,Men,"Primary school, shorter than 9 years",4.5
2404,Vindeln,41-50,Men,"Tertiary education, 2 years or longer",42.2
2404,Vindeln,41-50,Men,"Tertiary education, shorter than 2 years",36.8
2404,Vindeln,41-50,Men,Upper secondary school,179.4
2404,Vindeln,41-50,Women,Postgraduate education,1.8
2404,Vindeln,41-50,Women,"Primary school, 9/10 years",12.5
2404,Vindeln,41-50,Women,"Primary school, shorter than 9 years",4.6
2404,Vindeln,41-50,Women,"Tertiary education, 2 years or longer",99.5
2404,Vindeln,41-50,Women,"Tertiary education, shorter than 2 years",40.1
2404,Vindeln,41-50,Women,Upper secondary school,118.5
2404,Vindeln,51-60,Men,Postgraduate education,2.8
2404,Vindeln,51-60,Men,"Primary school, 9/10 years",25.4
2404,Vindeln,51-60,Men,"Primary school, shorter than 9 years",3.7
2404,Vindeln,51-60,Men,"Tertiary education, 2 years or longer",28.3
2404,Vindeln,51-60,Men,"Tertiary education, shorter than 2 years",38.9
2404,Vindeln,51-60,Men,Upper secondary school,209.6
2404,Vindeln,51-60,Women,Postgraduate education,2.7
2404,Vindeln,51-60,Women,"Primary school, 9/10 years",10.5
2404,Vindeln,51-60,Women,"Primary school, shorter than 9 years",5.6
2404,Vindeln,51-60,Women,"Tertiary education, 2 years or longer",76.1
2404,Vindeln,51-60,Women,"Tertiary education, shorter than 2 years",37.2
2404,Vindeln,51-60,Women,Upper secondary school,144.1
2404,Vindeln,61-70,Men,Postgraduate education,4.4
2404,Vindeln,61-70,Men,"Primary school, 9/10 years",45.2
2404,Vindeln,61-70,Men,"Primary school, shorter than 9 years",9.2
2404,Vindeln,61-70,Men,"Tertiary education, 2 years or longer",26.2
2404,Vindeln,61-70,Men,"Tertiary education, shorter than 2 years",42.2
2404,Vindeln,61-70,Men,Upper secondary school,228.4
2404,Vindeln,61-70,Women,Postgraduate education,2.0
2404,Vindeln,61-70,Women,"Primary school, 9/10 years",20.9
2404,Vindeln,61-70,Women,"Primary school, shorter than 9 years",2.5
2404,Vindeln,61-70,Women,"Tertiary education, 2 years or longer",58.4
2404,Vindeln,61-70,Women,"Tertiary education, shorter than 2 years",45.9
2404,Vindeln,61-70,Women,Upper secondary school,187.1
2404,Vindeln,71-104,Men,Postgraduate education,2.7
2404,Vindeln,71-104,Men,"Primary school, 9/10 years",50.2
2404,Vindeln,71-104,Men,"Primary school, shorter than 9 years",131.7
2404,Vindeln,71-104,Men,"Tertiary education, 2 years or longer",40.9
2404,Vindeln,71-104,Men,"Tertiary education, shorter than 2 years",51.3
2404,Vindeln,71-104,Men,Upper secondary school,265.2
2404,Vindeln,71-104,Women,Postgraduate education,1.0
2404,Vindeln,71-104,Women,"Primary school, 9/10 years",40.9
2404,Vindeln,71-104,Women,"Primary school, shorter than 9 years",108.0
2404,Vindeln,71-104,Women,"Tertiary education, 2 years or longer",56.8
2404,Vindeln,71-104,Women,"Tertiary education, shorter than 2 years",49.0
2404,Vindeln,71-104,Women,Upper secondary school,261.0
2409,Robertsfors,18-22,Men,"Primary school, 9/10 years",158.8
2409,Robertsfors,18-22,Men,"Primary school, shorter than 9 years",1.0
2409,Robertsfors,18-22,Men,"Tertiary education, 2 years or longer",1.0
2409,Robertsfors,18-22,Men,"Tertiary education, shorter than 2 years",8.6
2409,Robertsfors,18-22,Men,Upper secondary school,151.3
2409,Robertsfors,18-22,Women,"Primary school, 9/10 years",145.1
2409,Robertsfors,18-22,Women,"Primary school, shorter than 9 years",1.1
2409,Robertsfors,18-22,Women,"Tertiary education, 2 years or longer",4.5
2409,Robertsfors,18-22,Women,"Tertiary education, shorter than 2 years",10.0
2409,Robertsfors,18-22,Women,Upper secondary school,98.6
2409,Robertsfors,23-30,Men,"Primary school, 9/10 years",17.4
2409,Robertsfors,23-30,Men,"Primary school, shorter than 9 years",1.8
2409,Robertsfors,23-30,Men,"Tertiary education, 2 years or longer",10.0
2409,Robertsfors,23-30,Men,"Tertiary education, shorter than 2 years",11.5
2409,Robertsfors,23-30,Men,Upper secondary school,82.8
2409,Robertsfors,23-30,Women,Postgraduate education,0.3
2409,Robertsfors,23-30,Women,"Primary school, 9/10 years",5.1
2409,Robertsfors,23-30,Women,"Primary school, shorter than 9 years",1.0
2409,Robertsfors,23-30,Women,"Tertiary education, 2 years or longer",30.4
2409,Robertsfors,23-30,Women,"Tertiary education, shorter than 2 years",13.2
2409,Robertsfors,23-30,Women,Upper secondary school,51.0
2409,Robertsfors,31-40,Men,Postgraduate education,2.0
2409,Robertsfors,31-40,Men,"Primary school, 9/10 years",44.7
2409,Robertsfors,31-40,Men,"Primary school, shorter than 9 years",6.9
2409,Robertsfors,31-40,Men,"Tertiary education, 2 years or longer",49.1
2409,Robertsfors,31-40,Men,"Tertiary education, shorter than 2 years",42.9
2409,Robertsfors,31-40,Men,Upper secondary school,263.8
2409,Robertsfors,31-40,Women,Postgraduate education,4.8
2409,Robertsfors,31-40,Women,"Primary school, 9/10 years",19.1
2409,Robertsfors,31-40,Women,"Primary school, shorter than 9 years",6.5
2409,Robertsfors,31-40,Women,"Tertiary education, 2 years or longer",130.4
2409,Robertsfors,31-40,Women,"Tertiary education, shorter than 2 years",52.6
2409,Robertsfors,31-40,Women,Upper secondary school,174.7
2409,Robertsfors,41-50,Men,Postgraduate education,4.9
2409,Robertsfors,41-50,Men,"Primary school, 9/10 years",29.2
2409,Robertsfors,41-50,Men,"Primary school, shorter than 9 years",4.0
2409,Robertsfors,41-50,Men,"Tertiary education, 2 years or longer",57.9
2409,Robertsfors,41-50,Men,"Tertiary education, shorter than 2 years",38.6
2409,Robertsfors,41-50,Men,Upper secondary school,219.7
2409,Robertsfors,41-50,Women,Postgraduate education,8.0
2409,Robertsfors,41-50,Women,"Primary school, 9/10 years",18.2
2409,Robertsfors,41-50,Women,"Primary school, shorter than 9 years",5.7
2409,Robertsfors,41-50,Women,"Tertiary education, 2 years or longer",114.8
2409,Robertsfors,41-50,Women,"Tertiary education, shorter than 2 years",45.1
2409,Robertsfors,41-50,Women,Upper secondary school,135.3
2409,Robertsfors,51-60,Men,Postgraduate education,7.0
2409,Robertsfors,51-60,Men,"Primary school, 9/10 years",37.7
2409,Robertsfors,51-60,Men,"Primary school, shorter than 9 years",1.9
2409,Robertsfors,51-60,Men,"Tertiary education, 2 years or longer",48.7
